Run_ID	Bag	sample	Depth	d17	d18	dD
HKDS2004_Fast_IsoWater_20180814_083442	1401	1	770.025	-18.6083	-35.0102	-271.7869
HKDS2004_Fast_IsoWater_20180814_083442	1401	2	770.050	-18.5782	-35.0745	-272.6373
HKDS2004_Fast_IsoWater_20180814_083442	1401	3	770.075	-18.5683	-34.9638	-271.9437
HKDS2004_Fast_IsoWater_20180814_083442	1401	4	770.100	-18.4468	-34.7518	-270.2137
HKDS2004_Fast_IsoWater_20180814_083442	1401	5	770.125	-18.2511	-34.4425	-267.7140
HKDS2004_Fast_IsoWater_20180814_083442	1401	6	770.150	-18.1245	-34.1835	-264.7069
HKDS2004_Fast_IsoWater_20180814_083442	1401	7	770.175	-18.0023	-33.9093	-261.7431
HKDS2004_Fast_IsoWater_20180814_083442	1401	8	770.200	-17.8987	-33.6905	-260.0595
HKDS2004_Fast_IsoWater_20180814_083442	1401	9	770.225	-17.8904	-33.6744	-260.2523
HKDS2004_Fast_IsoWater_20180814_083442	1401	10	770.250	-18.0122	-33.8507	-262.4583
HKDS2004_Fast_IsoWater_20180814_083442	1401	11	770.275	-18.0839	-34.0773	-265.1752
HKDS2004_Fast_IsoWater_20180814_083442	1401	12	770.300	-18.1277	-34.1333	-265.3667
HKDS2004_Fast_IsoWater_20180814_083442	1401	13	770.325	-18.2351	-34.3833	-265.8627
HKDS2004_Fast_IsoWater_20180814_083442	1401	14	770.350	-18.2489	-34.3515	-265.9769
HKDS2004_Fast_IsoWater_20180814_083442	1401	15	770.375	-18.3010	-34.4885	-267.3618
HKDS2004_Fast_IsoWater_20180814_083442	1401	16	770.400	-18.5018	-34.7946	-269.6136
HKDS2004_Fast_IsoWater_20180814_083442	1401	17	770.425	-18.5331	-34.9397	-271.1662
HKDS2004_Fast_IsoWater_20180814_083442	1401	18	770.450	-18.6457	-35.1119	-273.2102
HKDS2004_Fast_IsoWater_20180814_083442	1401	19	770.475	-18.8478	-35.5215	-276.2829
HKDS2004_Fast_IsoWater_20180814_083442	1401	20	770.500	-19.0697	-35.8736	-279.1042
HKDS2004_Fast_IsoWater_20180814_083442	1401	21	770.525	-19.1481	-36.1326	-280.5593
HKDS2004_Fast_IsoWater_20180814_083442	1401	22	770.550	-19.3131	-36.3131	-281.7574
HKDS2004_Fast_IsoWater_20180814_083442	1402	1	770.575	-19.4810	-36.5516	-283.1083
HKDS2004_Fast_IsoWater_20180814_083442	1402	2	770.600	-19.5437	-36.7492	-284.5743
HKDS2004_Fast_IsoWater_20180814_083442	1402	3	770.625	-19.5401	-36.7920	-284.5861
HKDS2004_Fast_IsoWater_20180814_083442	1402	4	770.650	-19.4724	-36.6784	-283.2231
HKDS2004_Fast_IsoWater_20180814_083442	1402	5	770.675	-19.4420	-36.5159	-281.1718
HKDS2004_Fast_IsoWater_20180814_083442	1402	6	770.700	-19.3070	-36.2806	-279.7722
HKDS2004_Fast_IsoWater_20180814_083442	1402	7	770.725	-19.2584	-36.2173	-279.6065
HKDS2004_Fast_IsoWater_20180814_083442	1402	8	770.750	-19.1689	-36.0036	-278.7870
HKDS2004_Fast_IsoWater_20180814_083442	1402	9	770.775	-19.0039	-35.6969	-276.0742
HKDS2004_Fast_IsoWater_20180814_083442	1402	10	770.800	-18.9063	-35.4996	-273.4791
HKDS2004_Fast_IsoWater_20180814_083442	1402	11	770.825	-18.7225	-35.2644	-272.6169
HKDS2004_Fast_IsoWater_20180814_083442	1402	12	770.850	-18.6707	-35.1682	-272.8698
HKDS2004_Fast_IsoWater_20180814_083442	1402	13	770.875	-18.7330	-35.2747	-273.0025
HKDS2004_Fast_IsoWater_20180814_083442	1402	14	770.900	-18.8136	-35.3432	-273.3626
HKDS2004_Fast_IsoWater_20180814_083442	1402	15	770.925	-18.8577	-35.4987	-274.8716
HKDS2004_Fast_IsoWater_20180814_083442	1402	16	770.950	-19.0972	-35.8800	-278.8410
HKDS2004_Fast_IsoWater_20180814_083442	1402	17	770.975	-19.1513	-36.0370	-281.1826
HKDS2004_Fast_IsoWater_20180814_083442	1402	18	771.000	-19.0963	-35.9698	-279.8098
HKDS2004_Fast_IsoWater_20180814_083442	1402	19	771.025	-18.9700	-35.6136	-276.6993
HKDS2004_Fast_IsoWater_20180814_083442	1402	20	771.050	-18.5898	-35.0231	-271.5441
HKDS2004_Fast_IsoWater_20180814_083442	1402	21	771.075	-18.2418	-34.4052	-267.3720
HKDS2004_Fast_IsoWater_20180814_083442	1402	22	771.100	-18.1616	-34.1661	-264.9376
HKDS2004_Fast_IsoWater_20180814_083442	1403	1	771.125	-18.0480	-33.9836	-263.5132
HKDS2004_Fast_IsoWater_20180814_083442	1403	2	771.150	-18.1632	-34.1735	-265.1005
HKDS2004_Fast_IsoWater_20180814_083442	1403	3	771.175	-18.3195	-34.4905	-267.9214
HKDS2004_Fast_IsoWater_20180814_083442	1403	4	771.200	-18.4951	-34.7618	-270.3635
HKDS2004_Fast_IsoWater_20180814_083442	1403	5	771.225	-18.6505	-35.1048	-272.3109
HKDS2004_Fast_IsoWater_20180814_083442	1403	6	771.250	-18.7269	-35.2914	-274.4071
HKDS2004_Fast_IsoWater_20180814_083442	1403	7	771.275	-18.8846	-35.5206	-275.5632
HKDS2004_Fast_IsoWater_20180814_083442	1403	8	771.300	-18.8724	-35.5048	-275.0335
HKDS2004_Fast_IsoWater_20180814_083442	1403	9	771.325	-18.9246	-35.5177	-274.1768
HKDS2004_Fast_IsoWater_20180816_081318	1403	10	771.350	-18.8979	-35.5892	-274.9291
HKDS2004_Fast_IsoWater_20180816_081318	1403	11	771.375	-19.2687	-36.3398	-282.2104
HKDS2004_Fast_IsoWater_20180816_081318	1403	12	771.400	-19.4758	-36.7352	-285.6342
HKDS2004_Fast_IsoWater_20180816_081318	1403	13	771.425	-19.4419	-36.6871	-286.0650
HKDS2004_Fast_IsoWater_20180816_081318	1403	14	771.450	-19.3650	-36.4393	-283.7494
HKDS2004_Fast_IsoWater_20180816_081318	1403	15	771.475	-19.1649	-36.1131	-280.3713
HKDS2004_Fast_IsoWater_20180816_081318	1403	16	771.500	-18.9999	-35.7678	-276.9503
HKDS2004_Fast_IsoWater_20180816_081318	1403	17	771.525	-18.7969	-35.3461	-273.8476
HKDS2004_Fast_IsoWater_20180816_081318	1403	18	771.550	-18.5809	-35.0925	-271.8245
HKDS2004_Fast_IsoWater_20180816_081318	1403	19	771.575	-18.7649	-35.2938	-273.5539
HKDS2004_Fast_IsoWater_20180816_081318	1403	20	771.600	-18.8599	-35.4250	-275.1567
HKDS2004_Fast_IsoWater_20180816_081318	1403	21	771.625	-18.8852	-35.5635	-276.0787
HKDS2004_Fast_IsoWater_20180816_081318	1403	22	771.650	-18.9866	-35.7380	-277.2307
HKDS2004_Fast_IsoWater_20180816_081318	1404	1	771.675	-19.0873	-36.0218	-279.3846
HKDS2004_Fast_IsoWater_20180816_081318	1404	2	771.700	-19.3219	-36.4409	-283.1511
HKDS2004_Fast_IsoWater_20180816_081318	1404	3	771.725	-19.5382	-36.8003	-285.9489
HKDS2004_Fast_IsoWater_20180816_081318	1404	4	771.750	-19.6522	-37.0062	-287.2352
HKDS2004_Fast_IsoWater_20180816_081318	1404	5	771.775	-19.5974	-36.8962	-287.0864
HKDS2004_Fast_IsoWater_20180816_081318	1404	6	771.800	-19.4486	-36.7147	-285.0455
HKDS2004_Fast_IsoWater_20180816_081318	1404	7	771.825	-19.3333	-36.4720	-282.7820
HKDS2004_Fast_IsoWater_20180816_081318	1404	8	771.850	-19.1620	-36.1157	-280.7385
HKDS2004_Fast_IsoWater_20180816_081318	1404	9	771.875	-19.0930	-35.8996	-278.4439
HKDS2004_Fast_IsoWater_20180816_081318	1404	10	771.900	-19.0325	-35.8098	-277.5010
HKDS2004_Fast_IsoWater_20180816_081318	1404	11	771.925	-18.8637	-35.5998	-276.5276
HKDS2004_Fast_IsoWater_20180816_081318	1404	12	771.950	-18.8441	-35.4785	-275.4568
HKDS2004_Fast_IsoWater_20180816_081318	1404	13	771.975	-18.8273	-35.4891	-274.5801
HKDS2004_Fast_IsoWater_20180816_081318	1404	14	772.000	-18.8520	-35.5116	-273.8066
HKDS2004_Fast_IsoWater_20180816_081318	1404	15	772.025	-18.9476	-35.6331	-274.2921
HKDS2004_Fast_IsoWater_20180816_081318	1404	16	772.050	-18.9486	-35.8204	-276.3222
