Run_ID	Bag	sample	Depth	d17	d18	dD
HKDS2004_Fast_IsoWater_20180705_110113	801	1	440.025	-19.3784	-36.3959	-282.2420
HKDS2004_Fast_IsoWater_20180705_110113	801	2	440.050	-19.6001	-36.7809	-286.1188
HKDS2004_Fast_IsoWater_20180705_110113	801	3	440.075	-19.8652	-37.2785	-288.9480
HKDS2004_Fast_IsoWater_20180705_110113	801	4	440.100	-19.9912	-37.5388	-291.6777
HKDS2004_Fast_IsoWater_20180705_110113	801	5	440.125	-20.1798	-37.8520	-294.2943
HKDS2004_Fast_IsoWater_20180705_110113	801	6	440.150	-20.3428	-38.2336	-297.5639
HKDS2004_Fast_IsoWater_20180705_110113	801	7	440.175	-20.5546	-38.5880	-300.8041
HKDS2004_Fast_IsoWater_20180705_110113	801	8	440.200	-20.6497	-38.7115	-302.2656
HKDS2004_Fast_IsoWater_20180705_110113	801	9	440.225	-20.7110	-38.9106	-303.8071
HKDS2004_Fast_IsoWater_20180705_110113	801	10	440.250	-20.6765	-38.9564	-303.9745
HKDS2004_Fast_IsoWater_20180705_110113	801	11	440.275	-20.5550	-38.6602	-300.6810
HKDS2004_Fast_IsoWater_20180705_110113	801	12	440.300	-20.3916	-38.2855	-297.4012
HKDS2004_Fast_IsoWater_20180705_110113	801	13	440.325	-20.1080	-37.9123	-293.8937
HKDS2004_Fast_IsoWater_20180705_110113	801	14	440.350	-20.0541	-37.7203	-291.5738
HKDS2004_Fast_IsoWater_20180705_110113	801	15	440.375	-19.9035	-37.4457	-289.9060
HKDS2004_Fast_IsoWater_20180705_110113	801	16	440.400	-19.9635	-37.4547	-290.0578
HKDS2004_Fast_IsoWater_20180705_110113	801	17	440.425	-19.9855	-37.5259	-291.6248
HKDS2004_Fast_IsoWater_20180705_110113	801	18	440.450	-20.0975	-37.7447	-294.0334
HKDS2004_Fast_IsoWater_20180705_110113	801	19	440.475	-20.1153	-37.7831	-294.2101
HKDS2004_Fast_IsoWater_20180705_110113	801	20	440.500	-20.1137	-37.8498	-294.7047
HKDS2004_Fast_IsoWater_20180705_110113	801	21	440.525	-19.9746	-37.5984	-292.4546
HKDS2004_Fast_IsoWater_20180705_110113	801	22	440.550	-19.8706	-37.3716	-290.1799
HKDS2004_Fast_IsoWater_20180705_110113	802	1	440.575	-19.7019	-37.0026	-287.2783
HKDS2004_Fast_IsoWater_20180705_110113	802	2	440.600	-19.5532	-36.7548	-284.6966
HKDS2004_Fast_IsoWater_20180705_110113	802	3	440.625	-19.4766	-36.5096	-282.8754
HKDS2004_Fast_IsoWater_20180705_110113	802	4	440.650	-19.2922	-36.2380	-281.0902
HKDS2004_Fast_IsoWater_20180705_110113	802	5	440.675	-19.1831	-36.1065	-279.5994
HKDS2004_Fast_IsoWater_20180705_110113	802	6	440.700	-19.1519	-35.9731	-278.7058
HKDS2004_Fast_IsoWater_20180705_110113	802	7	440.725	-19.0782	-35.8226	-277.9061
HKDS2004_Fast_IsoWater_20180705_110113	802	8	440.750	-18.9939	-35.6744	-276.9806
HKDS2004_Fast_IsoWater_20180705_110113	802	9	440.775	-19.0715	-35.7446	-276.8355
HKDS2004_Fast_IsoWater_20180705_110113	802	10	440.800	-19.0893	-35.7530	-276.8531
HKDS2004_Fast_IsoWater_20180705_110113	802	11	440.825	-19.1117	-35.8348	-277.7099
HKDS2004_Fast_IsoWater_20180705_110113	802	12	440.850	-19.2265	-36.1084	-279.7397
HKDS2004_Fast_IsoWater_20180705_110113	802	13	440.875	-19.1994	-36.1722	-281.3409
HKDS2004_Fast_IsoWater_20180705_110113	802	14	440.900	-19.3225	-36.3437	-283.2730
