Run_ID	Bag	sample	Depth	d17	d18	dD
HKDS2004_Fast_IsoWater_20180514_120329	401	1	220.025	-19.8715	-37.3810	-291.7625
HKDS2004_Fast_IsoWater_20180514_120329	401	2	220.050	-19.7338	-37.0250	-289.5148
HKDS2004_Fast_IsoWater_20180514_120329	401	3	220.075	-19.4897	-36.6831	-286.5764
HKDS2004_Fast_IsoWater_20180514_120329	401	4	220.100	-19.2496	-36.2895	-283.4746
HKDS2004_Fast_IsoWater_20180514_120329	401	5	220.125	-19.1263	-36.0476	-280.6635
HKDS2004_Fast_IsoWater_20180514_120329	401	6	220.150	-19.0207	-35.7799	-277.9513
HKDS2004_Fast_IsoWater_20180514_120329	401	7	220.175	-18.9415	-35.6469	-275.5680
HKDS2004_Fast_IsoWater_20180514_120329	401	8	220.200	-18.8373	-35.4265	-274.5730
HKDS2004_Fast_IsoWater_20180514_120329	401	9	220.225	-18.8970	-35.5036	-274.4903
HKDS2004_Fast_IsoWater_20180514_120329	401	10	220.250	-18.9056	-35.5573	-275.2722
HKDS2004_Fast_IsoWater_20180514_120329	401	11	220.275	-18.9412	-35.5753	-276.2790
HKDS2004_Fast_IsoWater_20180514_120329	401	12	220.300	-19.0153	-35.8474	-278.4936
HKDS2004_Fast_IsoWater_20180514_120329	401	13	220.325	-19.0646	-35.9187	-279.9454
HKDS2004_Fast_IsoWater_20180514_120329	401	14	220.350	-19.1724	-36.0421	-280.9809
HKDS2004_Fast_IsoWater_20180514_120329	401	15	220.375	-19.1663	-36.0617	-281.6410
HKDS2004_Fast_IsoWater_20180514_120329	401	16	220.400	-19.1342	-36.1234	-282.1642
HKDS2004_Fast_IsoWater_20180514_120329	401	17	220.425	-19.2811	-36.2879	-282.1453
HKDS2004_Fast_IsoWater_20180514_120329	401	18	220.450	-19.3692	-36.3573	-282.6790
HKDS2004_Fast_IsoWater_20180514_120329	401	19	220.475	-19.3564	-36.4087	-283.1110
HKDS2004_Fast_IsoWater_20180514_120329	401	20	220.500	-19.4801	-36.6037	-283.5620
HKDS2004_Fast_IsoWater_20180514_120329	401	21	220.525	-19.4763	-36.6214	-284.8480
HKDS2004_Fast_IsoWater_20180514_120329	401	22	220.550	-19.5434	-36.7965	-285.4927
HKDS2004_Fast_IsoWater_20180514_120329	402	1	220.575	-19.5049	-36.7358	-285.3718
HKDS2004_Fast_IsoWater_20180514_120329	402	2	220.600	-19.5326	-36.7589	-284.7769
HKDS2004_Fast_IsoWater_20180514_120329	402	3	220.625	-19.5825	-36.7789	-283.9953
HKDS2004_Fast_IsoWater_20180514_120329	402	4	220.650	-19.4649	-36.6590	-283.4657
HKDS2004_Fast_IsoWater_20180514_120329	402	5	220.675	-19.4467	-36.5947	-283.4721
HKDS2004_Fast_IsoWater_20180514_120329	402	6	220.700	-19.5361	-36.7210	-284.1261
HKDS2004_Fast_IsoWater_20180514_120329	402	7	220.725	-19.6175	-36.8364	-285.2251
HKDS2004_Fast_IsoWater_20180514_120329	402	8	220.750	-19.6814	-36.9896	-286.6437
HKDS2004_Fast_IsoWater_20180514_120329	402	9	220.775	-19.8194	-37.2287	-288.5591
HKDS2004_Fast_IsoWater_20180514_120329	402	10	220.800	-19.9341	-37.4770	-291.8410
