iceDepth	density	weDepth	d18O
0.3	303.030303030303	0.11	-31.2
0.63	333.333333333333	0.21	-33.4
0.96	333.333333333333	0.32	-32.7
1.26	333.333333333333	0.42	-35
1.59	400	0.53	-33.9
1.84	289.473684210526	0.63	-33.1
2.22	333.333333333333	0.74	-32.4
2.52	458.333333333334	0.84	-31.8
2.76	277.777777777778	0.95	-32.8
3.12	379.310344827586	1.05	-31.3
3.41	344.827586206897	1.16	-36.3
3.7	523.809523809524	1.26	-33.5
3.91	285.714285714286	1.37	-32.4
4.26	407.407407407407	1.47	-31.6
4.53	416.666666666667	1.58	-33.6
4.77	343.75	1.68	-35.5
5.09	370.370370370369	1.79	-35.1
5.36	423.076923076924	1.89	-34.7
5.62	454.545454545456	2	-33.5
5.84	354.838709677418	2.1	-34.4
6.15	416.666666666668	2.21	-33.7
6.39	407.407407407406	2.31	-31.6
6.66	416.666666666667	2.42	-33.4
6.9	423.076923076923	2.52	-32.5
7.16	434.782608695653	2.63	-35.8
7.39	423.076923076922	2.73	-34.2
7.65	526.315789473686	2.84	-33
7.84	366.666666666665	2.94	-32.5
8.14	434.782608695655	3.05	-32.9
8.37	440	3.15	-34.4
8.62	434.782608695652	3.26	-33.7
8.85	458.333333333334	3.36	-34.3
9.09	434.78260869565	3.47	-33.9
9.32	478.260869565218	3.57	-33.6
9.55	434.782608695653	3.68	-33.3
9.78	578.94736842105	3.78	-32.6
9.97	434.782608695655	3.89	-32.3
10.2	478.260869565214	3.99	-33.4
10.43	454.545454545456	4.1	-34.6
10.65	523.809523809523	4.2	-34.4
10.86	416.666666666669	4.31	-37.4
11.1	499.999999999996	4.41	-38.2
11.32	454.545454545459	4.52	-35.5
11.54	500	4.62	-35.3
11.76	476.190476190473	4.73	-35.3
11.97	500.000000000004	4.83	-35.7
12.19	476.190476190473	4.94	-37.5
12.4	500.000000000004	5.04	-35.5
12.62	476.190476190473	5.15	-33.5
12.83	523.809523809528	5.25	-33.8
13.04	476.190476190473	5.36	-35
13.25	523.809523809523	5.46	-36.1
13.46	476.190476190477	5.57	-34.9
13.67	550.000000000004	5.67	-34.4
13.87	476.190476190473	5.78	-36.3
14.08	550.000000000004	5.88	-35.9
14.28	476.190476190473	5.99	-33
14.49	550.000000000004	6.09	-32.1
14.69	499.999999999996	6.2	-31.9
14.89	611.111111111114	6.3	-31.9
15.07	500	6.41	-33.7
15.27	549.999999999999	6.51	-34.4
15.47	500	6.62	-33
15.67	578.947368421056	6.72	-33.2
15.86	454.545454545455	6.83	-34.1
16.08	549.999999999994	6.93	-33.5
16.28	526.315789473689	7.04	-31.7
16.47	549.999999999994	7.14	-31.7
16.67	578.947368421061	7.25	-33.4
16.86	476.190476190473	7.36	-33.9
17.07	578.94736842105	7.46	-34
17.26	526.315789473689	7.57	-34.6
17.45	578.94736842105	7.67	-35.2
17.64	526.315789473689	7.78	-36.8
17.83	549.999999999994	7.88	-37.2
18.03	526.315789473689	7.99	-36.2
18.22	578.947368421046	8.09	-35.5
18.41	555.555555555564	8.2	-33.2
18.59	578.947368421046	8.3	-32.9
18.78	526.315789473689	8.41	-32.1
18.97	611.111111111109	8.51	-31.8
19.15	549.999999999998	8.62	-34
19.35	549.999999999999	8.73	-34
19.55	549.999999999999	8.84	-34.4
19.75	666.666666666673	8.95	-34.4
19.93	523.809523809519	9.07	-34.1
20.14	578.947368421057	9.18	-32.7
20.33	599.999999999996	9.29	-33.9
20.53	578.947368421057	9.41	-35.4
20.72	578.947368421055	9.52	-35.4
20.91	599.999999999998	9.63	-34.3
21.11	549.999999999999	9.75	-32.7
21.31	578.947368421055	9.86	-33.3
21.5	611.111111111109	9.97	-34
21.68	631.578947368413	10.08	-34.1
21.87	578.947368421066	10.2	-34.4
22.06	578.947368421046	10.31	-34.9
22.25	631.578947368413	10.42	-33.1
22.44	578.947368421066	10.54	-32.9
22.63	578.947368421046	10.65	-33.3
22.82	647.058823529416	10.76	-32.9
22.99	666.66666666666	10.87	-33
23.17	578.947368421057	10.99	-33.5
23.36	578.947368421055	11.1	-32
23.55	666.666666666663	11.21	-33.3
23.73	611.111111111109	11.33	-36
23.91	578.947368421055	11.44	-35.8
24.1	666.666666666663	11.55	-34.3
24.28	578.947368421057	11.67	-34.2
24.47	611.111111111119	11.78	-34.6
24.65	611.111111111109	11.89	-34.5
24.83	705.882352941165	12	-34.3
25	611.111111111119	12.12	-33.9
25.18	578.947368421046	12.23	-32.3
25.37	666.666666666673	12.34	-32.9
25.55	611.111111111109	12.46	-33.8
25.73	611.111111111109	12.57	-33.6
25.91	611.111111111109	12.68	-32.9
26.09	666.666666666673	12.79	-33.4
26.27	611.111111111109	12.91	-32.8
26.45	611.111111111119	13.02	-31.9
26.63	666.666666666663	13.13	-31.4
26.81	647.058823529402	13.25	-30.9
26.98	611.111111111119	13.36	-33.2
27.16	611.111111111109	13.47	-35.3
27.34	705.882352941165	13.58	-36.9
27.51	611.111111111119	13.7	-38.2
27.69	647.058823529416	13.81	-36.5
27.86	631.578947368413	13.92	-33.6
28.05	647.058823529426	14.04	-32.3
28.22	647.058823529402	14.15	-33.9
28.39	666.666666666673	14.26	-36.1
