iceDepth	density	STD	weDepth	N_Ave
1.07	332.083997873472	34.8258090995241	0.37	6
2.96	386.231983214742	82.1066373391109	1	6
4.635	374.497608872609	48.4185950220811	1.63	6
6.26	412.200304673423	29.6215962015832	2.26	6
7.765	437.604099434764	46.7877906611729	2.89	6
9.2	469.981566234426	51.3073647653454	3.52	6
10.535	468.010853880419	36.8861280944585	4.15	6
11.86	484.487734487735	17.1080890351799	4.78	6
13.145	504.365079365079	29.4961681494438	5.41	6
14.38	527.248677248677	48.3468775096602	6.04	6
15.575	522.248803827751	41.4904548309891	6.67	6
16.77	539.452798663326	35.5391075724783	7.305	6
17.93	552.680311890839	21.54663044057	7.935	6
19.07	561.06237816764	27.0776740866266	8.57	6
20.235	587.886382623226	42.2268371221994	9.235	6
21.39	591.764132553607	26.1410794990382	9.915	6
22.525	613.691090471274	36.1966190243283	10.59	6
23.635	613.5477582846	39.2443945912024	11.27	6
24.73	616.185070519436	42.6148068578895	11.95	6
25.82	629.62962962963	26.1891400439503	12.625	6
26.895	642.156862745096	35.5368679263527	13.3	6
27.95	641.755532622408	17.0664521791426	13.98	6
29	650.871459694988	27.8843697955768	14.66	6
30.03	667.075163398693	16.5125677544178	15.335	6
31.045	682.407407407407	50.4900785675494	16.015	6
32.04	673.406862745096	27.0511520277462	16.69	6
33.04	677.083333333338	22.2030281029154	17.37	6
34.035	687.499999999998	35.3910026426144	18.045	6
35.015	701.593137254903	37.0951246756549	18.725	6
35.98	698.815359477121	33.848212749933	19.4	6
36.93	754.861111111111	111.529161469208	20.065	6
37.845	679.133597883597	87.6140105254892	20.725	6
38.825	703.435672514621	67.2280184157418	21.39	6
39.76	718.055555555559	21.6060405362425	22.055	6
40.675	725.694444444442	17.081074828121	22.715	6
41.58	786.507936507937	97.3735459855531	23.375	6
42.435	733.333333333335	1.70600257582023E-11	24.035	6
43.33	743.154761904757	34.1795748803571	24.695	6
44.215	753.228021978025	50.3291415123888	25.355	6
45.08	736.435786435787	113.63462285939	26.01	6
45.985	803.174603174605	134.115243216744	26.665	6
46.84	759.523809523807	26.1904761904934	27.325	6
47.71	798.980703392469	166.99472007654	27.985	6
48.57	770.688339438338	49.4773958286254	28.645	6
49.425	769.597069597069	41.4842240112907	29.305	6
50.285	765.873015873013	44.3664281249872	29.96	6
51.205	711.507936507936	143.782825406356	30.615	6
52.105	829.365079365082	122.533616923639	31.275	6
52.925	795.787545787547	22.524494278834	31.935	6
53.76	785.714285714279	0	32.595	6
54.605	794.773037420107	102.436966989934	33.25	6
55.43	757.956857956851	73.3258986144643	33.905	6
56.305	829.14122914123	144.483138131165	34.565	6
57.105	836.263736263733	123.961694205245	35.22	6
57.91	815.934065934058	30.2197802197667	35.875	6
58.72	792.124542124548	59.0428583143416	36.525	6
59.525	805.708180708174	62.5898984626278	37.17	6
60.355	780.004309416077	66.5924188198371	37.82	6
61.155	858.322233322233	44.1543775411205	38.47	6
61.93	812.118437118438	53.4817786825581	39.12	6
62.72	813.186813186813	33.4217721444736	39.76	6
63.52	814.102564102558	49.7969821403698	40.41	6
64.32	824.175824175823	49.1443511538379	41.06	6
65.105	835.927960927966	60.1856152347878	41.71	6
65.895	800.366300366294	33.0686265297874	42.36	6
66.685	833.333333333339	28.6675381730842	43	6
67.485	787.330316742085	71.5447434427071	43.65	6
68.265	897.690272690253	152.770831642205	44.29	6
69.025	820.512820512819	36.261886214667	44.935	6
69.8	832.264957264961	51.0701641141486	45.58	6
70.575	845.085470085474	42.5878876666632	46.22	6
71.345	820.512820512819	36.261886214667	46.865	6
72.115	817.663817663809	105.068447874736	47.51	6
72.91	881.216006216002	72.0448935907681	48.155	6
73.66	856.410256410274	126.614058766311	48.8	6
74.42	974.511599511565	285.197444632661	49.44	6
75.16	796.652421652428	115.926872030472	50.085	6
75.95	842.948717948712	42.8017641538462	50.73	6
76.71	846.764346764347	57.0262800189509	51.37	6
77.5	809.766214177986	84.4077925292341	52.015	6
78.255	922.262922262903	149.531390099193	52.66	6
79	847.832722832732	85.7428764205793	53.305	6
79.76	871.277552856501	183.743191651063	53.95	6
80.55	890.78197630827	202.768324097199	54.59	6
81.31	844.710601289578	159.414749360309	55.235	6
82.08	910.166441745395	218.033801200264	55.88	6
82.835	859.432234432224	72.1658785955014	56.52	6
83.59	853.632478632478	28.7669060210046	57.165	6
84.345	853.632478632478	28.7669060210046	57.81	6
85.095	855.769230769223	27.6335836674611	58.45	6
85.845	865.384615384622	36.637667092919	59.095	6
86.59	870.074370074367	48.519723279673	59.74	6
87.34	853.632478632478	28.7669060210046	60.385	6
88.09	855.769230769228	66.0754106669144	61.03	6
88.84	879.273504273512	37.6365704141408	61.67	6
89.58	866.452991452986	55.5658274527944	62.315	6
90.325	858.516483516483	79.0128195009931	62.96	6
91.07	868.589743589745	54.487179487211	63.6	6
91.815	880.341880341904	73.8030599964733	64.245	6
92.555	868.589743589739	54.4871794872499	64.89	6
93.295	865.384615384607	36.6376670929271	65.535	6
94.04	865.384615384625	36.6376670929525	66.18	6
94.78	880.341880341892	55.9649609132469	66.82	6
94.9334299516908	867.521367521344	69.5019485782195	66.9285507246377	6

