iceDepth	density	STD	weDepth	N_Ave
2.455	358.961670138141	30.2351449375421	0.865	17
6.68	420.604012355931	31.3146409839326	2.495	17
10.345	473.934837092732	21.3815111063591	4.12	17
13.66	513.243894048848	33.7599607252123	5.75	17
16.745	548.82737408689	29.5177420917327	7.38	17
19.685	580.449826989619	31.039576328736	9.035	17
22.505	604.022491349481	30.7534772283329	10.705	17
25.205	630.882352941177	32.7790565960433	12.365	17
27.815	652.766106442576	29.0165355056853	14.035	17
30.345	667.787114845938	42.9513254500435	15.7	17
32.77	686.123680241329	38.2360454349141	17.34	17
35.07	702.973497091143	41.694853235537	18.935	17
37.335	715.57853910795	40.3555014583279	20.535	17
39.615	725.921137685844	42.0093474558221	22.18	17
41.885	738.202973497091	33.7622879307033	23.84	17
44.15	755.656108597286	41.8923122068985	25.53	17
46.415	763.736263736262	18.4652318772934	27.245	17
48.665	770.523594053007	35.4850387813488	28.97	17
50.94	782.159017453135	36.4435599685343	30.73	17
53.205	790.885585003232	44.6165065978897	32.515	17
55.43	796.16461969403	40.9380351085325	34.275	17
57.585	806.938159879335	31.5482664605797	36	17
59.685	814.479638009052	29.2080192021611	37.7	17
61.8	815.987933634994	61.3182927461665	39.425	17
63.945	828.054298642534	57.5973449264813	41.175	17
66.07	826.546003016589	44.816308520804	42.935	17
68.18	835.595776772246	53.4488130298065	44.69	17
70.285	843.137254901962	47.7739395617211	46.45	17
72.37	847.285067873304	50.8197152001204	48.205	17
74.445	846.153846153843	44.3025735828809	49.965	17
76.475	854.586589880711	45.7162135919786	51.685	17
78.44	857.843137254902	46.8826036714401	53.365	17
80.385	857.8431372549	60.6355438404287	55.03	17
82.32	866.310160427806	40.6675028397695	56.695	17
84.245	861.853832442071	55.3984484246556	58.365	17
86.17	871.657754010692	55.4557744764324	60.025	17
88.09	870.320855614978	49.5675100231331	61.695	17
89.995	875.222816399281	40.7650503601865	63.355	17
91.905	879.679144385031	40.0772320069796	65.025	17
93.805	874.77718360071	49.4471711468246	66.69	17
95.7	884.581105169342	46.8826036714497	68.355	17
97.59	878.787878787885	41.2493278624309	70.02	17
99.475	888.591800356502	37.0920713844756	71.685	17
101.295	882.174688057044	33.613831205181	73.3	17
103.035	884.491978609624	33.694083426792	74.835	17
104.755	895.187165775405	19.2513368983879	76.36	17
106.47	884.491978609625	33.6940834268077	77.885	17
108.185	895.187165775398	19.2513368984185	79.41	17
109.895	889.304812834227	29.4554852490607	80.935	17
111.6	895.187165775398	19.2513368984185	82.46	17
113.31	894.117647058836	23.5294117646948	83.985	17
115.01	899.999999999991	8.96048057748445E-11	85.51	17
116.71	894.117647058829	23.5294117647285	87.035	17
118.41	900	9.13808767493597E-11	88.56	17
120.11	894.11764705882	23.5294117647264	90.085	17
121.81	900.000000000007	8.05537273237418E-11	91.61	17
123.505	899.999999999991	34.2997170284969	93.135	17
125.195	905.882352941179	23.5294117647053	94.66	17
126.89	894.117647058819	23.5294117646622	96.185	17
128.585	905.882352941186	23.5294117647036	97.71	17
130.275	905.882352941182	23.5294117647835	99.24	17
131.96	905.882352941172	41.594516540414	100.765	17
133.645	905.882352941178	23.5294117647055	102.29	17
135.335	905.882352941177	41.5945165403587	103.815	17
137.015	905.882352941178	23.5294117647055	105.34	17
138.7	905.882352941172	41.594516540404	106.865	17
140.385	905.882352941178	23.5294117647055	108.39	17
142.07	905.88235294117	41.5945165403821	109.915	17
143.75	911.764705882368	32.2189739709442	111.44	17
145.43	905.882352941168	41.5945165403377	112.965	17
147.11	911.76470588235	32.2189739708933	114.49	17
147.232151067324	909.090909090901	51.4259477226543	114.585385878489	17

