iceDepth	density	weDepth	d18O
9.93	499.999999999998	3.64	-37
10.13	450.000000000001	3.74	-37.5
10.33	450.000000000001	3.83	-38.1
10.53	449.999999999997	3.92	-38.2
10.73	450.000000000001	4.01	-37.7
10.93	450.000000000001	4.1	-37.4
11.13	473.684210526316	4.19	-37.4
11.32	450.000000000001	4.28	-38
11.52	473.684210526312	4.37	-36.6
11.71	473.684210526316	4.46	-35.2
11.9	500.000000000004	4.55	-35
12.1	473.684210526316	4.65	-34.5
12.29	473.684210526312	4.74	-34.3
12.48	473.684210526316	4.83	-34.3
12.67	473.684210526316	4.92	-32.7
12.86	500	5.01	-32.3
13.04	473.684210526317	5.1	-32.7
13.23	473.684210526316	5.19	-33.5
13.42	500	5.28	-34.3
13.6	555.555555555555	5.37	-34.7
13.78	473.684210526312	5.47	-34.8
13.97	500.000000000005	5.56	-35.1
14.15	500	5.65	-33.9
14.33	500	5.74	-33.7
14.51	500	5.83	-33.5
14.69	500	5.92	-33.8
14.87	499.999999999995	6.01	-35
15.05	529.411764705887	6.1	-36
15.22	555.555555555555	6.19	-34.7
15.4	500	6.29	-34.2
15.58	529.411764705882	6.38	-34.2
15.75	500	6.47	-33.1
15.93	529.411764705882	6.56	-34.7
16.1	529.411764705887	6.65	-37.2
16.27	529.411764705876	6.74	-36.7
16.44	500	6.83	-35.3
16.62	529.411764705887	6.92	-34.4
16.79	588.235294117644	7.01	-34.7
16.96	529.411764705887	7.11	-35
17.13	529.411764705876	7.2	-35.6
17.3	562.499999999999	7.29	-34.9
17.46	555.555555555559	7.38	-34.3
17.64	500	7.48	-36.3
17.82	555.555555555555	7.57	-35.7
18	555.555555555555	7.67	-33.8
18.18	555.555555555559	7.77	-34.6
18.36	555.555555555555	7.87	-37
18.54	529.411764705882	7.97	-38
18.71	555.555555555555	8.06	-37.6
18.89	588.235294117651	8.16	-35.4
19.06	555.555555555555	8.26	-32.9
19.24	529.411764705876	8.36	-33.2
19.41	555.555555555564	8.45	-35.2
19.59	588.235294117639	8.55	-36.6
19.76	588.235294117651	8.65	-36.9
19.93	555.555555555555	8.75	-36.9
20.11	529.411764705876	8.85	-37.2
20.28	588.235294117651	8.94	-37.6
20.45	588.23529411765	9.04	-36.8
20.62	588.235294117651	9.14	-35.6
20.79	529.411764705876	9.24	-35.7
20.96	588.235294117651	9.33	-36.1
21.13	588.235294117639	9.43	-36.4
21.3	625.000000000008	9.53	-37.4
21.46	588.235294117651	9.63	-37.8
21.63	529.411764705876	9.73	-37.4
21.8	624.999999999997	9.82	-37.1
21.96	588.235294117651	9.92	-37.4
22.13	624.999999999997	10.02	-37.6
22.29	529.411764705887	10.12	-37.4
22.46	624.999999999997	10.21	-36.6
22.62	588.235294117651	10.31	-35.6
22.79	624.999999999997	10.41	-35.3
22.95	624.999999999997	10.51	-36.8
23.11	529.411764705876	10.61	-36.8
23.28	625.000000000008	10.7	-35
23.44	624.999999999997	10.8	-33.9
23.6	624.999999999997	10.9	-34
23.76	562.499999999999	11	-33.8
23.92	625.000000000011	11.09	-33.9
24.08	624.999999999997	11.19	-34.2
24.24	625.000000000008	11.29	-35.2
24.4	624.999999999997	11.39	-36.1
24.56	562.499999999999	11.49	-36.7
24.72	624.999999999997	11.58	-35.9
24.88	624.999999999997	11.68	-33.7
25.04	625.000000000008	11.78	-34.5
25.2	562.499999999999	11.88	-35.8
25.36	666.666666666655	11.97	-36
25.51	624.999999999997	12.07	-37.2
25.67	625.000000000011	12.17	-36.2
25.83	666.666666666655	12.27	-35
25.98	562.50000000001	12.37	-34
26.14	666.666666666671	12.46	-34.3
26.29	624.999999999997	12.56	-35
26.45	666.666666666655	12.66	-35.1
26.6	562.499999999999	12.76	-35.3
26.76	666.666666666671	12.85	-36
26.91	625.000000000008	12.95	-35.3
27.07	666.666666666671	13.05	-33.5
