,depth,d18O
0,39.4800000000007,-36.8319
1,39.5000000000008,-37.1099
2,39.5200000000008,-37.3237
3,39.5400000000008,-37.5643
4,39.5600000000008,-37.7562
5,39.5800000000008,-38.0435
6,39.6000000000008,-37.9173
7,39.6200000000008,-38.053
8,39.6400000000008,-38.1497
9,39.6600000000008,-37.808
10,39.6800000000008,-37.695
11,39.7000000000008,-37.6053
12,39.7200000000008,-37.55135
13,39.7400000000008,-37.4974
14,39.7600000000008,-37.4214
15,39.7800000000008,-37.2977
16,39.8000000000008,-36.9936
17,39.8200000000008,-37.1309
18,39.8400000000008,-37.0765
19,39.8600000000008,-36.8235
20,39.8800000000008,-36.8768
21,39.9000000000008,-37.005
22,39.9200000000008,-36.9747
23,39.9400000000008,-37.0285
24,39.9600000000008,-36.89615
25,39.9800000000008,-36.7638
26,40.0000000000008,-36.9347
27,40.0200000000008,-36.9803
28,40.0400000000008,-36.5453
29,40.0600000000008,-36.6367
30,40.0800000000008,-36.5253
31,40.1000000000009,-36.4092
32,40.1200000000009,-36.25
33,40.1400000000009,-36.1473
34,40.1600000000009,-35.7828
35,40.1800000000009,-35.5622
36,40.2000000000009,-35.5874
37,40.2200000000009,-35.2721
38,40.2400000000009,-35.4027
39,40.2600000000009,-35.0184
40,40.2800000000009,-35.0949
41,40.3000000000009,-34.9635
42,40.3200000000009,-35.3628
43,40.3400000000009,-35.1423
44,40.3600000000009,-35.5368
45,40.3800000000009,-35.2823
46,40.4000000000009,-35.5646
47,40.4200000000009,-35.7511
48,40.4400000000009,-35.5557
49,40.4600000000009,-35.6956
50,40.4800000000009,-35.7608
51,40.5000000000009,-35.8128
52,40.5200000000009,-35.8418
53,40.5400000000009,-35.9873
54,40.5600000000009,-35.9475
55,40.5800000000009,-36.4277
56,40.6000000000009,-36.1267
57,40.6200000000009,-36.3188
58,40.6400000000009,-36.289
59,40.6600000000009,-36.3451
60,40.6800000000009,-36.1556
61,40.7000000000009,-36.0389
62,40.7200000000009,-35.865
63,40.740000000001,-35.7375
64,40.7600000000009,-35.68995
65,40.780000000001,-35.6424
66,40.800000000001,-35.8277
67,40.820000000001,-35.461
68,40.840000000001,-35.5133
69,40.860000000001,-35.4558
70,40.880000000001,-35.4742
71,40.900000000001,-35.3819
72,40.920000000001,-35.5995
73,40.940000000001,-35.4311
74,40.960000000001,-35.2275
75,40.980000000001,-34.8114
76,41.000000000001,-34.3639
77,41.020000000001,-34.1269
78,41.040000000001,-34.084
79,41.060000000001,-34.2651
80,41.080000000001,-34.0184
81,41.100000000001,-33.6389
82,41.120000000001,-33.5053
83,41.140000000001,-33.5704
84,41.160000000001,-33.0326
85,41.180000000001,-33.0121
86,41.200000000001,-32.7527
87,41.220000000001,-32.6036
88,41.240000000001,-32.4858
89,41.260000000001,-32.3907
90,41.280000000001,-32.2985
91,41.300000000001,-32.3643
92,41.320000000001,-32.2609
93,41.340000000001,-32.5305
94,41.360000000001,-32.5207
95,41.3800000000011,-33.0146
96,41.4000000000011,-32.8556
97,41.4200000000011,-32.8648
98,41.4400000000011,-33.0999
99,41.4600000000011,-33.3304
100,41.4800000000011,-33.5652
101,41.5000000000011,-33.568
102,41.5200000000011,-34.2006
103,41.5400000000011,-34.2432
104,41.5600000000011,-34.2056
105,41.5800000000011,-34.3512
106,41.6000000000011,-34.3121
107,41.6200000000011,-34.5035
108,41.6400000000011,-34.8463
109,41.6600000000011,-34.6323
110,41.6800000000011,-34.6528
111,41.7000000000011,-34.7142
112,41.7200000000011,-34.7419
113,41.7400000000011,-34.7935
114,41.7600000000011,-34.867
115,41.7800000000011,-34.9211
116,41.8000000000011,-34.863
117,41.8200000000011,-35.0086
118,41.8400000000011,-35.2606
119,41.8600000000011,-35.4982
120,41.8800000000011,-35.4821
121,41.9000000000011,-35.795
122,41.9200000000011,-35.7036
123,41.9400000000011,-35.7665
124,41.9600000000011,-35.9121
125,41.9800000000011,-36.0087
126,42.0000000000012,-35.9001
127,42.0200000000011,-35.9883
128,42.0400000000012,-36.2862
129,42.0600000000012,-36.0104
130,42.0800000000012,-36.3715
131,42.1000000000012,-36.3672
132,42.1200000000012,-36.4269
133,42.1400000000012,-36.5903
134,42.1600000000012,-37.3268
135,42.1800000000012,-37.3119
136,42.2000000000012,-37.6689
137,42.2200000000012,-37.9645
138,42.2400000000012,-38.2278
139,42.2600000000012,-38.1809
140,42.2800000000012,-37.9681
141,42.3000000000012,-37.5984
142,42.3200000000012,-37.6199
143,42.3400000000012,-37.487
144,42.3600000000012,-37.0665
