,depth,d18O
145,42.3800000000012,-36.7711
146,42.4000000000012,-36.6174
147,42.4200000000012,-36.3324
148,42.4400000000012,-35.8641
149,42.4600000000012,-35.5494
150,42.4800000000012,-35.694
151,42.5000000000012,-35.3262
152,42.5200000000012,-35.3888
153,42.5400000000012,-35.2734
154,42.5600000000012,-35.3361
155,42.5800000000012,-35.3707
156,42.6000000000012,-35.4585
157,42.6200000000012,-35.7146
158,42.6400000000012,-35.7725
159,42.6600000000012,-35.9145
160,42.6800000000013,-35.8662
161,42.7000000000013,-36.0501
162,42.7200000000013,-36.1025
163,42.7400000000013,-36.2412
164,42.7600000000013,-36.309
165,42.7800000000013,-36.2807
166,42.8000000000013,-36.3147
167,42.8200000000013,-36.4246
168,42.8400000000013,-36.4752
169,42.8600000000013,-36.6253
170,42.8800000000013,-36.7913
171,42.9000000000013,-36.7383
172,42.9200000000013,-36.9789
173,42.9400000000013,-36.9778
174,42.9600000000013,-37.2014
175,42.9800000000013,-37.3288
176,43.0000000000013,-37.3827
177,43.0200000000013,-37.635
178,43.0400000000013,-37.7534
179,43.0600000000013,-37.6666
180,43.0800000000013,-37.8344
181,43.1000000000013,-37.6591
182,43.1200000000013,-37.7707
183,43.1400000000013,-37.6132
184,43.1600000000013,-37.6095
185,43.1800000000013,-37.7911
186,43.2000000000013,-37.2552
187,43.2200000000013,-37.1585
188,43.2400000000013,-36.8082
189,43.2600000000013,-36.5564
190,43.2800000000013,-36.2395
191,43.3000000000014,-35.8602
192,43.3200000000014,-35.7811
193,43.3400000000014,-35.4484
194,43.3600000000014,-35.3461
195,43.3800000000014,-35.5073
196,43.4000000000014,-35.4393
197,43.4200000000014,-35.3847
198,43.4400000000014,-35.3037
199,43.4600000000014,-35.5004
200,43.4800000000014,-35.5914
201,43.5000000000014,-35.47
202,43.5200000000014,-35.6471
203,43.5400000000014,-35.8884
204,43.5600000000014,-35.7683
205,43.5800000000014,-35.9069
206,43.6000000000014,-36.1403
207,43.6200000000014,-36.6155
208,43.6400000000014,-36.8725
209,43.6600000000014,-36.8525
210,43.6800000000014,-36.8324
211,43.7000000000014,-36.9082
212,43.7200000000014,-36.9286
213,43.7400000000014,-36.8506
214,43.7600000000014,-36.6233
215,43.7800000000014,-36.7411
216,43.8000000000014,-36.5136
217,43.8200000000014,-36.7388
218,43.8400000000014,-36.3158
219,43.8600000000014,-36.5828
220,43.8800000000014,-36.1664
221,43.9000000000014,-36.2784
222,43.9200000000014,-36.1381
223,43.9400000000015,-36.0971
224,43.9600000000015,-36.1871
225,43.9800000000015,-36.0354
226,44.0000000000015,-35.9252
227,44.0200000000015,-35.818
228,44.0400000000015,-35.5351
229,44.0600000000015,-35.5164
230,44.0800000000015,-35.1897
231,44.1000000000015,-35.0914
232,44.1200000000015,-34.8372
233,44.1400000000015,-34.591
234,44.1600000000015,-34.5723
235,44.1800000000015,-34.4092
236,44.2000000000015,-34.299
237,44.2200000000015,-34.4531
238,44.2400000000015,-34.5531
239,44.2600000000015,-34.2554
240,44.2800000000015,-34.3177
241,44.3000000000015,-34.444
242,44.3200000000015,-34.4462
243,44.3400000000015,-34.4409
244,44.3600000000015,-34.5724
245,44.3800000000015,-34.6086
246,44.4000000000015,-34.341
247,44.4200000000015,-34.4851
248,44.4400000000015,-34.3264
249,44.4600000000015,-34.4675
250,44.4800000000015,-34.2867
251,44.5000000000015,-34.26055
252,44.5200000000015,-34.2344
253,44.5400000000015,-34.149
254,44.5600000000015,-34.2024
255,44.5800000000016,-34.2895
256,44.6000000000016,-34.3737
257,44.6200000000016,-34.5852
258,44.6400000000016,-34.3653
259,44.6600000000016,-34.7361
260,44.6800000000016,-35.1137
261,44.7000000000016,-35.1808
262,44.7200000000016,-35.1693
263,44.7400000000016,-35.2911
264,44.7600000000016,-35.5679
265,44.7800000000016,-35.5702
266,44.8000000000016,-35.6674
267,44.8200000000016,-35.8402
268,44.8400000000016,-35.8403
269,44.8600000000016,-35.9686
270,44.8800000000016,-36.3121
271,44.9000000000016,-36.1573
272,44.9200000000016,-36.2313
273,44.9400000000016,-36.2042
274,44.9600000000016,-36.1054
275,44.9800000000016,-35.9165
276,45.0000000000016,-35.8862
277,45.0200000000016,-35.7717
278,45.0400000000016,-35.6808
279,45.0600000000016,-35.5264
280,45.0800000000016,-35.3727
281,45.1000000000016,-35.2581
282,45.1200000000016,-35.4561
283,45.1400000000016,-35.1118
284,45.1600000000016,-35.2399
285,45.1800000000016,-35.0888
286,45.2000000000017,-35.1594
287,45.2200000000016,-35.23
288,45.2400000000017,-35.259
289,45.2600000000017,-35.0704
290,45.2800000000017,-35.4167
291,45.3000000000017,-35.5747
292,45.3200000000017,-35.6658
293,45.3400000000017,-35.924
294,45.3600000000017,-35.4852
295,45.3800000000017,-35.7925
