depth	Ca	NH4	CH2O	H2O2	density	accumulation
45.124	5.61	2.58	5.23	129.49		5.61
45.126	5.95	2.63	5.25	129.9		5.95
45.128	6.45	2.7	5.23	130.24		6.45
45.13	6.51	2.82	5.19	130.61		6.51
45.132	6.88	3	5.11	131.04		6.88
45.134	7.1	3.21	5.14	131.73		7.1
45.136	7.51	3.4	5.03	132.17		7.51
45.138	8.11	3.52	5.03	132.56		8.11
45.14	8.92	3.48	5.11	132.94		8.92
45.142	9.74	3.32	4.98	133.26		9.74
45.144	10.79	3.1	4.95	133.58		10.79
45.146	11.68	2.85	4.95	133.86		11.68
45.148	12.17	2.58	4.99	134.22		12.17
45.15	12.43	2.37	4.97	134.64		12.43
45.152	12.45	2.17	4.89	134.7		12.45
45.154	12.58	2.07	4.91	134.9		12.58
45.156	12.17	2.02	4.88	135.14		12.17
45.158	11.9	2.03	4.86	135.3		11.9
45.16	11.7	2.07	4.84	135.3		11.7
45.162	11.61	2.17	4.87	135.44		11.61
45.164	11.56	2.28	4.92	135.51		11.56
45.166	11.14	2.41	4.94	135.63		11.14
45.168	11.37	2.48	4.87	135.9		11.37
45.17	11.32	2.51	4.87	136.03		11.32
45.172	11.83	2.51	4.91	136.31		11.83
45.174	11.78	2.51	4.88	136.37		11.78
45.176	11.84	2.51	4.92	136.44		11.84
45.178	11.91	2.5	4.95	136.51		11.91
45.18	11.9	2.53	4.95	136.76		11.9
45.182	11.89	2.54	4.92	137.12		11.89
45.184	11.96	2.58	4.89	137.23		11.96
45.186	11.98	2.58	4.92	137.45		11.98
45.188	12	2.6	4.89	137.66		12
45.19	12.02	2.6	4.82	137.84		12.02
45.192	12.11	2.58	4.84	137.86		12.11
45.194	12.29	2.54	4.87	138.04		12.29
45.196	11.99	2.47	4.84	138.15		11.99
45.198	12.12	2.38	4.84	138.27		12.12
45.2	12	2.31	4.84	138.45		12
45.202	12.19	2.24	4.82	138.65		12.19
45.204	12.4	2.13	4.85	138.88		12.4
45.206	12.68	2.03	4.85	139.03		12.68
45.208	13.6	1.9	4.76	139.01		13.6
45.21	13.63	1.77	4.8	138.95		13.63
45.212	13.87	1.6	4.87	139.02		13.87
45.214	13.52	1.43	4.83	138.79		13.52
45.216	13.26	1.28	4.85	139		13.26
45.218	12.56	1.16	4.83	139.32		12.56
45.22	11.8	1.1	4.86	139.16		11.8
45.222	11.33	1.11	4.87	139.03		11.33
45.224	10.86	1.21	4.85	139.13		10.86
45.226	9.96	1.42	4.83	139.05		9.96
45.228	9.52	1.73	4.86	139.03		9.52
45.23	9.12	2.17	4.87	139.23		9.12
45.232	8.58	2.67	4.88	139.25		8.58
45.234	8.44	3.25	4.86	139.34		8.44
45.236	8.19	3.81	4.84	139.25		8.19
45.238	8.08	4.41	4.88	139.13		8.08
45.24	7.44	5.04	4.86	139.4		7.44
45.242	7.25	5.78	4.78	139.58		7.25
45.244	7.05	6.62	4.85	139.47		7.05
45.246	6.73	7.58	4.83	139.67		6.73
45.248	6.33	8.67	4.81	139.87		6.33
45.25	6.09	9.72	4.84	139.97		6.09
45.252	6.07	10.44	4.85	139.93		6.07
45.254	5.83	10.7	4.84	140.35		5.83
45.256	5.73	10.41	4.92	140.49		5.73
45.258	5.92	9.66	4.9	140.34		5.92
45.26	5.92	8.72	4.93	140.46		5.92
45.262	5.47	7.75	4.92	140.43		5.47
45.264	5.35	6.93	4.9	140.09		5.35
45.266	5.31	6.28	4.98	140.11		5.31
45.268	5.45	5.85	5	139.97		5.45
45.27	5.25	5.58	5.07	139.99		5.25
45.272	5.25	5.47	5.19	140.17		5.25
45.274	5.38	5.4	5.13	140.02		5.38
45.276	5.38	5.37	5.2	139.99		5.38
45.278	5.2	5.31	5.22	139.99		5.2
45.28	5.12	5.16	5.28	139.82		5.12
45.282	5.3	4.95	5.34	139.78		5.3
45.284	5.47	4.69	5.38	139.82		5.47
45.286	5.32	4.36	5.43	139.97		5.32
45.288	5.91	4.04	5.48	140.04		5.91
45.29	5.91	3.85	5.52	0		5.91
45.292	5.91	3.86	5.57	0		5.91
45.294	6.29	4.12	5.6	0		6.29
45.296	6.29	4.63	5.65	0		6.29
45.298	6.63	5.26	5.58	0		6.63
45.3	6.79	5.95	5.62	0		6.79
45.302	7.45	6.49	5.57	0		7.45
45.304	8.06	6.86	5.59	0		8.06
45.306	8.33	7.05	5.67	0		8.33
45.308	8.76	7.06	5.65	0		8.76
45.31	9.75	6.95	5.66	0		9.75
45.312	10.85	6.79	5.66	0		10.85
45.314	11.44	6.55	5.52	0		11.44
45.316	11.89	6.24	5.54	0		11.89
45.318	12.47	5.84	5.45	0		12.47
45.32	12.52	5.38	5.35	0		12.52
45.322	12.94	4.93	5.33	0		12.94
45.324	12.94	4.49	5.23	0		12.94
45.326	12.96	4.09	5.18	0		12.96
45.328	12.72	3.69	5.12	0		12.72
45.33	12.57	3.36	5.09	0		12.57
45.332	12.18	3.1	5.02	0		12.18
45.334	12.3	2.89	5	0		12.3
45.336	12.26	2.75	4.95	0		12.26
45.338	11.96	2.69	4.94	85.32		11.96
45.34	11.97	2.64	4.96	136.99		11.97
45.342	11.68	2.63	4.85	137.19		11.68
45.344	11.74	2.64	4.88	137.01		11.74
45.346	11.26	2.68	4.89	136.99		11.26
45.348	11.24	2.71	4.81	137.05		11.24
45.35	11.95	2.78	4.84	137.14		11.95
45.352	12.21	2.8	4.81	137.46		12.21
45.354	13.3	2.76	4.83	137.62		13.3
45.356	14.24	2.6	4.78	137.25		14.24
45.358	15.26	2.32	4.73	136.91		15.26
45.36	16.19	2.03	4.77	136.69		16.19
45.362	16.76	1.72	4.76	136.7		16.76
45.364	16.59	1.48	4.73	136.71		16.59
45.366	15.77	1.31	4.7	136.6		15.77
45.368	14.95	1.14	4.7	136.74		14.95
45.37	13.99	1.04	4.73	136.8		13.99
45.372	13.05	0.93	4.7	136.94		13.05
45.374	12	0.84	4.64	137.1		12
45.376	11.01	0.75	4.62	136.94		11.01
45.378	10.35	0.71	4.62	136.76		10.35
45.38	9.66	0.68	4.67	136.64		9.66
45.382	9.01	0.65	4.72	136.43		9.01
45.384	8.55	0.65	4.77	136.47		8.55
45.386	8.09	0.63	4.81	136.65		8.09
45.388	7.95	0.59	4.94	137		7.95
45.39	7.51	0.57	5.08	137.24		7.51
45.392	7.33	0.55	5.14	137.57		7.33
45.394	7.13	0.54	5.28	137.81		7.13
45.396	6.91	0.53	5.39	137.44		6.91
45.398	6.48	0.55	5.48	137.08		6.48
45.4	6.51	0.59	5.56	137.3		6.51
45.402	6.22	0.73	5.65	136.97		6.22
45.404	6.03	0.93	5.69	87.45		6.03
45.406	6.41	1.18	5.76	0		6.41
45.408	6.38	1.46	5.78	0		6.38
45.41	6.69	1.8	5.7	0		6.69
45.412	7.22	2.11	5.68	0		7.22
45.414	8	2.43	5.71	0		8
45.416	8.86	2.81	5.7	0		8.86
45.418	9.73	3.21	5.74	0		9.73
45.42	10.71	3.71	5.76	0		10.71
45.422	12.05	4.41	5.72	0		12.05
45.424	13.23	5.48	5.66	0		13.23
45.426	14.14	6.99	5.59	0		14.14
45.428	15.11	8.89	5.49	0		15.11
45.43	15.19	10.88	5.45	0		15.19
45.432	14.86	12.52	5.36	0		14.86
45.434	14.94	13.46	5.3	0		14.94
45.436	14.78	13.47	5.28	0		14.78
45.438	14.23	12.63	5.19	0		14.23
45.44	13.79	11.2	5.17	132.04		13.79
45.442	13.46	9.5	5.11	132.36		13.46
45.444	13.4	7.82	5.12	132.69		13.4
45.446	13	6.37	5.03	132.95		13
45.448	13.07	5.22	5.03	132.93		13.07
45.45	12.05	4.34	4.93	132.96		12.05
45.452	11.26	3.69	4.88	132.91		11.26
45.454	11.22	3.23	4.86	132.83		11.22
45.456	10.65	2.93	4.74	132.72		10.65
45.458	9.76	2.65	4.65	132.25		9.76
45.46	9.78	2.41	4.63	131.74		9.78
45.462	9.82	2.23	4.64	131.55		9.82
45.464	9.45	2.06	4.64	131.61		9.45
45.466	10.39	1.94	4.61	131.47		10.39
45.468	9.64	1.84	4.56	131.74		9.64
45.47	9.8	1.77	4.57	131.76		9.8
45.472	9.43	1.74	4.52	131.76		9.43
45.474	9.28	1.72	4.48	131.72		9.28
45.476	9.06	1.7	4.5	131.27		9.06
45.478	8.76	1.7	4.46	130.69		8.76
45.48	7.51	1.66	4.4	130.36		7.51
45.482	8.06	1.65	4.42	130.01		8.06
45.484	7.99	1.62	4.45	129.54		7.99
45.486	7.98	1.61	4.4	128.83		7.98
45.488	8.13	1.61	4.34	128.55		8.13
45.49	7.94	1.66	4.45	128.38		7.94
45.492	7.6	1.72	4.44	128.15		7.6
45.494	7.43	1.81	4.39	128.18		7.43
45.496	7.62	1.97	4.37	128.25		7.62
45.498	7.44	2.15	4.4	128.28		7.44
45.5	7.64	2.31	4.45	128.03		7.64
45.502	7.03	2.41	4.49	127.74		7.03
45.504	7.38	2.44	4.52	127.69		7.38
45.506	6.95	2.35	4.44	127.64		6.95
45.508	6.59	2.25	4.41	127.24		6.59
45.51	6.68	2.14	4.44	126.71		6.68
45.512	6.43	2.09	4.4	126.09		6.43
45.514	7.03	2.13	4.4	125.4		7.03
45.516	6.77	2.28	4.38	124.75		6.77
45.518	6.83	2.58	4.36	124.18		6.83
45.52	7.09	3.07	4.33	123.43		7.09
45.522	7.2	3.84	4.36	123.15		7.2
45.524	7.25	4.98	4.33	122.66		7.25
45.526	7.2	6.3	4.33	122.27		7.2
45.528	7.77	7.61	4.27	121.91		7.77
45.53	7.96	8.64	4.25	121.71		7.96
45.532	8.19	9.12	4.24	121.53		8.19
45.534	9.88	9.13	4.24	121.31		9.88
45.536	10.95	8.72	4.2	121.29		10.95
45.538	11.25	8.08	4.19	121.21		11.25
45.54	11.32	7.3	4.14	121.17		11.32
45.542	11.87	6.48	4.21	121.07		11.87
45.544	12.83	5.7	4.17	120.98		12.83
45.546	13.65	5.01	4.14	120.88		13.65
45.548	14.64	4.41	4.14	120.78		14.64
45.55	15	3.95	4.18	120.52		15
45.552	15.41	3.56	4.11	120.38		15.41
45.554	15.89	3.2	4.11	120.39		15.89
45.556	16.08	2.91	4.15	120.39		16.08
45.558	16.17	2.71	4.09	120.45		16.17
45.56	15.93	2.51	4.11	120.31		15.93
45.562	16	2.36	4.12	120.25		16
45.564	16.6	2.22	4.07	119.98		16.6
45.566	16.74	2.13	4.08	119.98		16.74
45.568	16.41	2.05	4.04	120.1		16.41
45.57	16.43	1.98	3.96	119.77		16.43
45.572	16.95	1.94	3.99	119.95		16.95
45.574	16.66	1.94	3.98	119.94		16.66
45.576	16.36	1.97	3.91	119.98		16.36
45.578	16.13	2.07	3.92	119.92		16.13
45.58	16.39	2.16	3.88	119.9		16.39
45.582	16.83	2.25	3.85	119.89		16.83
45.584	17.48	2.3	3.91	119.55		17.48
45.586	18.5	2.33	3.91	119.85		18.5
45.588	19.25	2.34	3.88	119.76		19.25
45.59	20.11	2.32	3.9	119.85		20.11
45.592	20.5	2.28	3.82	119.6		20.5
45.594	21.55	2.22	3.83	119.51		21.55
45.596	22.47	2.13	3.82	119.17		22.47
45.598	22.82	2.03	3.8	119.1		22.82
45.6	22.75	1.91	3.84	118.97		22.75
45.602	22.24	1.78	3.91	118.73		22.24
45.604	22.57	1.64	3.94	118.71		22.57
45.606	22.52	1.52	3.92	118.61		22.52
45.608	21.64	1.44	3.98	118.65		21.64
45.61	21.66	1.33	3.95	118.5		21.66
45.612	20.78	1.25	3.94	118.36		20.78
45.614	19.76	1.18	3.93	118.2		19.76
45.616	19.27	1.11	3.94	118.05		19.27
45.618	18.66	1.06	3.94	118.05		18.66
45.62	18.09	1.03	3.96	117.82		18.09
45.622	17.9	1	3.98	117.81		17.9
45.624	17.87	0.97	3.95	117.75		17.87
45.626	17.11	0.95	3.93	117.7		17.11
45.628	15.97	0.93	3.98	117.55		15.97
45.63	15.7	0.88	3.98	117.47		15.7
45.632	15.07	0.82	4.05	117.26		15.07
45.634	14.45	0.76	3.98	117.17		14.45
45.636	14.62	0.72	3.99	117.07		14.62
45.638	14.65	0.65	4	116.86		14.65
45.64	14.69	0.6	4.01	116.83		14.69
45.642	13.72	0.56	3.99	116.79		13.72
45.644	13.44	0.54	4.01	116.64		13.44
45.646	13.2	0.52	4.03	116.57		13.2
45.648	12.62	0.55	4.05	116.41		12.62
45.65	12.33	0.61	4	116.21		12.33
45.652	12.14	0.7	4.04	116.07		12.14
45.654	11.99	0.82	4.05	116.05		11.99
45.656	12.46	0.94	4.14	115.93		12.46
45.658	11.78	1.09	4.12	115.66		11.78
45.66	12.16	1.27	4.08	115.72		12.16
45.662	12.44	1.51	4.04	115.37		12.44
45.664	12.65	1.8	4.1	115.29		12.65
45.666	12.45	2.15	4.08	115.2		12.45
45.668	13.06	2.5	4.09	114.89		13.06
45.67	13.74	2.8	4.11	114.58		13.74
45.672	12.97	3.07	4.14	114.63		12.97
45.674	12.97	3.29	4.15	114.3		12.97
45.676	12.72	3.42	4.12	114.18		12.72
45.678	12.83	3.47	4.2	114.09		12.83
45.68	12.68	3.45	4.18	114.02		12.68
45.682	12.36	3.33	4.17	113.54		12.36
45.684	12.2	3.15	4.24	113.25		12.2
45.686	12.12	2.93	4.21	113.01		12.12
45.688	12.12	2.71	4.21	112.71		12.12
45.69	11.53	2.48	4.22	112.62		11.53
45.692	10.97	2.26	4.26	112.41		10.97
45.694	10.99	2.06	4.26	112.24		10.99
45.696	10.88	1.91	4.27	111.97		10.88
45.698	10.4	1.77	4.28	111.93		10.4
45.7	10.33	1.67	4.26	111.57		10.33
45.702	9.99	1.59	4.33	111.52		9.99
45.704	10.04	1.52	4.31	111.63		10.04
45.706	9.79	1.5	4.25	111.35		9.79
45.708	9.71	1.48	4.29	111.22		9.71
45.71	9.65	1.48	4.3	111.19		9.65
45.712	9.5	1.49	4.31	111.04		9.5
45.714	9.74	1.5	4.22	110.84		9.74
45.716	9.06	1.61	4.26	110.89		9.06
45.718	8.83	1.9	4.2	110.74		8.83
45.72	9.27	2.47	4.18	110.55		9.27
45.722	9.18	3.44	4.21	110.39		9.18
45.724	9.05	4.69	4.22	110.3		9.05
45.726	8.61	6.03	4.2	110.25		8.61
45.728	8.69	7.22	4.19	110.14		8.69
45.73	8.33	8.07	4.25	110.16		8.33
45.732	8.55	8.46	4.32	110.17		8.55
45.734	8.88	8.49	4.34	109.91		8.88
45.736	8.44	8.38	4.39	109.81		8.44
45.738	8.57	8.35	4.39	109.85		8.57
45.74	8.81	8.35	4.35	109.91		8.81
45.742	8.88	8.44	4.4	109.79		8.88
45.744	8.43	8.42	4.46	109.82		8.43
45.746	9.04	8.22	4.56	109.79		9.04
45.748	9.46	7.77	4.62	109.53		9.46
45.75	9.97	7.1	4.59	109.62		9.97
45.752	10.33	6.36	4.57	109.25		10.33
45.754	10.91	5.65	4.61	108.51		10.91
45.756	11.98	5.03	4.6	108.08		11.98
45.758	12.99	4.49	4.49	108.1		12.99
45.76	13.51	4.1	4.48	108.43		13.51
45.762	13.39	3.81	4.46	108.52		13.39
45.764	12.77	3.59	4.51	108.82		12.77
45.766	12.6	3.5	4.5	108.89		12.6
45.768	12.55	3.6	4.5	109.05		12.55
45.77	11.59	3.81	4.41	109.22		11.59
45.772	11.83	4.21	4.44	109.28		11.83
45.774	11.67	4.79	4.4	109.61		11.67
45.776	12.32	5.66	4.36	109.7		12.32
45.778	12.88	6.93	4.27	110.05		12.88
45.78	13.62	8.57	4.28	110.49		13.62
45.782	14.62	10.45	4.37	110.75		14.62
45.784	15.69	12.43	4.45	111.1		15.69
45.786	16.39	14.43	4.46	111.26		16.39
45.788	17.49	16.41	4.47	111.41		17.49
45.79	18.55	18.32	4.53	111.82		18.55
45.792	19	19.88	4.46	112.05		19
45.794	18.82	20.73	4.46	112.3		18.82
45.796	18.54	20.6	4.48	112.68		18.54
45.798	17.8	4.17	4.51	112.91		17.8
45.8	17.62		4.54	113.05		17.62
45.802	17.21		4.57	113.13		17.21
45.804	16.35		4.57	113.26		16.35
45.806	16.17		4.65	113.44		16.17
45.808	16.15		4.65	113.65		16.15
45.81	15.96		4.65	113.75		15.96
45.812	16.22		4.63	113.86		16.22
45.814	16.33		1.31	113.9		16.33
45.816	16.57		0	113.78		16.57
45.818	16.9		0	113.88		16.9
45.82	17.02	25.21	0	34.59		17.02
45.822	16.6	32.42	0.02	0		16.6
45.824	16.14	39.43	0.03	0		16.14
45.826	15.46	45.2	0.03	0		15.46
45.828	14.82	49.27	4.84	0		14.82
45.83	14.33	51.35	4.84	0		14.33
45.832		51.38	4.78	0		
45.834		49.42	4.83	0		
45.836		45.72	4.81	0		
45.838		40.89	4.9	0		
45.84		35.58	4.85	0		
45.842	-0.41	30.37	4.86	113.88		-0.41
45.844	-0.41	25.65	4.87	115.43		-0.41
45.846	5.46	21.59	4.86	116.73		5.46
45.848	9.24	18.2	4.89	117.64		9.24
45.85	8.97	15.39	4.94	118.47		8.97
45.852	8.79	13.06	4.95	119.32		8.79
45.854	8.88	11.07	4.86	120		8.88
45.856	9.03	9.35	4.87	120.62		9.03
45.858	9.07	7.88	4.86	121.25		9.07
45.86	9.34	6.64	4.89	122.07		9.34
45.862	8.05	5.6	4.92	122.48		8.05
45.864	6.9	4.75	4.91	122.98		6.9
45.866	6.54	4.07	4.92	123.67		6.54
45.868	6.71	3.55	4.98	124.12		6.71
45.87	6.69	3.16	4.98	124.4		6.69
45.872	6.5	2.88	4.92	124.94		6.5
45.874	6.03	2.68	4.87	125.21		6.03
45.876	5.99	2.58	4.88	125.84		5.99
45.878	5.9	2.6	4.9	126.46		5.9
45.88	6.01	2.7	4.88	127.19		6.01
45.882	6.42	2.84	4.81	127.65		6.42
45.884	6.49	3	4.82	127.94		6.49
45.886	5.48	3.18	4.84	128.34		5.48
45.888	5.1	3.44	4.84	129.05		5.1
45.89	5.19	3.82	4.88	129.46		5.19
45.892	5.35	4.34	4.86	129.92		5.35
45.894	6.04	4.93	4.84	130.47		6.04
45.896	5.34	5.41	5.07	131.01		5.34
45.898	4.51	5.72	5.2	131.55		4.51
45.9	4.19	5.71	4.94	131.9		4.19
45.902	4.57	5.51	4.91	132.02		4.57
45.904	4.86	5.13	4.96	132.22		4.86
45.906	4.55	4.69	4.98	132.39		4.55
45.908	5.4	4.3	5	132.67		5.4
45.91	6.21	3.97	5.05	133.04		6.21
45.912	5.02	3.75	5.09	133.6		5.02
45.914	4.45	3.61	5.06	133.89		4.45
45.916	4.5	3.54	5.1	133.85		4.5
45.918	4.85	3.47	5.1	133.93		4.85
45.92	5.1	3.43	5.09	134.23		5.1
45.922	5.96	3.35	5.14	134.37		5.96
45.924	5.86	3.25	5.14	134.4		5.86
45.926	4.86	3.13	5.14	134.74		4.86
45.928	4.5	3	5.15	134.99		4.5
45.93	5.26	2.89	5.16	135.27		5.26
45.932	6.41	2.8	5.15	135.7		6.41
45.934	6.38	2.76	5.12	135.89		6.38
45.936	6.18	2.74	5.17	136.33		6.18
45.938	6.92	2.77	5.03	136.67		6.92
45.94	8.78	2.77	5.08	136.92		8.78
45.942	10.73	2.75	5.11	137.43		10.73
45.944	12.65	2.72	5.1	137.77		12.65
45.946	13.72	2.71	5.1	138.28		13.72
45.948	14.6	2.65	5.08	138.97		14.6
45.95	15.04	2.6	5.06	139.66		15.04
45.952	15.93	2.54	5.08	140.09		15.93
45.954	17.13	2.45	5.07	140.57		17.13
45.956	16.45	2.34	5.09	141.14		16.45
45.958	16.09	2.21	5.09	141.7		16.09
45.96	15.19	2.03	5.06	142.23		15.19
45.962	15.56	1.88	5.1	142.71		15.56
45.964	16.02	1.69	5.15	143.08		16.02
45.966	14.37	1.52	5.22	143.3		14.37
45.968	12.43	1.36	5.25	143.7		12.43
45.97	12.64	1.27	5.3	144.16		12.64
45.972	12.8	1.2	5.36	144.48		12.8
45.974	11.86	1.17	5.47	144.81		11.86
45.976	12.21	1.17	5.42	145.46		12.21
45.978	11.64	1.2	5.43	145.56		11.64
45.98	11.75	1.24	0	145.99		11.75
45.982	11.63	1.2	0	0		11.63
45.984	9.17		0	0		9.17
45.986			0	0		
45.988			0	0		
45.99			0	0		
45.992			0	0		
45.994			0	0		
45.996			0	0		
45.998			0	0		
46			0	0		
46.002			0	0		
46.004			0	0		
46.006			0	0		
46.008			0	0		
46.01	8.75	4.17	0	0		8.75
46.012	8.72	3.79	6.76	0		8.72
46.014	8.38	3.52	6.86	0		8.38
46.016	8.17	3.35	6.97	0		8.17
46.018	7.94	3.24	7.03	0		7.94
46.02	8.43	3.21	7.07	0		8.43
46.022	8.4	3.21	7.05	0		8.4
46.024	8.23	3.18	7.09	0		8.23
46.026	6.61	3.13	7.01	0		6.61
46.028	6.49	3.04	7.04	0		6.49
46.03	6.44	2.95	6.97	0		6.44
46.032	5.67	2.92	7	0		5.67
46.034	6	2.96	7	0		6
46.036	5.59	3.06	6.96	0		5.59
46.038	5.75	3.22	6.87	0		5.75
46.04	5.16	3.47	6.98	0		5.16
46.042	5.64	3.87	6.94	0		5.64
46.044	5.1	4.65	6.89	0		5.1
46.046	4.9	5.82	6.94	0		4.9
46.048	4.6	7.2	6.97	0		4.6
46.05	4.92	8.33	6.87	0		4.92
46.052	4.76	8.92	6.9	0		4.76
46.054	4.94	8.81	6.94	0		4.94
46.056	4.79	8.12	6.91	0		4.79
46.058	4.98	7.13	6.89	0		4.98
46.06	5.35	6.07	6.87	0		5.35
46.062	4.85	5.14	6.79	0		4.85
46.064	3.56	4.36	6.75	0		3.56
46.066	3.05	3.74	6.74	0		3.05
46.068	2.44	3.32	6.73	0		2.44
46.07	2.65	3.04	6.71	0		2.65
46.072	2.38	2.84	6.73	0		2.38
46.074	1.83	2.69	6.72	0		1.83
46.076	1.72	2.6	6.75	0		1.72
46.078	2.48	2.63	6.73	0		2.48
46.08	2.7	2.84	6.73	0		2.7
46.082	2.43	3.27	6.7	0		2.43
46.084	2.69	3.85	6.7	0		2.69
46.086	2.44	4.42	6.64	0		2.44
46.088	2.41	4.87	6.63	0		2.41
46.09	2.39	5.15	6.68	0		2.39
46.092	2.41	5.27	6.65	0		2.41
46.094	2.18	5.29	6.65	0		2.18
46.096	2.1	5.29	6.66	0		2.1
46.098	2.25	5.5	6.69	0		2.25
46.1	2.42	6.04	6.67	0		2.42
46.102	2.29	6.8	6.67	0		2.29
46.104	2.27	7.67	6.59	0		2.27
46.106	2.62	8.51	6.56	0		2.62
46.108	2.9	9.19	6.59	0		2.9
46.11	2.76	9.71	6.55	0		2.76
46.112	2.81	10.07	6.57	0		2.81
46.114	3.13	10.29	6.54	0		3.13
46.116	2.95	10.3	6.45	0		2.95
46.118	2.92	9.94	6.47	0		2.92
46.12	2.77	9.16	6.37	0		2.77
46.122	2.96	7.99	6.31	0		2.96
46.124	2.76	6.74	6.2	0		2.76
46.126	2.85	5.55	6.22	0		2.85
46.128	3.24	4.62	6.12	0		3.24
46.13	2.98	3.98	5.95	0		2.98
46.132	4.07	3.57	5.86	0		4.07
46.134	4.81	3.37	5.83	0		4.81
46.136	5.53	3.24	5.73	0		5.53
46.138	6.54	3.17	5.66	0		6.54
46.14	7	3.1	5.57	0		7
46.142	8.59	3.05	5.56	0		8.59
46.144	9.54	3.11	5.61	0		9.54
46.146	10.09	3.47	5.66	0		10.09
46.148	11.42	4.05	5.59	0		11.42
46.15	12.47	4.9	5.67	0		12.47
46.152	12.99	5.74	5.57	0		12.99
46.154	13.38	6.42	5.63	0		13.38
46.156	14.05	6.78	5.52	0		14.05
46.158	14.64	6.75	5.52	0		14.64
46.16	15.71	6.36	5.45	0		15.71
46.162	16.53	5.71	5.38	0		16.53
46.164	17.31	5.03	5.46	0		17.31
46.166	18.2	4.43	5.55	0		18.2
46.168	18.68	3.99	5.49	0		18.68
46.17	18.66	3.65	5.5	0		18.66
46.172	18.49	3.43	5.4	0		18.49
46.174	17.68	3.29	5.43	0		17.68
46.176	16.3	3.14	5.4	0		16.3
46.178	14.62	2.96	5.51	0		14.62
46.18	13.44	2.69	5.42	0		13.44
46.182	12.08	2.38	5.42	0		12.08
46.184	10.53	2.03	5.46	0		10.53
46.186	9.65	1.71	5.45	0		9.65
46.188	8.53	1.43	5.5	0		8.53
46.19	7.73	1.2	5.52	0		7.73
46.192	7.1	1.03	5.44	0		7.1
46.194	6.32	0.9	5.44	0		6.32
46.196	6.1	0.8	5.47	0		6.1
46.198	5.29	0.73	5.3	0		5.29
46.2	4.94	0.69	5.32	0		4.94
46.202	4.52	0.66	5.34	0		4.52
46.204	4.42	0.65	5.34	0		4.42
46.206	4.49	0.74	5.2	0		4.49
46.208	4.66	1.04	5.19	0		4.66
46.21	4.5	1.77	5.06	0		4.5
46.212	4.34	3.1	5.02	0		4.34
46.214	4.19	5.06	4.99	0		4.19
46.216	4.03	7.41	4.96	0		4.03
46.218	4.53	9.9	5.03	0		4.53
46.22	4.23	12.03	5.07	0		4.23
46.222	3.36	13.2	5.16	0		3.36
46.224	3.46	13.13	5.08	0		3.46
46.226	3.52	11.92	5.13	0		3.52
46.228	3.43	10.09	5.24	0		3.43
46.23	3.21	8.2	5.23	0		3.21
46.232	3.42	6.68	5.28	0		3.42
46.234	3.3	5.65	5.34	0		3.3
46.236	3.27	5.09	5.39	0		3.27
46.238	3.28	4.84	5.42	0		3.28
46.24	3.03	4.75	5.45	0		3.03
46.242	2.72	4.75	5.53	0		2.72
46.244	2.6	4.82	5.59	0		2.6
46.246	2.94	4.93	5.62	0		2.94
46.248	2.66	5.01	5.64	0		2.66
46.25	2.32	5.17	5.59	0		2.32
46.252	2.18	5.27	5.5	0		2.18
46.254	2.03	5.37	5.47	0		2.03
46.256	2.14	5.42	5.39	0		2.14
46.258	2.31	5.44	5.42	0		2.31
46.26	2.46	5.46	5.39	0		2.46
46.262	1.98	5.44	5.33	0		1.98
46.264	1.98	5.42	5.31	0		1.98
46.266	2.03	5.42	5.29	0		2.03
46.268	2.11	5.34	5.29	0		2.11
46.27	2.53	5.28	5.27	0		2.53
46.272	2.25	5.26	5.29	0		2.25
46.274	2.24	5.41	5.13	0		2.24
46.276	2.11	5.77	5.05	0		2.11
46.278	2.03	6.3	4.98	0		2.03
46.28	1.88	6.86	4.91	0		1.88
46.282	1.82	7.28	4.88	0		1.82
46.284	1.22	7.49	4.98	0		1.22
46.286	1.61	7.55	5.05	0		1.61
46.288	2.15	7.6	5.12	0		2.15
46.29	3.35	7.75	5.09	0		3.35
46.292	3.49	8.09	5.13	0		3.49
46.294	4.19	8.69	5.2	0		4.19
46.296	4.61	9.52	5.24	0		4.61
46.298	6.37	10.56	5.32	0		6.37
46.3	8.03	11.87	5.29	0		8.03
46.302	10.62	13.64	5.31	0		10.62
46.304	12.21	15.72	5.31	0		12.21
46.306	12.62	17.41	5.26	0		12.62
46.308	12.42	17.75	5.24	0		12.42
46.31	12.68	16.37	5.19	0		12.68
46.312	13.03	13.71	5.11	0		13.03
46.314	14.71	10.76	5.02	0		14.71
46.316	15.92	8.23	4.93	0		15.92
46.318	16.47	6.36	4.92	0		16.47
46.32	17.35	5.08	4.81	0		17.35
46.322	16.97	4.13	4.74	0		16.97
46.324	17.07	3.43	4.64	0		17.07
46.326	16.69	2.91	4.51	0		16.69
46.328	16.5	2.56	4.51	0		16.5
46.33	16.07	2.28	4.4	0		16.07
46.332	15.43	2.11	4.33	0		15.43
46.334	15.52	1.99	4.31	0		15.52
46.336	15.67	1.92	4.37	0		15.67
46.338	15.78	1.87	4.21	0		15.78
46.34	15.88	1.83	4.19	0		15.88
46.342	16.38	1.82	4.2	0		16.38
46.344	16.53	1.8	4.24	0		16.53
46.346	16.81	1.78	4.17	0		16.81
46.348	17.3	1.75	4.22	0		17.3
46.35	17.3	1.7	4.06	0		17.3
46.352	17.91	1.65	4.15	0		17.91
