iceDepth	density	weDepth	d18O
0.53	298.245614035088	0.17	-36.1
1.1	346.153846153846	0.34	-34
1.62	298.245614035088	0.52	-32.2
2.19	340	0.69	-34.5
2.69	303.571428571429	0.86	-33.1
3.25	354.166666666667	1.03	-35.9
3.73	391.304347826086	1.2	-32.6
4.19	369.565217391305	1.38	-31.5
4.65	369.565217391304	1.55	-33
5.11	386.363636363637	1.72	-33
5.55	386.363636363636	1.89	-32.6
5.99	418.604651162791	2.06	-34.6
6.42	404.761904761905	2.24	-34
6.84	386.363636363636	2.41	-33
7.28	414.634146341463	2.58	-35.5
7.69	414.634146341464	2.75	-35.1
8.1	424.999999999999	2.92	-33.7
8.5	439.024390243903	3.09	-33.4
8.91	435.897435897435	3.27	-33.6
9.3	435.897435897437	3.44	-33.2
9.69	447.36842105263	3.61	-33.2
10.07	435.897435897436	3.78	-33.5
10.46	473.684210526316	3.95	-34.6
10.84	459.459459459458	4.13	-33.6
11.21	459.45945945946	4.3	-36.6
11.58	459.45945945946	4.47	-34.5
11.95	472.22222222222	4.64	-31.9
12.31	500.000000000002	4.81	-34.7
12.67	472.222222222223	4.99	-33.5
13.03	485.714285714284	5.16	-33.1
13.38	459.45945945946	5.33	-34.2
13.75	500	5.5	-34.8
14.09	514.285714285714	5.67	-34
14.44	500	5.85	-32.3
14.78	485.714285714286	6.02	-31.5
15.13	500	6.19	-37.1
15.47	500	6.36	-35.1
15.81	545.454545454544	6.53	-35
16.14	515.151515151518	6.71	-33.9
16.47	515.151515151512	6.88	-32.4
16.8	515.151515151518	7.05	-32.6
17.13	515.151515151512	7.22	-30.5
17.46	562.500000000001	7.39	-33.1
17.78	531.249999999999	7.57	-32.4
18.1	515.151515151518	7.74	-34
18.43	548.387096774196	7.91	-35.7
18.74	531.249999999999	8.08	-34.1
19.06	562.499999999999	8.25	-34.2
19.38	548.387096774189	8.43	-35.7
19.69	531.249999999999	8.6	-34.7
20.01	548.387096774196	8.77	-35.4
20.32	548.387096774196	8.94	-34.1
20.63	566.666666666665	9.11	-34.6
20.93	580.64516129033	9.28	-33.6
21.24	566.666666666665	9.46	-30.8
21.54	548.387096774189	9.63	-33.7
