iceDepth	density	weDepth	d18O
3.15	375	1.11	-32.8
3.55	390.243902439024	1.26	-36.7
3.96	390.243902439025	1.42	-34.7
4.37	410.25641025641	1.58	-34.7
4.76	400	1.74	-36.8
5.16	384.615384615385	1.9	-38
5.55	421.052631578948	2.05	-37.8
5.93	421.052631578948	2.21	-35
6.31	432.432432432432	2.37	-34.2
6.68	432.432432432433	2.53	-32.7
7.05	405.405405405405	2.69	-35.3
7.42	444.444444444444	2.84	-36
7.78	444.444444444444	3	-34.5
8.14	444.444444444444	3.16	-33.9
8.5	457.142857142858	3.32	-35.3
8.85	441.176470588235	3.48	-36.7
9.19	457.142857142858	3.63	-34.1
9.54	470.588235294116	3.79	-33.5
9.88	457.142857142858	3.95	-35.1
10.23	484.848484848482	4.11	-33.7
10.56	484.848484848485	4.27	-35.4
10.89	454.545454545456	4.43	-35.1
11.22	484.848484848485	4.58	-35.4
11.55	484.848484848485	4.74	-33.7
11.88	500	4.9	-34.9
12.2	500	5.06	-35.3
12.52	468.750000000001	5.22	-34
12.84	516.129032258064	5.37	-34.2
13.15	500	5.53	-33.6
13.47	516.129032258064	5.69	-36.6
13.78	516.129032258064	5.85	-35
14.09	500	6.01	-35.8
14.39	516.129032258067	6.16	-35.7
14.7	533.333333333333	6.32	-34.7
15	516.129032258061	6.48	-37
15.31	533.333333333336	6.64	-36.2
15.61	517.241379310344	6.8	-34.4
15.9	533.333333333336	6.95	-35.2
16.2	533.33333333333	7.11	-38.4
16.5	551.724137931037	7.27	-36.2
16.79	551.724137931037	7.43	-35.2
17.08	517.241379310341	7.59	-35.1
17.37	551.724137931037	7.74	-36.4
17.66	551.724137931037	7.9	-36.6
17.95	571.42857142857	8.06	-37.5
18.23	551.724137931037	8.22	-37.3
18.52	535.714285714279	8.38	-35.2
18.8	571.428571428577	8.53	-35.8
19.08	571.42857142857	8.69	-34
19.36	571.42857142857	8.85	-33.4
19.64	571.42857142857	9.01	-35.3
19.92	535.714285714292	9.17	-35.2
20.2	592.592592592594	9.32	-35.4
20.47	571.42857142857	9.48	-35.7
20.75	592.592592592594	9.64	-36.3
21.02	592.592592592594	9.8	-34.4
21.29	555.555555555551	9.96	-33.6
21.56	592.592592592594	10.11	-34
21.83	592.592592592586	10.27	-34
22.1	592.592592592594	10.43	-33.7
22.37	592.592592592594	10.59	-31.5
22.64	576.923076923083	10.75	-32.7
22.9	592.592592592586	10.9	-34.2
23.17	615.384615384621	11.06	-36.4
23.43	615.384615384612	11.22	-36.8
23.69	615.384615384614	11.38	-37.3
23.95	576.923076923075	11.54	-35
24.21	615.384615384621	11.69	-36.1
24.47	615.384615384612	11.85	-35.5
24.73	615.384615384621	12.01	-36.1
24.99	615.384615384612	12.17	-36.6
25.25	600.000000000001	12.33	-37.3
25.5	615.384615384612	12.48	-34.7
25.76	640.000000000001	12.64	-32.7
26.01	615.384615384621	12.8	-35.1
26.27	639.999999999993	12.96	-35.1
26.52	607.142857142854	13.12	-34.3
26.8	642.857142857154	13.29	-33.9
27.08	607.142857142854	13.47	-35.6
27.36	666.666666666667	13.64	-37.1
27.63	607.142857142854	13.82	-35
27.91	666.666666666667	13.99	-34.7
28.18	607.142857142854	14.17	-34.9
28.46	666.666666666667	14.34	-34.4
28.73	629.62962962963	14.52	-36.3
29	666.666666666667	14.69	-33.8
29.27	629.62962962963	14.87	-33
29.54	666.666666666673	15.04	-34.8
29.81	629.62962962963	15.22	-34.8
30.08	666.666666666658	15.39	-36.1
30.35	629.62962962963	15.57	-36.9
30.62	692.307692307697	15.74	-36.6
30.88	629.62962962963	15.92	-35.6
31.15	692.307692307687	16.09	-35.3
31.41	629.629629629637	16.27	-35.3
31.68	692.307692307687	16.44	-36.2
31.94	629.629629629624	16.62	-33.7
32.21	692.307692307697	16.79	-34.1
32.47	653.846153846165	16.97	-34.2
32.73	692.307692307678	17.14	-33.7
32.99	653.846153846152	17.32	-34.5
33.25	653.846153846165	17.49	-34.8
33.51	692.307692307678	17.66	-36.8
33.77	653.846153846165	17.84	-35.2
34.03	692.307692307697	18.01	-35.4
34.29	679.999999999993	18.19	-36.5
34.54	692.307692307697	18.36	-36.3
34.8	653.846153846148	18.54	-35
35.06	719.999999999999	18.71	-35.5
35.31	653.846153846152	18.89	-37
35.57	719.999999999999	19.06	-34.3
35.82	653.846153846165	19.24	-34.2
36.08	719.999999999999	19.41	-34
36.33	680.000000000007	19.59	-34.5
36.58	719.999999999999	19.76	-35.5
36.83	653.846153846134	19.94	-35.1
37.09	719.999999999999	20.11	-35.1
37.34	680.000000000007	20.29	-33.2
37.59	719.999999999999	20.46	-34
37.84	679.999999999993	20.64	-34.1
38.09	719.999999999999	20.81	-35.1
38.34	680.000000000007	20.99	-37.8
38.59	750.000000000015	21.16	-36.8
38.83	680.000000000007	21.34	-36.6
39.08	719.999999999999	21.51	-35.9
39.33	679.999999999993	21.69	-36.6
39.58	749.999999999993	21.86	-38.5
39.82	680.000000000007	22.04	-36.7
40.07	749.999999999993	22.21	-35.7
40.31	679.999999999993	22.39	-35.2
40.56	750.000000000015	22.56	-35.4
40.8	680.000000000007	22.74	-36.3
41.05	749.999999999993	22.91	-34.3
41.29	708.333333333335	23.09	-34.9
41.53	719.999999999999	23.26	-34.9
41.78	708.33333333332	23.44	-35.4
42.02	750.000000000015	23.61	-36.4
42.26	708.333333333335	23.79	-33.8
42.5	749.999999999993	23.96	-34.3
42.74	708.333333333341	24.14	-35.9
42.98	719.999999999999	24.31	-35.7
43.23	708.333333333335	24.49	-34.9
43.47	749.999999999993	24.66	-36.5
43.71	739.130434782626	24.84	-35.3
43.94	749.999999999993	25.01	-35.7
44.18	708.33333333332	25.19	-36.2
44.42	750.000000000015	25.36	-36.1
44.66	708.333333333335	25.54	-35.7
44.9	749.999999999993	25.71	-35.5
45.14	739.130434782611	25.89	-35
45.37	749.999999999993	26.06	-35.4
45.61	708.333333333335	26.24	-34.7
45.85	782.608695652183	26.41	-34.8
46.08	708.333333333335	26.59	-37.7
46.32	782.608695652183	26.76	-38.1
46.55	708.33333333332	26.94	-36.2
46.79	782.608695652159	27.11	-35
47.02	708.333333333356	27.29	-36.2
47.26	782.608695652159	27.46	-34.2
47.49	708.333333333341	27.64	-33.6
47.73	739.130434782603	27.81	-35.3
47.96	782.608695652183	27.98	-35.5
48.19	708.33333333332	28.16	-35.7
48.43	782.608695652199	28.33	-36.3
48.66	739.130434782588	28.51	-35.8
48.89	782.608695652183	28.68	-35.7
49.12	739.130434782603	28.86	-35.4
49.35	749.999999999993	29.03	-35.5
49.59	739.130434782611	29.21	-35.8
49.82	782.608695652183	29.38	-35.9
50.05	739.130434782603	29.56	-36.3
50.28	782.608695652183	29.73	-36.1
50.51	782.608695652159	29.91	-36.7
50.74	750.000000000015	30.09	-36.4
50.98	739.130434782603	30.27	-35.1
51.21	749.999999999993	30.44	-35.8
51.45	782.608695652183	30.62	-37.7
51.68	782.608695652183	30.8	-34.3
51.91	749.999999999993	30.98	-35
52.15	782.608695652159	31.16	-34.4
52.38	739.130434782626	31.34	-34.1
52.61	782.608695652159	31.51	-34.1
52.84	782.608695652183	31.69	-35.9
53.07	749.999999999978	31.87	-34.8
53.31	782.608695652183	32.05	-34.3
53.54	782.608695652159	32.23	-35.2
53.77	739.130434782626	32.41	-35.3
54	782.608695652183	32.58	-36.1
54.23	782.608695652159	32.76	-37.3
54.46	782.608695652183	32.94	-37.2
54.69	782.608695652159	33.12	-36.1
54.92	782.608695652183	33.3	-37.6
55.15	782.608695652159	33.48	-36.7
55.38	739.130434782626	33.66	-35.5
55.61	782.608695652159	33.83	-35.6
55.84	782.608695652183	34.01	-35.8
56.07	818.181818181821	34.19	-35.2
56.29	782.608695652159	34.37	-34.3
56.52	782.608695652183	34.55	-35.6
56.75	739.130434782626	34.73	-35.8
56.98	782.608695652159	34.9	-34.9
57.21	818.181818181821	35.08	-34.3
57.43	782.608695652183	35.26	-35
57.66	782.608695652159	35.44	-35.4
57.89	818.181818181821	35.62	-34.3
58.11	761.904761904776	35.8	-35.4
58.32	809.523809523814	35.96	-36.4
58.53	761.904761904743	36.13	-34.6
58.74	761.904761904776	36.29	-36.2
58.95	809.523809523808	36.45	-35.9
59.16	761.904761904776	36.62	-34.9
59.37	849.999999999996	36.78	-34.3
59.57	761.904761904743	36.95	-34.9
59.78	809.523809523814	37.11	-34.7
59.99	761.904761904743	37.28	-35.5
60.2	809.523809523842	37.44	-35
60.41	761.904761904776	37.61	-33.7
60.62	849.999999999961	37.77	-35.2
60.82	761.904761904776	37.94	-34.7
61.03	809.523809523814	38.1	-34.4
61.24	800	38.27	-34.4
61.44	761.904761904776	38.43	-35.4
61.65	809.523809523781	38.59	-35.4
61.86	800.000000000007	38.76	-36.2
62.06	809.523809523814	38.92	-36.1
62.27	800	39.09	-33.6
62.47	809.523809523814	39.25	-32.9
62.68	799.999999999972	39.42	-34.4
62.88	809.523809523814	39.58	-35.2
63.09	761.904761904768	39.75	-34.4
63.3	849.999999999996	39.91	-35.8
63.5	761.904761904776	40.08	-34.6
63.71	849.999999999991	40.24	-35.7
63.91	800.000000000007	40.41	-36.1
64.11	761.904761904768	40.57	-35.4
64.32	849.999999999996	40.73	-37.7
64.52	761.904761904751	40.9	-37.3
64.73	849.999999999961	41.06	-37.3
64.93	800.000000000064	41.23	-34.9
65.13	809.523809523787	41.39	-34.6
65.34	799.999999999972	41.56	-34.9
65.54	809.523809523842	41.72	-35.9
65.75	799.999999999972	41.89	-35.6
65.95	849.999999999996	42.05	-36.5
66.15	761.904761904802	42.22	-36.7
66.36	849.999999999961	42.38	-36.5
66.56	800.000000000007	42.55	-36
66.76	850.000000000057	42.71	-34.6
66.96	761.904761904717	42.88	-35.7
67.17	800.000000000007	43.04	-34.1
67.37	850.000000000021	43.2	-34
67.57	800.000000000007	43.37	-34.7
67.77	809.523809523787	43.53	-34.1
67.98	799.999999999972	43.7	-35.8
68.18	850.000000000057	43.86	-37.4
68.38	799.999999999972	44.03	-37.6
68.58	849.999999999996	44.19	-37.6
68.78	800.000000000007	44.36	-35.1
68.98	809.523809523808	44.52	-32.7
69.19	800.000000000007	44.69	-33.9
69.39	849.999999999996	44.85	-36
69.59	799.999999999972	45.02	-34.7
69.79	800.000000000064	45.18	-34.6
69.99	849.999999999961	45.34	-34.3
70.19	800.000000000007	45.51	-35.8
70.39	849.999999999996	45.67	-34.4
70.59	799.999999999972	45.84	-35.6
70.79	850.000000000057	46	-35.9
70.99	799.999999999972	46.17	-35.7
71.19	849.999999999996	46.33	-36.5
71.39	799.999999999972	46.5	-34.9
71.59	849.999999999996	46.66	-35
71.79	800.000000000064	46.83	-35.5
71.99	849.999999999961	46.99	-36.4
72.19	800.000000000007	47.16	-35.7
72.39	799.999999999972	47.32	-35.2
72.59	849.999999999996	47.48	-37.8
72.79	800.000000000064	47.65	-35.5
72.99	849.999999999961	47.81	-34.9
73.19	800.000000000007	47.98	-36.5
73.39	849.999999999996	48.14	-35.4
73.59	799.999999999972	48.31	-35.4
73.79	894.736842105283	48.47	-35.6
73.98	799.999999999972	48.64	-35.6
74.18	850.000000000057	48.8	-37.2
74.38	800.000000000007	48.97	-37.4
74.58	849.999999999961	49.13	-34.4
74.78	800.000000000007	49.3	-33.4
74.98	842.105263157887	49.46	-33.2
75.17	849.999999999996	49.62	-34.5
75.37	800.000000000064	49.79	-37.5
75.57	849.999999999961	49.95	-36.5
75.77	800.000000000007	50.12	-36.5
75.97	894.736842105283	50.28	-38.4
76.16	799.999999999972	50.45	-37.2
76.36	849.999999999996	50.61	-36.3
76.56	849.999999999996	50.78	-35.9
76.76	800.000000000028	50.95	-35.6
76.96	849.999999999996	51.11	-35.4
77.16	849.999999999996	51.28	-36.6
77.36	799.999999999972	51.45	-36
77.56	849.999999999996	51.61	-36
77.76	850.000000000057	51.78	-34.3
77.96	799.999999999972	51.95	-34.9
78.16	849.999999999996	52.11	-36.1
78.36	849.999999999996	52.28	-35.6
78.56	799.999999999972	52.45	-34.9
78.76	894.736842105283	52.61	-36.2
78.95	849.999999999996	52.78	-36.4
79.15	800.000000000028	52.95	-35.2
79.35	849.999999999996	53.11	-35.5
79.55	849.999999999996	53.28	-36.5
