iceDepth	density	weDepth	d18O
0.41	275	0.12	-34.5
0.81	300	0.23	-37.2
1.21	289.473684210526	0.35	-37.4
1.59	324.324324324324	0.46	-39.3
1.96	305.555555555556	0.58	-36.2
2.32	333.333333333333	0.69	-34.7
2.68	342.857142857143	0.81	-35.4
3.03	314.285714285714	0.93	-35.2
3.38	363.636363636363	1.04	-33.2
3.71	333.333333333333	1.16	-34.2
4.04	363.636363636363	1.27	-36.3
4.37	343.75	1.39	-36.4
4.69	375.000000000001	1.5	-36.8
5.01	387.096774193547	1.62	-40.4
5.32	354.83870967742	1.74	-39.1
5.63	400	1.85	-37.8
5.93	366.666666666666	1.97	-35.2
6.23	413.793103448278	2.08	-34.5
6.52	366.666666666665	2.2	-34.5
6.82	428.57142857143	2.31	-34.9
7.1	413.793103448275	2.43	-35.2
7.39	392.857142857144	2.55	-35.6
7.67	428.571428571427	2.66	-35.9
7.95	392.857142857144	2.78	-36.5
8.23	444.444444444444	2.89	-35.8
8.5	407.407407407409	3.01	-33.4
8.77	444.444444444445	3.12	-33.9
9.04	444.444444444441	3.24	-35.2
9.31	423.076923076925	3.36	-35.8
9.57	461.538461538461	3.47	-36
9.83	407.407407407409	3.59	-36.7
10.1	479.999999999999	3.7	-37
10.35	423.076923076925	3.82	-36.4
10.61	479.999999999999	3.93	-35.5
10.86	480.000000000001	4.05	-37.1
11.11	440.000000000001	4.17	-39
11.36	480.000000000001	4.28	-39
11.61	458.33333333333	4.4	-37.7
11.85	480.000000000001	4.51	-35.9
12.1	458.333333333334	4.63	-35.4
12.34	500	4.74	-35.6
12.58	500	4.86	-32.9
12.82	458.33333333333	4.98	-32.9
13.06	521.739130434786	5.09	-35.4
13.29	458.333333333334	5.21	-37.8
13.53	521.739130434782	5.32	-36.1
13.76	478.260869565214	5.44	-35.8
13.99	521.739130434782	5.55	-38
14.22	521.739130434786	5.67	-37.2
14.45	478.260869565218	5.79	-37.3
14.68	545.45454545454	5.9	-37.4
14.9	478.260869565218	6.02	-36.7
15.13	545.454545454549	6.13	-36.4
15.35	500	6.25	-35.5
15.57	545.454545454549	6.36	-34.5
15.79	521.739130434778	6.48	-35.1
16.02	523.809523809523	6.6	-35.1
16.23	545.454545454549	6.71	-35.6
16.45	499.999999999996	6.83	-35.5
16.67	545.454545454545	6.94	-35.5
16.89	523.809523809523	7.06	-36
17.1	571.428571428579	7.17	-35.4
17.31	545.45454545454	7.29	-33.3
17.53	523.809523809528	7.41	-33.6
17.74	571.42857142857	7.52	-33.5
17.95	523.809523809523	7.64	-32.2
18.16	571.42857142857	7.75	-32.5
18.37	523.809523809532	7.87	-34.4
18.58	571.428571428565	7.98	-37.3
18.79	600.000000000007	8.1	-37.3
18.99	523.809523809519	8.22	-35.1
19.2	571.428571428565	8.33	-36.6
19.41	550.000000000008	8.45	-37.7
19.61	599.999999999998	8.56	-36
19.81	523.809523809519	8.68	-36.4
20.02	600.000000000007	8.79	-42.1
20.22	571.428571428565	8.91	-38.7
20.43	550.000000000008	9.03	-35.2
20.63	599.999999999998	9.14	-34.5
20.83	549.999999999989	9.26	-35.5
21.03	631.578947368434	9.37	-38.4
21.22	545.454545454536	9.49	-37.7
21.44	619.047619047631	9.61	-35.5
21.65	545.454545454536	9.74	-35.4
21.87	619.047619047631	9.86	-33.7
22.08	619.047619047612	9.99	-32.3
22.29	571.428571428574	10.12	-32.7
22.5	619.047619047612	10.24	-36.3
22.71	571.428571428574	10.37	-37.8
22.92	619.047619047622	10.49	-37.2
23.13	571.428571428574	10.62	-34.1
23.34	619.047619047612	10.74	-35.6
23.55	600.000000000007	10.87	-35
23.75	619.047619047612	10.99	-34.2
23.96	650.000000000006	11.12	-35.9
24.16	571.428571428565	11.25	-34.7
24.37	650.000000000006	11.37	-34.2
24.57	571.428571428565	11.5	-34.4
24.78	650.000000000006	11.62	-33.7
24.98	599.999999999998	11.75	-35.2
25.18	650.000000000006	11.87	-34.3
25.38	599.999999999998	12	-33.8
25.58	619.04761904762	12.12	-34.4
25.79	650.000000000006	12.25	-35.5
25.99	599.999999999988	12.38	-37.9
26.19	684.210526315802	12.5	-37.3
26.38	599.999999999998	12.63	-37.5
26.58	649.999999999995	12.75	-37.2
26.78	599.999999999998	12.88	-36.8
26.98	684.210526315789	13	-36.1
27.17	599.999999999998	13.13	-36.3
27.37	650.000000000006	13.25	-34.9
27.57	684.21052631578	13.38	-33.8
27.76	600.000000000007	13.51	-34.7
27.96	684.210526315792	13.63	-36.5
28.15	599.999999999996	13.76	-37.1
28.35	684.210526315792	13.88	-36.9
28.54	631.578947368422	14.01	-35.8
28.73	649.999999999997	14.13	-35.2
28.93	631.578947368422	14.26	-34.9
29.12	684.210526315792	14.38	-34.7
29.31	684.210526315789	14.51	-35.1
29.5	631.578947368413	14.64	-34.9
29.69	684.210526315802	14.76	-36.7
29.88	631.578947368413	14.89	-36.3
30.07	684.210526315789	15.01	-36.4
30.26	631.578947368424	15.14	-36.2
30.45	684.210526315789	15.26	-36.1
30.64	684.210526315792	15.39	-36.6
30.83	631.578947368422	15.52	-35.8
31.02	722.222222222218	15.64	-36.1
31.2	631.578947368422	15.77	-37.4
31.39	684.210526315792	15.89	-36
31.58	666.66666666666	16.02	-34.6
31.76	684.210526315792	16.14	-35
31.95	631.578947368422	16.27	-35.7
32.14	722.222222222218	16.39	-36.6
32.32	684.210526315792	16.52	-37.9
32.51	666.666666666673	16.65	-37.6
32.69	684.210526315767	16.77	-37.5
32.88	666.666666666673	16.9	-37
33.06	722.222222222218	17.02	-36.6
33.24	631.578947368434	17.15	-35.4
33.43	722.222222222218	17.27	-35.1
33.61	666.666666666673	17.4	-35.3
33.79	722.222222222218	17.52	-35.2
33.97	684.210526315811	17.65	-34.5
34.16	666.666666666627	17.78	-33.5
34.34	722.222222222238	17.9	-34.7
34.52	666.666666666654	18.03	-35.4
34.7	722.222222222238	18.15	-36
34.88	666.666666666654	18.28	-36.1
35.06	722.222222222238	18.4	-36
35.24	666.666666666654	18.53	-36
35.42	722.222222222238	18.65	-35.8
35.6	722.222222222218	18.78	-36.3
35.78	666.666666666673	18.91	-35.5
35.96	722.222222222218	19.03	-37.6
36.14	666.666666666673	19.16	-39.2
36.32	764.705882352928	19.28	-39.2
36.49	666.666666666673	19.41	-39
36.67	722.222222222218	19.53	-38.6
36.85	666.666666666673	19.66	-37.2
37.03	764.705882352928	19.78	-36.4
37.2	722.222222222218	19.91	-37.6
37.38	666.666666666673	20.04	-37.7
37.56	764.70588235296	20.16	-36.5
37.73	666.666666666673	20.29	-35.2
37.91	722.222222222189	20.41	-34.9
38.09	705.882352941205	20.54	-35
38.26	722.222222222218	20.66	-34.4
38.44	705.882352941175	20.79	-34
38.61	722.222222222218	20.91	-36.2
38.79	764.705882352949	21.04	-38.7
38.96	705.882352941154	21.17	-38.5
39.13	722.222222222238	21.29	-37.4
39.31	705.882352941184	21.42	-36.7
39.48	684.210526315786	21.54	-36.3
39.67	777.777777777763	21.67	-37.5
39.85	722.222222222238	21.81	-37.6
40.03	722.222222222218	21.94	-37
40.21	722.222222222218	22.07	-36.5
40.39	736.84210526317	22.2	-35.3
40.58	722.222222222218	22.34	-35.6
40.76	722.222222222238	22.47	-36.2
40.94	722.222222222218	22.6	-35.6
41.12	777.777777777782	22.73	-34.7
41.3	722.222222222218	22.87	-33.1
41.48	722.222222222218	23	-32.6
41.66	722.222222222209	23.13	-33.9
41.84	777.777777777763	23.26	-34.8
42.02	722.222222222238	23.4	-35.5
42.2	722.222222222218	23.53	-36.3
42.38	722.222222222218	23.66	-37.7
42.56	777.777777777782	23.79	-36.2
42.74	722.222222222218	23.93	-35.6
42.92	722.222222222238	24.06	-36.4
43.1	764.705882352928	24.19	-37.2
43.27	777.777777777782	24.32	-37.6
43.45	722.222222222218	24.46	-36
43.63	722.222222222218	24.59	-35.6
43.81	722.222222222238	24.72	-36.7
43.99	823.529411764715	24.85	-36.4
44.16	722.222222222209	24.99	-35.6
44.34	722.222222222218	25.12	-34.5
44.52	764.70588235296	25.25	-34.4
44.69	777.777777777782	25.38	-34.3
44.87	722.222222222218	25.52	-35.3
45.05	764.705882352949	25.65	-36
45.22	722.222222222218	25.78	-35.4
45.4	749.999999999989	25.91	-35.4
45.56	812.500000000011	26.03	-35.5
45.72	749.999999999989	26.16	-35.1
45.88	750	26.28	-34.8
46.04	749.999999999989	26.4	-36.4
46.2	750.000000000022	26.52	-37.4
46.36	749.999999999989	26.64	-36
46.52	750	26.76	-35
46.68	749.999999999989	26.88	-34.2
46.84	750.000000000022	27	-34.7
47	750	27.12	-36.1
47.16	812.499999999997	27.24	-35.9
47.32	799.99999999999	27.37	-35
47.47	749.999999999989	27.49	-35.1
47.63	750.000000000022	27.61	-36.2
47.79	749.999999999989	27.73	-36
47.95	750	27.85	-35.8
48.11	749.999999999989	27.97	-36.4
48.27	800.000000000014	28.09	-35.6
48.42	750	28.21	-36.1
48.58	812.499999999997	28.33	-37.3
48.74	750	28.46	-36.3
48.9	800.000000000014	28.58	-34.5
49.05	749.999999999989	28.7	-35.3
49.21	750.000000000022	28.82	-36.4
49.37	749.999999999967	28.94	-37.4
49.53	800.000000000014	29.06	-36.9
49.68	749.999999999989	29.18	-35.5
49.84	750.000000000022	29.3	-35.7
50	799.99999999999	29.42	-35.5
50.15	812.499999999997	29.54	-36.5
50.31	799.99999999999	29.67	-36.5
50.46	750.000000000022	29.79	-35.9
50.62	749.999999999989	29.91	-35.2
50.78	799.99999999999	30.03	-34.9
50.93	749.999999999989	30.15	-35.3
51.09	800.000000000014	30.27	-34.5
51.24	750.000000000022	30.39	-34.1
51.4	799.99999999999	30.51	-36.1
51.55	812.499999999997	30.63	-38.2
51.71	750	30.76	-38.4
51.87	799.999999999976	30.88	-37
52.02	800.000000000014	31	-35.5
52.17	750	31.12	-35.6
52.33	800.000000000014	31.24	-35.8
52.48	749.999999999989	31.36	-35.4
52.64	800.000000000014	31.48	-35
52.79	749.999999999967	31.6	-35.9
52.95	800.000000000014	31.72	-36.3
53.1	812.500000000011	31.84	-36.1
53.26	800.000000000038	31.97	-34.9
53.41	799.999999999953	32.09	-34.5
53.56	750	32.21	-34.7
53.72	800.000000000038	32.33	-34.6
53.87	749.999999999967	32.45	-34.8
54.03	799.99999999999	32.57	-34.8
54.18	800.000000000038	32.69	-35.8
54.33	749.999999999967	32.81	-38
54.49	866.666666666692	32.93	-38.5
54.64	799.99999999999	33.06	-37.1
54.79	799.99999999999	33.18	-36.2
54.94	750.000000000011	33.3	-37.5
55.1	799.99999999999	33.42	-38
55.25	799.99999999999	33.54	-38.1
55.4	750.000000000011	33.66	-38.9
55.56	799.99999999999	33.78	-37.6
