depth	d18O
13.091	-36.5729
13.117	-37.1719
13.155	-37.2236
13.188	-36.9752
13.23	-36.7263
13.266	-35.9721
13.298	-35.9602
13.333	-35.6512
13.365	-35.1255
13.395	-34.198
13.421	-34.412
13.448	-33.957
13.474	-33.7499
13.502	-33.5383
13.529	-32.1762
13.566	-33.226
13.596	-32.729
13.627	-34.1944
13.659	-34.1513
13.691	-33.4375
13.725	-34.0086
13.757	-33.8911
13.786	-34.0508
13.814	-34.0787
13.841	-34.0486
13.87	-33.9724
13.899	-32.5666
13.925	-33.3909
13.953	-33.8408
13.978	-33.2206
14	-34.4195
14.031	-34.8997
14.06	-35.3848
14.089	-35.8642
14.12	-35.07
14.151	-36.249
14.176	
14.202	-37.1019
14.228	-37.309
14.254	-37.4474
14.281	-37.7215
14.31	-37.7173
14.35	-38.0767
14.391	-37.9419
14.422	-37.7165
14.458	-37.6202
14.487	-37.4692
14.515	-37.2145
14.515	-36.924
14.549	-36.7386
14.581	-36.3856
14.611	-36.0944
14.642	-34.9947
14.673	-35.3423
14.698	-34.8074
14.733	-34.5399
14.767	-34.4651
14.796	-34.7585
14.827	-35.1368
14.857	-35.4137
14.907	-35.4079
14.955	-34.8916
15	-35.3972
15.028	-34.5564
15.056	-35.3087
15.082	-35.5118
15.112	-34.0295
15.143	-33.7893
15.168	-34.4265
15.196	-33.9826
15.226	-34.5759
15.254	-34.0959
15.281	-34.8494
15.308	-34.9329
15.343	-34.9692
15.37	-35.019
15.401	-35.051
15.425	-34.8525
15.45	-34.7648
15.478	-34.4738
15.517	-34.4763
15.55	-32.9506
15.577	-34.1423
15.607	-33.6861
15.639	-34.2762
15.671	-34.5028
15.705	-34.5973
15.729	-34.5481
15.756	-34.8457
15.794	-34.387
15.825	-35.1511
15.854	-35.1295
15.883	-35.0758
15.925	-34.1943
15.968	-33.9412
16	-34.2271
16.037	-34.5899
16.074	-34.0822
16.11	-34.1385
16.15	-34.0622
16.182	-33.9725
16.213	-34.3145
16.243	-35.1191
16.273	-35.4211
16.305	-35.8515
16.335	-36.01
16.37	-36.3405
16.401	-36.3413
16.437	-36.0839
16.472	-35.8146
16.509	-35.3612
16.55	-34.4141
16.577	-34.9446
16.604	-34.9093
16.631	-34.9286
16.658	-34.3802
16.685	-35.1751
16.712	-35.4917
16.739	-35.8093
16.784	-36.0657
16.812	-35.6837
16.84	
16.868	-35.6484
16.896	-35.5619
16.924	-35.8878
16.962	-35.2739
17	-34.7854
17.034	-34.5491
17.068	-34.763
17.104	-34.4955
17.135	-34.382
17.166	-34.1659
17.197	
17.228	-33.3055
17.259	-34.0438
17.29	-34.2023
17.315	-33.9046
17.341	-34.8794
17.367	-35.3114
17.393	-35.645
17.419	-35.6053
17.445	-36.5456
17.471	-37.4144
17.505	-36.7112
17.555	-37.6389
17.59	-37.6789
17.616	-37.7254
17.642	-37.2775
17.668	-37.2172
17.694	-37.2943
17.72	-37.2275
17.746	-36.9081
17.772	-36.2148
17.798	-37.203
17.824	-36.9289
17.85	-36.5454
17.876	-36.3952
17.902	-35.7507
17.928	-36.2858
17.954	-36.4783
17.98	-36.4139
18	-36.2151
18.028	-37.0037
18.056	-37.0728
18.084	-37.4939
18.112	-37.3337
18.14	-36.9358
18.168	-36.6581
18.196	
18.224	-35.9265
18.252	-35.5647
18.28	-34.7506
18.308	-35.1091
18.336	-35.1399
18.364	-35.3254
18.392	-35.4917
18.42	-35.4729
18.448	-35.8322
18.476	-35.402
18.504	-35.9271
18.532	-35.7816
18.56	-36.1733
18.587	-36.3039
18.614	-35.0671
18.641	-36.1153
18.668	-34.8203
18.695	-35.4775
18.722	-36.0794
18.749	-35.4193
18.776	-36.1615
18.803	-35.6684
18.83	-35.5023
18.857	-35.855
18.884	-35.536
18.911	-34.2757
18.938	-34.5533
18.965	-33.7707
19	-32.3056
19.027	-33.336
19.054	-32.1639
19.081	-33.4611
19.108	-32.4294
19.135	-32.9023
19.162	-34.1114
19.189	-34.4979
19.216	-34.7265
19.243	-34.9752
19.27	-35.2545
19.297	-35.6068
19.324	-34.5778
19.351	-36.3321
19.378	-35.4235
19.405	-37.2579
19.432	-37.6236
19.459	-38.0939
19.486	-38.14
19.513	-38.2962
19.551	-38.5103
19.578	-37.8191
19.605	-37.7881
19.632	-38.2341
19.659	-38.2076
19.686	-37.9363
19.713	-37.7221
19.74	-37.7412
19.767	-37.5144
19.794	-36.8613
19.821	-37.0597
19.848	-37.3544
19.875	-36.7763
19.902	-37.1647
19.929	-37.1528
19.956	-36.6262
19.983	-35.0998
20	-36.5985
20.115	-37.5052
20.23	-37.6572
20.345	-36.5474
20.46	-36.923
20.575	-35.1286
20.685	-34.3588
20.8	-34.0789
20.9	-34.8369
21	-34.9729
21.125	-36.9768
21.25	-36.8308
21.375	-36.2685
21.5	-35.8303
21.625	-35.9015
21.75	-35.6629
21.875	
22	-37.6673
22.1111	-36.9444
22.2222	-36.2842
22.3333	-34.8647
22.4444	-34.5755
22.5556	-34.5652
22.6667	-34.1833
22.7778	-34.493
22.8889	-34.0562
23	-33.6055
23.11	-31.553
23.22	-31.6895
23.33	-32.0177
23.44	-34.0678
24	-35.2935
24.1111	-34.9399
24.2222	-34.8375
24.3333	-33.1911
24.4444	-32.9665
24.5556	-32.9665
24.6667	-34.0573
24.7778	-35.5318
24.8889	-34.5865
25	-35.0675
25.1111	-35.3805
25.2222	-35.5929
25.3333	-33.6357
25.4444	-32.2243
25.5556	-31.961
25.6667	-33.4029
25.7778	-35.7784
25.8889	-37.7593
26	-37.3431
26.1111	-35.926
26.2222	-34.0863
26.3333	-34.2691
26.4444	-35.0658
26.5556	-36.2364
26.6667	-38.3256
26.7778	-38.3315
26.8889	-37.1215
27	-35.473
27.03	-35.135
27.05	-34.664
27.08	-34.091
27.1	-33.649
27.12	-33.234
27.14	-32.781
27.16	-32.457
27.18	-32.116
27.2	-31.785
27.22	-31.584
27.24	-31.458
27.26	-31.513
27.28	-31.692
27.305	-32.034
27.33	-32.556
27.35	-33.131
27.37	-33.701
27.39	-34.238
27.41	-34.804
27.435	-35.367
27.455	-35.831
27.48	-36.296
27.5	-36.662
27.52	-37.188
27.55	-37.531
27.57	-37.764
27.59	-37.98
27.61	-38.144
27.63	-38.16
27.65	-38.092
27.67	-38.003
27.69	-37.884
27.72	-37.708
27.74	-37.536
27.76	-37.39
27.78	-37.186
27.8	-37.093
27.83	-36.749
27.85	-36.753
27.87	-36.638
27.89	-36.537
27.91	-36.536
27.93	-36.449
27.95	-36.39
27.97	-36.418
28.01	-36.394
28.03	-36.469
28.05	-36.611
28.07	-36.678
28.09	-36.739
28.11	-36.851
28.13	-36.888
28.15	-36.975
28.17	-37.064
28.19	-37.125
28.21	-37.243
28.23	-37.334
28.25	-37.493
28.27	-37.798
28.3	-37.984
28.32	-38.254
28.34	-38.634
28.36	-38.898
28.39	-39.089
28.41	-39.192
28.435	-39.191
28.46	-39.015
28.48	-38.915
28.5	-38.733
28.52	-38.602
28.55	-38.298
28.57	-38.09
28.59	-38.104
28.61	-37.765
28.64	-37.586
28.66	-37.293
28.68	-37.189
28.7	-37.137
28.72	-37.07
28.74	-36.859
28.76	-37.003
28.78	-36.79
28.8	-36.819
28.82	-36.885
28.845	-36.975
28.87	-37.279
28.9	-37.198
28.92	-37.264
28.94	-37.05
28.95	-37.363
28.97	-37.463
29	-37.607
29.04	-37.578
29.06	-37.618
29.08	-37.688
29.11	-37.524
29.13	-37.396
29.15	-37.409
29.17	-37.02
29.19	-36.95
29.21	-36.832
29.23	-36.603
29.25	-36.432
29.27	-36.2
29.29	-35.987
29.31	-35.579
29.33	-35.798
29.35	
29.38	-35.572
29.4	-35.723
29.42	-35.527
29.44	-35.476
29.46	-35.62
29.485	-35.597
29.51	
29.53	-35.637
29.55	-35.572
29.58	-35.567
29.6	-35.577
29.62	-35.589
29.64	-35.718
29.67	-35.538
29.69	-35.481
29.71	-35.415
29.73	-35.559
29.76	-35.356
29.78	-35.321
29.8	-35.36
29.82	-35.224
29.84	-35.462
29.87	-35.327
29.89	-35.297
29.91	
29.92	-35.432
29.94	-35.487
29.96	-35.428
29.98	-35.542
30.01	-35.554
30.03	-35.66
30.05	-35.921
30.08	-35.823
30.1	-36.039
30.13	-35.938
30.15	-35.953
30.17	-35.989
30.2	-35.861
30.22	-35.691
30.24	-35.554
30.26	-35.472
30.28	-35.309
30.3	-35.238
30.33	-34.86
30.36	-34.566
30.38	-34.435
30.405	-34.386
30.44	-34.147
30.46	-34.15
30.48	-34.201
30.5	-34.506
30.52	-34.786
30.54	-35.114
30.57	-35.922
30.59	-36.262
30.61	-36.612
30.63	-36.939
30.65	-37.231
30.67	-37.401
30.69	-37.575
30.715	-37.577
30.74	-37.543
30.76	-37.065
30.78	-36.986
30.805	-36.766
30.83	-36.543
30.85	-36.437
30.88	-36.27
30.91	-35.954
30.93	-35.839
30.95	-35.723
30.97	-35.731
31	-35.7458
31.09	-35.3845
31.18	-35.2921
31.27	-34.9029
31.36	-34.7082
31.45	-34.8837
31.545	-35.566
31.635	-36.4298
31.725	-37.1465
31.815	-37.5988
31.905	-37.5142
32	-37.4572
32.09	-37.699
32.18	-38.1757
32.27	-38.1874
32.36	-37.7882
32.45	-37.8097
32.545	-38.2439
32.635	-38.0217
32.725	-36.5524
32.815	-34.6239
32.905	-33.2936
33	-33.6011
33.09	-35.4034
33.18	-36.673
33.27	-37.5386
33.36	-37.5795
33.45	-37.9098
33.555	-37.7138
33.645	-37.6987
33.735	-37.6878
33.825	-37.6924
33.915	-37.5676
34	-37.6488
34.09	-37.5519
34.18	-36.8744
34.27	-36.1981
34.36	-36.5007
34.45	-38.1006
34.555	-39.3011
34.645	-38.9214
34.735	-38.1614
34.825	-38.3931
34.915	-38.8191
35	-38.532
35.05	-38.3312
35.1	-37.8269
35.15	-37.2047
35.2	-36.6618
35.25	-36.382
35.3	-36.35
35.35	-36.3682
35.4	-36.5687
35.45	-36.6537
35.5	-36.8967
35.55	-36.8507
35.6	-37.6752
35.65	-37.9369
35.7	-38.3954
35.75	-38.3322
35.8	-38.4305
35.85	-38.7893
35.9	-39.1411
35.95	-39.034
36	-39.4094
36.09	-38.7713
36.18	-37.3979
36.27	-36.3231
36.36	-35.8222
36.45	-35.9474
36.54	-37.1276
36.63	-38.065
36.72	-38.0132
36.81	-37.5928
36.9	-37.4371
37	-37.994
37.09	-38.2887
37.18	-38.71
37.27	-38.7038
37.36	-39.3123
37.45	-39.5776
37.545	-37.4201
37.635	-37.1049
37.725	-37.3461
37.815	-37.2903
37.905	-36.9768
38	-36.5441
38.09	-37.0709
38.18	-37.1658
38.27	-36.7111
38.36	-36.4214
38.45	-36.5384
38.545	
38.635	-36.5101
38.725	-35.8587
38.815	-35.5716
38.905	-35.6635
39	-35.5242
39.09	-35.266
39.18	-34.7384
39.27	-33.9809
39.36	-33.7401
39.45	-34.0048
39.5	-34.1498
39.5556	-34.5503
39.6111	-34.5724
39.6667	-34.8138
39.7222	-35.0883
39.7778	-35.3954
39.8333	-35.8601
39.8889	-35.7946
39.9444	-35.7729
40	-35.6622
40.05	-35.3337
40.1	-35.1964
40.15	-34.9883
40.2	-35.1149
40.25	-35.2279
40.3	-35.2279
40.35	-35.1821
40.4	-34.8373
40.45	-34.5012
40.5	-34.0942
40.55	-34.2477
40.6	-35.3718
40.65	-35.7179
40.7	-36.1932
40.75	-36.2884
40.8	-36.3554
40.85	-36.3897
40.9	-36.3562
40.95	-36.6227
41	-36.7125
41.09	-36.8377
41.18	-36.939
41.27	-36.3086
41.36	-35.5619
41.45	-34.821
41.545	-32.8473
41.635	-33.1193
41.725	-33.3357
41.815	-33.9987
41.905	-34.7398
42	-35.8263
42.09	-36.6386
42.18	-36.9362
42.27	-36.9684
42.36	-36.8744
42.45	-36.6633
42.545	-37.1702
42.635	-37.1768
42.725	-36.581
42.815	-35.5563
42.905	-35.1011
43	-35.4562
43.09	-36.7888
43.18	-38.4209
43.27	-39.8265
43.36	-41.0987
43.45	-41.9378
43.555	-41.2315
43.645	-39.9253
43.735	-38.8539
43.825	-37.9233
43.915	-37.5189
44	-37.5144
44.09	-37.8065
44.18	-38.5488
44.27	-38.5637
44.36	-37.4766
44.45	-36.1575
44.55	-35.1152
44.6	-34.8314
44.65	-34.8882
44.7	-35.119
44.75	-35.5878
44.8	-36.414
44.85	-37.0189
44.9	-37.5129
44.95	-38.0625
45	-38.5001
45.09	-38.2912
45.18	-37.8472
45.27	-37.488
45.36	-37.2016
45.45	-37.3001
45.54	-37.1695
45.63	-38.0477
45.72	-37.528
45.81	-38.7717
45.9	-38.0694
46	-37.0305
46.09	-36.0776
46.18	-35.4666
46.27	-35.8597
46.36	-36.5602
46.45	-36.9381
46.54	-36.9346
46.63	-36.6054
46.72	-35.7618
46.81	-35.2965
46.9	-34.8278
47	-35.0008
47.09	-35.1533
47.18	-35.5069
47.27	-36.4284
47.36	-37.0138
47.45	-37.0273
47.54	-36.2735
47.63	-36.0623
47.72	-36.3097
47.81	-37.2328
47.9	-38.2554
48	-38.9576
48.09	-38.8301
48.18	-38.3884
48.27	-38.3463
48.36	
48.45	-39.1454
48.55	-39.0643
48.6	-39.1827
48.65	-38.9902
48.7	-38.918
48.75	-38.7529
48.8	-38.608
48.85	-38.3499
48.9	-38.0258
48.95	-37.2535
49	-37.393
49.09	-37.3518
49.18	-36.9866
49.27	-36.5572
49.36	-36.3386
49.45	-36.6003
49.545	-38.0535
49.635	-39.1298
49.725	-39.5424
49.815	-38.173
49.905	-36.8643
50	-36.3709
50.09	-35.4003
50.18	-34.6911
50.27	-34.0171
50.36	-34.5072
50.45	-35.9585
50.54	-36.5254
50.635	-36.4716
50.735	-36.88
50.825	-36.7442
50.925	-36.3233
51	-35.9147
51.09	-35.5873
51.18	-35.7667
51.27	-36.3237
51.36	-37.3034
51.45	-38.0584
51.555	-38.1898
51.645	-38.2081
51.735	-38.0143
51.825	-37.7522
51.915	-37.2455
52	-36.6317
52.09	-36.1859
52.18	-35.8716
52.27	-35.5651
52.36	-35.4567
52.45	-36.2173
52.55	-36.4879
52.6	-37.5369
52.65	-37.8979
52.7	-37.7006
52.75	-37.5348
52.8	-37.2025
52.85	-36.7616
52.9	-36.708
52.95	-36.5183
53.09	-36.6367
53.18	-36.552
53.27	-36.7391
53.36	-37.3157
53.45	-37.6988
53.545	-37.3086
53.635	-37.1339
53.725	-37.9076
53.824	-38.2519
53.924	-38.1568
54	-37.8828
54.09	-37.7294
54.18	-37.1144
54.27	-36.4954
54.36	-36.3667
54.45	-37.9781
54.545	-38.1562
54.635	-38.1356
54.725	-38.1348
54.815	-38.0888
54.905	-38.0311
55	-36.1353
55.09	-35.9362
55.18	-36.2021
55.27	-36.8992
55.36	-37.6066
55.45	-38.1251
55.53	-38.4709
55.62	-38.4982
55.71	-38.0641
55.805	-37.6176
55.905	-37.5055
56	-37.3683
56.09	-37.0325
56.18	-36.6959
56.27	-36.3498
56.36	-35.5393
56.45	-34.8483
56.55	-34.3743
56.6	-34.7853
56.65	-35.1821
56.7	-35.3507
56.75	-35.4145
56.8	-35.5176
56.85	-35.3825
56.9	-35.3943
56.95	-35.2983
57	-35.5627
57.09	-36.2914
57.18	-37.1887
57.27	-38.0353
57.36	-38.1951
57.45	-38.2621
57.535	-37.8511
57.625	-37.1821
57.715	-36.2007
57.805	-35.5232
57.91	-35.7295
58	-36.943
58.09	-37.8463
58.18	-38.3451
58.27	-38.696
58.36	-39.1759
58.45	-39.9033
58.56	-38.9162
58.65	-37.3452
58.74	-36.4517
58.83	-36.5061
58.92	-37.2081
59	-36.9085
59.013	-37.2732
59.026	-37.352
59.039	-37.5093
59.052	-37.6323
59.065	-37.9696
59.078	-37.7816
59.091	-38.3123
59.104	-37.8163
59.117	-37.7808
59.13	-37.9153
59.143	-38.4113
59.156	-37.9598
59.169	-38.0114
59.182	-38.0245
59.195	-38.0633
59.208	-38.4905
59.221	-38.0599
59.234	-38.1015
59.247	-37.9712
59.26	-38.0282
59.273	-37.8854
59.286	-38.347
59.299	-38.3645
59.312	-37.8247
59.325	-37.7885
59.338	-37.6617
59.351	-37.7679
59.364	-37.8363
59.377	-37.6518
59.39	-37.6283
59.403	-37.7611
59.416	-37.572
59.429	-37.5555
59.442	-37.5553
59.455	-37.6607
59.468	-37.404
59.481	-37.2462
59.494	-37.3059
59.507	-37.4307
59.52	-37.3329
59.533	-37.3304
59.545	-37.462
59.55	-37.6362
59.562	-37.2189
59.574	-37.8914
59.588	
59.601	-38.0491
59.614	-38.0493
59.627	-38.2352
59.64	-38.2641
59.653	-37.9191
59.666	-38.6216
59.679	-38.218
59.692	-38.4458
59.705	-39.1453
59.718	-38.6251
59.731	-38.7162
59.744	-38.7146
59.757	-38.7691
59.77	-38.784
59.783	-38.8741
59.796	-39.5153
59.809	
59.822	-39.4384
59.835	-38.8774
59.848	-39.0835
59.861	-39.2288
59.874	-38.5868
59.887	-38.4912
59.9	-38.579
59.913	-38.474
59.926	
59.939	-38.7269
59.952	-38.5295
59.965	-38.3155
59.978	-37.5583
59.991	-37.3372
60	-37.0902
60.0128	-37.4137
60.0256	-37.0664
60.0384	-37.1592
60.0512	-37.0758
60.064	-36.5751
60.0767	
60.0895	-36.8112
60.1023	-36.7007
60.1151	-36.6452
60.1279	-36.2772
60.1407	-36.1568
60.1535	-36.1022
60.1663	-35.817
60.1791	-36.61
60.1919	-36.1226
60.2047	-35.4656
60.2174	-36.3494
60.2302	-37.113
60.243	-37.0892
60.2558	-37.2661
60.2686	-37.3083
60.2814	-36.8843
60.2942	-37.4739
60.307	-36.8035
60.3198	-37.6815
60.3326	-37.111
60.3453	-37.7076
60.3581	-37.7947
60.3709	-37.8043
60.3837	-37.7804
60.3965	-37.2746
60.4093	-37.3083
60.4221	-37.1691
60.4349	-37.1956
60.4477	-37.1008
60.4605	-37.075
60.4733	-36.9345
60.486	-37.1448
60.4988	-37.1034
60.5116	-36.5908
60.5244	-37.121
60.5372	
60.55	-37.6582
60.6	-38.0938
60.65	-38.162
60.7	-37.6179
60.75	-36.9556
60.8	-36.0752
60.85	-34.6723
60.9	-34.2676
60.95	-33.7181
61	-33.4604
61.0125	-33.5583
61.025	-33.6596
61.0375	-33.8263
61.05	-33.8894
61.0625	-33.9953
61.075	-34.2324
61.0875	-34.2101
61.1	-34.4488
61.1125	-34.716
61.125	-34.7572
61.1375	-34.8625
61.15	-34.9474
61.1625	-35.1147
61.175	-35.2123
61.1875	-35.3826
61.2	-35.5483
61.2155	-35.6336
61.231	-35.7057
61.2435	-36.0167
61.256	-36.0548
61.2685	-36.1991
61.281	-36.3723
61.2935	-36.4941
61.306	-36.5195
61.3185	-36.9553
61.331	-37.2274
61.3435	-37.535
61.356	-37.683
61.3685	-37.9035
61.381	-38.0424
61.3935	-38.2703
61.406	-38.1839
61.4185	-38.2997
61.431	-38.4561
61.4435	-38.4299
61.456	-38.595
61.4685	-38.6548
61.481	-38.5929
61.4935	-38.5111
61.506	-38.4659
61.5185	-38.5214
61.5315	-38.3967
61.55	-38.2239
61.562	-38.1831
61.574	-38.2564
61.5865	-38.2226
61.599	-38.0857
61.6115	-38.0565
61.624	-38.0429
61.6365	-38.0642
61.649	-37.9603
61.6615	-38.0248
61.674	-37.8352
61.6865	-38.0009
61.699	-37.805
61.7115	-37.7486
61.724	-37.8041
61.7365	-37.8357
61.749	-37.7539
61.7615	-37.6182
61.774	-37.4749
61.7865	-37.512
61.799	-37.2536
61.8115	-37.059
61.824	-36.6488
61.8365	-36.5273
61.849	-36.3784
61.8615	-36.0751
61.874	-35.8057
61.8865	-35.5518
61.899	-35.426
61.9115	-35.1737
61.924	-35.0519
61.9365	-34.8812
61.949	-34.5939
61.9615	-34.4244
61.974	-34.1808
61.9865	-34.0648
62	-33.7892
62.013	-33.934
62.026	-33.7835
62.039	-33.9522
62.052	-33.8095
62.065	-33.7726
62.078	-33.9466
62.091	-33.9139
62.104	-34.3768
62.117	-34.3531
62.13	-34.3516
62.143	-34.415
62.156	-34.3875
62.169	-34.6952
62.182	-34.7437
62.195	-34.868
62.208	-35.1385
62.221	-35.1824
62.234	-35.3467
62.247	-35.5963
62.26	-35.3276
62.276	-35.473
62.288	-35.8358
62.3	-35.8533
62.312	-35.5101
62.324	-35.5133
62.336	-35.4968
62.348	-35.6209
62.36	-35.6203
62.372	-35.658
62.384	-35.7971
62.396	
62.408	-35.5144
62.42	-35.4155
62.432	-35.7189
62.444	-35.7436
62.456	-35.4581
62.468	-35.4014
62.48	-35.4675
62.492	-35.6349
62.504	-35.3909
62.522	-35.1168
62.534	-35.1641
62.546	-35.3274
62.558	-35.1061
62.57	-34.8109
62.582	-35.0544
62.594	-34.9985
62.606	-34.9588
62.618	-34.9651
62.63	-35.109
62.642	-34.9651
62.654	-34.9518
62.666	-35.1228
62.678	-34.8274
62.69	-34.9613
62.702	-34.8377
62.714	-34.9795
62.726	-34.7668
62.738	-34.971
62.75	-34.7628
62.762	-34.6765
62.774	-35.0082
62.786	-34.5468
62.798	-34.7128
62.81	-34.5632
62.822	-34.9093
62.834	-34.5988
62.846	-34.7776
62.858	-34.9363
62.88	-34.6409
62.892	-34.6054
62.914	-34.8671
62.936	-35.1555
62.958	-35.0555
62.98	-35.4198
63	-35.3512
63.013	-34.8374
63.026	-35.6395
63.039	-35.6093
63.052	-35.4679
63.065	-35.9603
63.078	-36.2097
63.091	-36.1812
63.104	-36.3682
63.117	-36.4112
63.13	-36.2919
63.143	-36.4205
63.156	-36.4656
63.169	-36.4958
63.182	-36.438
63.195	-36.3138
63.208	-36.5075
63.221	-36.3092
63.234	-36.3168
63.247	-36.2854
63.26	-36.3184
63.273	-36.4126
63.286	-36.4674
63.299	-36.3839
63.312	-36.6497
63.325	-36.556
63.338	-36.6943
63.351	-36.8488
63.364	-36.803
63.377	-36.9612
63.39	-36.9486
63.403	-37.1772
63.416	-37.4039
63.429	-37.5229
63.442	-37.7139
63.455	-37.289
63.468	-38.1106
63.481	-37.8476
63.494	-37.8582
63.507	-38.0696
63.52	-38.1474
63.533	-38.0683
63.553	-37.7362
63.566	-38.7256
63.579	-38.0874
63.592	-38.05
63.605	-38.2625
63.618	-37.974
63.631	-38.0203
63.644	-38.0684
63.657	-38.1264
63.67	-38.1401
63.683	-38.267
63.696	-38.0117
63.709	-38.1011
63.722	-38.3046
63.744	-38.1869
63.756	-38.0881
63.768	-38.714
63.78	-38.6891
63.792	-38.3512
63.804	-38.192
63.816	-38.1956
63.828	-38.2391
63.84	-38.3917
63.852	-38.4743
63.864	-38.3799
63.876	-38.2595
63.888	-38.3124
63.9	-38.3168
