depth	cond
0.95	128.971
0.953	111.063
0.957	74.538
0.96	59.78
0.963	46.992
0.967	39.586
0.97	35.507
0.973	31.129
0.977	26.935
0.98	24.112
1.003	133.275
1.007	131.251
1.01	127.419
1.013	150.83
1.017	158.528
1.02	171.025
1.023	100.365
1.027	203.267
1.03	206.327
1.033	234.723
1.037	254.18
1.04	266.556
1.043	280.263
1.047	292.126
1.05	296.007
1.053	290.462
1.057	269.495
1.06	244.235
1.063	235.608
1.067	224.523
1.07	245.173
1.073	226.806
1.077	230.564
1.08	248.356
1.083	41.73
1.087	256.379
1.09	263.425
1.093	263.249
1.097	260.324
1.1	260.465
1.103	259.193
1.107	256.381
1.11	256.195
1.113	254.105
1.117	243.144
1.12	88.292
1.123	-84.195
1.127	204.314
1.13	89.438
1.133	75.222
1.137	168.374
1.14	13.997
1.143	208.944
1.147	-188.028
1.15	201.217
1.153	129.957
1.157	212.55
1.16	65.971
1.163	85.903
1.167	182.801
1.17	179.538
1.173	155.721
1.177	167.782
1.18	167.374
1.183	166.036
1.187	168.763
1.19	169.679
1.193	171.15
1.197	171.803
1.2	172.264
1.203	173.084
1.207	175.782
1.21	189.114
1.213	217.706
1.217	231.104
1.22	237.214
1.223	239.664
1.227	239.453
1.23	227.256
1.233	212.093
1.237	206.721
1.24	201.968
1.243	196.303
1.247	182.208
1.25	162.929
1.253	154.492
1.257	141.243
1.26	131.149
1.263	134.388
1.267	142.311
1.27	153.506
1.273	166.6
1.277	178.075
1.28	197.791
1.283	203.606
1.287	208.521
1.29	208.289
1.293	209.402
1.297	206.713
1.3	203.084
1.303	199.36
1.307	192.068
1.31	185.055
1.313	177.551
1.317	171.641
1.32	167.772
1.323	165.725
1.327	161.024
1.33	154.253
1.333	150.548
1.337	148.233
1.34	147.771
1.343	148.437
1.347	150.936
1.35	152.89
1.353	156.92
1.357	160.652
1.36	165.063
1.363	169.571
1.367	176.375
1.37	183.67
1.373	189.807
1.377	195.768
1.38	200.076
1.383	202.418
1.387	203.253
1.39	201.929
1.393	199.746
1.397	198.178
1.4	198.058
1.403	198.901
1.407	201.151
1.41	210.723
1.413	221.615
1.417	237.452
1.42	248.833
1.423	255.843
1.427	266.524
1.43	275.5
1.433	274.543
1.437	262.041
1.44	242.607
1.443	232.083
1.447	225.449
1.45	216.723
1.453	201.476
1.457	206.713
1.46	226.043
1.463	247.324
1.467	258.417
1.47	268.73
1.473	282.338
1.477	285.126
1.48	292.335
1.483	307.557
1.487	309.469
1.49	310.159
1.493	308.6
1.497	309.316
1.5	306.461
1.503	303.472
1.507	298.19
1.51	290.024
1.513	274.161
1.517	257.897
1.52	241.425
1.523	227.972
1.527	220.892
1.53	208.143
1.533	196.859
1.537	188.921
1.54	181.296
1.543	172.841
1.547	168.138
1.55	163.709
1.553	123.859
1.557	123.846
1.56	122.81
1.563	122.15
1.567	122.07
1.57	123.094
1.573	123.273
1.577	122.544
1.58	119.331
1.583	114.649
1.587	113.065
1.59	114.764
1.593	120.203
1.597	126.924
1.6	134.52
1.603	139.755
1.607	142.739
1.61	144.684
1.613	149.107
1.617	152.78
1.62	154.693
1.623	158.753
1.627	165.674
1.63	173.149
1.633	180.825
1.637	189.362
1.64	195.262
1.643	199.681
1.647	202.736
1.65	205.149
1.653	204.92
1.657	203.894
1.66	199.42
1.663	198.481
1.667	199.306
1.67	199.15
1.673	199.865
1.677	199.5
1.68	201.884
1.683	200.719
1.687	198.438
1.69	197.807
1.693	200.005
1.697	205.11
1.7	204.13
1.703	204.226
1.707	204.103
1.71	203.303
1.713	199.099
1.717	184.843
1.72	166.047
1.723	156.141
1.727	145.869
1.73	138.989
1.733	136.639
1.737	133.808
1.74	127.921
1.743	124.095
1.747	122.657
1.75	122.205
1.753	120.935
1.757	117.778
1.76	115.985
1.763	112.439
1.767	105.82
1.77	89.427
1.773	76.519
1.777	65.675
1.78	65.172
1.783	65.773
1.787	69.744
1.79	75.35
1.793	79.664
1.797	84.526
1.8	90.131
1.803	96.086
1.807	100.959
1.81	102.778
1.813	116.482
1.817	127.137
1.82	146.52
1.823	189.053
1.827	203.259
1.83	248.463
1.833	280.257
1.837	319.878
1.84	345.839
1.843	357.58
1.847	351.714
1.85	340.823
1.853	328.143
1.857	310.119
1.86	291.898
1.863	274.089
1.867	258.877
1.87	237.586
1.873	220.45
1.877	200.772
1.88	173.232
1.883	159.427
1.887	143.337
1.89	128.051
1.893	123.711
1.897	121.475
1.9	117.283
1.903	115.182
1.907	109.356
1.91	157.525
1.913	168.042
1.917	183.801
1.92	217.901
1.923	220.134
1.927	223.99
1.93	217.072
1.933	177.948
1.937	148.41
1.94	128.228
1.943	108.348
1.947	87.42
1.95	61.757
1.953	51.578
1.957	45.706
1.96	37.029
2.003	52.349
2.007	55.269
2.01	57.67
2.013	59.365
2.017	59.414
2.02	57.938
2.023	57.76
2.027	60.69
2.03	67.468
2.033	75.539
2.037	83.673
2.04	89.688
2.043	100.291
2.047	108.267
2.05	119.188
2.053	125.433
2.057	132.742
2.06	139.757
2.063	146.718
2.067	155.551
2.07	167.901
2.073	177.388
2.077	190.172
2.08	200.296
2.083	214.195
2.087	217.082
2.09	216.679
2.093	215.711
2.097	210.393
2.1	187.004
2.103	175.48
2.107	172.204
2.11	170.306
2.113	166.85
2.117	161.007
2.12	156.855
2.123	152.111
2.127	150.101
2.13	148.85
2.133	147.523
2.137	146.702
2.14	149.168
2.143	160.002
2.147	179.194
2.15	198.155
2.153	202.241
2.157	197.683
2.16	189.211
2.163	178.767
2.167	159.403
2.17	133.265
2.173	125.634
2.177	128.071
2.18	128.992
2.183	175.549
2.187	224.339
2.19	287.021
2.193	312.8
2.197	329.932
2.2	342.482
2.203	342.292
2.207	338.05
2.21	332.519
2.213	327.458
2.217	317.227
2.22	308.207
2.223	303.117
2.227	300.195
2.23	298.296
2.233	296.932
2.237	294.833
2.24	292.256
2.243	287.68
2.247	283.219
2.25	277.42
2.253	267.089
2.257	258.624
2.26	252.949
2.263	246.43
2.267	239.681
2.27	234.375
2.273	230.888
2.277	227.843
2.28	225.868
2.283	225.371
2.287	226.674
2.29	228.158
2.293	228.644
2.297	229.785
2.3	230.15
2.303	230.761
2.307	231.189
2.31	231.489
2.313	230.576
2.317	227.749
2.32	224.859
2.323	221.973
2.327	219.102
2.33	215.46
2.333	212.935
2.337	211.051
2.34	208.742
2.343	207.769
2.347	205.526
2.35	204.208
2.353	202.948
2.357	196.674
2.36	187.352
2.363	192.18
2.367	189.438
2.37	196.437
2.373	195.063
2.377	193.595
2.38	182.697
2.383	184.353
2.387	175.46
2.39	180.604
2.393	180.32
2.397	180.267
2.4	168.425
2.403	146.997
2.407	131.789
2.41	128.002
2.413	125.869
2.417	164.932
2.42	175.12
2.423	171.23
2.427	181.283
2.43	148.671
2.433	165.622
2.437	178.352
2.44	152.909
2.443	111.234
2.447	103.445
2.45	94.64
2.453	120.888
2.457	124.202
2.46	149.203
2.463	148.995
2.467	162.32
2.47	165.96
2.473	180.561
2.477	193.73
2.48	185.432
2.483	177.008
2.487	168.554
2.49	145.874
2.493	127.176
2.497	122.34
2.5	127.029
2.503	128.914
2.507	132.869
2.51	134.776
2.513	121.285
2.517	103.816
2.52	92.946
2.523	91.991
2.527	91.063
2.53	99.426
2.533	109.411
2.537	119.742
2.54	146.228
2.543	192.395
2.547	200.878
2.55	208.732
2.553	230.265
2.557	230.105
2.56	225.341
2.563	216.338
2.567	214.311
2.57	212.925
2.573	210.051
2.577	211.034
2.58	210.918
2.583	207.438
2.587	204.001
2.59	202.872
2.593	203.089
2.597	203.257
2.6	202.467
2.603	202.077
2.607	203.907
2.61	203.434
2.613	202.167
2.617	200.087
2.62	200.364
2.623	200.451
2.627	202.621
2.63	206.394
2.633	212.203
2.637	215.223
2.64	217.166
2.643	220.077
2.647	221.229
2.65	222.047
2.653	228.551
2.657	231.046
2.66	234.718
2.663	236.126
2.667	237.275
2.67	238.409
2.673	238.13
2.677	239.306
2.68	238.892
2.683	237.12
2.687	235.188
2.69	231.211
2.693	225.575
2.697	221.682
2.7	215.22
2.703	212.286
2.707	210.931
2.71	209.598
2.713	207.381
2.717	206.266
2.72	207.031
2.723	205.65
2.727	204.105
2.73	204.624
2.733	207.431
2.737	213.233
2.74	224.659
2.743	238.137
2.747	247.226
2.75	256.094
2.753	263.06
2.757	264.206
2.76	265.636
2.763	285.475
2.767	294.622
2.77	300.773
2.773	304.32
2.777	309.921
2.78	312.976
2.783	309.83
2.787	302.419
2.79	295.276
2.793	288.903
2.797	281.321
2.8	276.89
2.803	273.959
2.807	274.53
2.81	274.971
2.813	275.403
2.817	275.282
2.82	274.778
2.823	276.683
2.827	263.312
2.83	262.148
2.833	260.789
2.837	258.559
2.84	261.787
2.843	257.306
2.847	186.058
2.85	195.032
2.853	225.66
2.857	226.303
2.86	226.766
2.863	225.751
2.867	225.534
2.87	231.519
2.873	236.191
2.877	253.961
2.88	263.262
2.883	271.872
2.887	280.143
2.89	283.838
2.893	282.187
2.897	279.514
2.9	272.784
2.903	263.43
2.907	255.915
2.91	254.307
2.913	243.697
2.917	235.817
2.92	229.182
2.923	225.127
2.927	222.011
2.93	211.673
2.933	209.983
2.937	208.589
2.94	209.2
2.943	210.318
2.947	207.662
2.95	193.182
2.953	172.97
2.957	166.599
2.96	157.084
3.003	248.821
3.007	247.486
3.01	246.962
3.013	247.337
3.017	247.57
3.02	239.761
3.023	236.935
3.027	234.349
3.03	230.552
3.033	223.837
3.037	218.525
3.04	211.261
3.043	203.211
3.047	194.413
3.05	182.86
3.053	167.363
3.057	153.43
3.06	145.719
3.063	138.79
3.067	136.9
3.07	135.952
3.073	137.694
3.077	142.773
3.08	143.151
3.083	142.876
3.087	144.974
3.09	145.845
3.093	147.601
3.097	145.007
3.1	137.798
3.103	123.195
3.107	107.918
3.11	97.14
3.113	92.933
3.117	91.014
3.12	96.47
3.123	106.261
3.127	112.84
3.13	116.609
3.133	120.331
3.137	124.165
3.14	127.55
3.143	131.907
3.147	136.338
3.15	141.173
3.153	145.131
3.157	148.184
3.16	151.696
3.163	155.312
3.167	158.86
3.17	159.389
3.173	164.909
3.177	171.965
3.18	178.737
3.183	182.157
3.187	184.439
3.19	185.715
3.193	186.521
3.197	186.892
3.2	188.333
3.203	196.365
3.207	213.72
3.21	254.17
3.213	283.85
3.217	295.755
3.22	360.115
3.223	375.106
3.227	378.292
3.23	376.79
3.233	371.77
3.237	369.789
3.24	370.116
3.243	370.287
3.247	371.624
3.25	370.842
3.253	370.403
3.257	368.631
3.26	362.747
3.263	354.788
3.267	348.299
3.27	340.366
3.273	335.798
3.277	333.096
3.28	331.377
3.283	329.906
3.287	326.903
3.29	320.644
3.293	313.479
3.297	308.27
3.3	293.754
3.303	285.188
3.307	280.115
3.31	274.682
3.313	270.934
3.317	272.053
3.32	273.541
3.323	272.374
3.327	272.296
3.33	274.128
3.333	270.16
3.337	260.138
3.34	253.242
3.343	251.206
3.347	248.471
3.35	243.594
3.353	248.262
3.357	252.399
3.36	254.019
3.363	255.371
3.367	255.284
3.37	255.848
3.373	256.399
3.377	255.015
3.38	254.787
3.383	253.083
3.387	250.473
3.39	250.166
3.393	248.909
3.397	247.456
3.4	244.369
3.403	241.315
3.407	238.409
3.41	234.422
3.413	226.378
3.417	215.077
3.42	203.392
3.423	193.647
3.427	178.707
3.43	156.58
3.433	140.679
3.437	129.493
3.44	122.685
3.443	120.058
3.447	118.632
3.45	118.444
3.453	118.842
3.457	117.798
3.46	116.143
3.463	115.834
3.467	117.156
3.47	122.643
3.473	129.64
3.477	130.784
3.48	136.481
3.483	144.181
3.487	147.932
3.49	155.649
3.493	169.246
3.497	193.116
3.5	209.348
3.503	219.466
3.507	225.319
3.51	234.341
3.513	245.568
3.517	254.365
3.52	264.447
3.523	267.833
3.527	269.02
3.53	270.639
3.533	271.06
3.537	271.373
3.54	271.524
3.543	270.836
3.547	268.343
3.55	268.724
3.553	187.217
3.557	187.322
3.56	189.971
3.563	195.541
3.567	199.338
3.57	212.65
3.573	221.964
3.577	235.343
3.58	243.992
3.583	257.389
3.587	254.559
3.59	240.95
3.593	220.152
3.597	197.691
3.6	175.17
3.603	166.881
3.607	172.413
3.61	188.168
3.613	203.576
3.617	217.029
3.62	222.997
3.623	220.7
3.627	204.748
3.63	189.507
3.633	178.416
3.637	168.442
3.64	161.352
3.643	154.541
3.647	149.929
3.65	144.851
3.653	137.762
3.657	128.864
3.66	118.61
3.663	111.531
3.667	106.437
3.67	104.742
3.673	104.883
3.677	105.756
3.68	106.38
3.683	107.263
3.687	108.573
3.69	110.615
3.693	112.393
3.697	114.983
3.7	117.742
3.703	122.338
3.707	126.279
3.71	132.249
3.713	138.22
3.717	142.192
3.72	149.021
3.723	167.173
3.727	181.122
3.73	193.184
3.733	209.258
3.737	235.196
3.74	258.774
3.743	270.917
3.747	278.096
3.75	281.023
3.753	281.67
3.757	277.54
3.76	269.985
3.763	258.946
3.767	242.525
3.77	234.531
3.773	226.512
3.777	214.27
3.78	207.412
3.783	204.7
3.787	204.3
3.79	204.465
3.793	201.284
3.797	196.746
3.8	196.018
3.803	195.933
3.807	195.418
3.81	197.059
3.813	200.985
3.817	206.195
3.82	213.477
3.823	219.822
3.827	228.304
3.83	236.753
3.833	243.827
3.837	251.445
3.84	258.75
3.843	257.501
3.847	244.12
3.85	233.728
3.853	219.66
3.857	200.284
3.86	183.853
3.863	166.317
3.867	151.801
3.87	138.263
3.873	128.863
3.877	129.346
3.88	139.941
3.883	159.539
3.887	178.243
3.89	196.692
3.893	225.5
3.897	246.747
3.9	260.906
3.903	271.602
3.907	278.433
3.91	282.707
3.913	284.333
3.917	283.014
3.92	281.58
3.923	279.311
3.927	277.735
3.93	274.159
3.933	270.484
3.937	270.284
3.94	253.299
3.943	246.533
3.947	241.043
3.95	232.342
3.953	223.878
3.957	220.782
3.96	225.528
3.963	240.264
3.967	252.344
3.97	260.844
3.973	268.64
3.977	256.056
3.98	235.796
3.983	210.601
3.987	168.377
3.99	104.465
3.993	58.341
3.997	30.701
4	20.415
4.003	118.718
4.007	120.03
4.01	129.405
4.013	145.068
4.017	155.738
4.02	193.458
4.023	203.782
4.027	227.531
4.03	243.437
4.033	247.762
4.037	257.39
4.04	229.919
4.043	209.202
4.047	199.899
4.05	195.09
4.053	191.078
4.057	185.463
4.06	176.717
4.063	168.02
4.067	159.138
4.07	149.714
4.073	145.027
4.077	141.405
4.08	139.373
4.083	141.364
4.087	149.547
4.09	158.006
4.093	162.196
4.097	165.502
4.1	165.296
4.103	163.779
4.107	157.486
4.11	153.623
4.113	150.804
4.117	149.412
4.12	150.598
4.123	151.932
4.127	153.997
4.13	155.973
4.133	157.219
4.137	158.795
4.14	161.586
4.143	165.113
4.147	167.753
4.15	168.188
4.153	168.457
4.157	184.541
4.16	195.773
4.163	202.731
4.167	209.896
4.17	218.168
4.173	222.481
4.177	227.219
4.18	239.519
4.183	253.002
4.187	253.138
4.19	248.085
4.193	242.782
4.197	236.214
4.2	220.382
4.203	202.846
4.207	188.779
4.21	183.091
4.213	177.335
4.217	168.938
4.22	162.222
4.223	160.454
4.227	162.166
4.23	161.995
4.233	164.527
4.237	172.807
4.24	173.878
4.243	174.523
4.247	181.25
4.25	189.195
4.253	188.134
4.257	186.899
4.26	187.211
4.263	180.931
4.267	182.83
4.27	186.662
4.273	197.144
4.277	208.797
4.28	214.508
4.283	220.98
4.287	226.319
4.29	230.946
4.293	234.944
4.297	238.151
4.3	243.859
4.303	247.19
4.307	246.893
4.31	238.872
4.313	230.825
4.317	225.444
4.32	218.746
4.323	215.48
4.327	213.612
4.33	220.871
4.333	233.26
4.337	242.618
4.34	246.686
4.343	255.294
4.347	258.884
4.35	256.991
4.353	255.697
4.357	249.577
4.36	244.478
4.363	237.04
4.367	229.777
4.37	221.343
4.373	212.36
4.377	204.545
4.38	200.157
4.383	196.677
4.387	193.637
4.39	191.36
4.393	188.171
4.397	185.703
4.4	181.648
4.403	179.005
4.407	177.402
4.41	176.597
4.413	174.805
4.417	174.244
4.42	174.523
4.423	174.994
4.427	174.657
4.43	173.491
4.433	177.374
4.437	180.815
4.44	181.505
4.443	182.961
4.447	186.018
4.45	184.72
4.453	182.897
4.457	183.814
4.46	184.668
4.463	184.992
4.467	184.333
4.47	185.699
4.473	189.602
4.477	193.528
4.48	196.897
4.483	201.457
4.487	211.976
4.49	220.723
4.493	223.449
4.497	226.509
4.5	231.665
4.503	240.174
4.507	249.651
4.51	259.517
4.513	267.913
4.517	272.025
4.52	275.59
4.523	278.184
4.527	280.508
4.53	284.558
4.533	287.167
4.537	286.239
4.54	279.05
4.543	275.082
4.547	269.568
4.55	264.749
4.553	254.107
4.557	253.833
4.56	254.229
4.563	251.264
4.567	245.086
4.57	241.108
4.573	242.225
4.577	241.955
4.58	241.756
4.583	235.687
4.587	231.021
4.59	221.734
4.593	209.243
4.597	200.874
4.6	195.218
4.603	188.689
4.607	192.898
4.61	198.651
4.613	201.288
4.617	202.875
4.62	202.76
4.623	200.543
4.627	198.883
4.63	198.129
4.633	200.17
4.637	204.383
4.64	207.775
4.643	208.876
4.647	204.716
4.65	193.29
4.653	181.731
4.657	179.821
4.66	183.006
4.663	186.171
4.667	192.507
4.67	198.089
4.673	201.157
4.677	200.798
4.68	196.987
4.683	190.063
4.687	184.915
4.69	183.833
4.693	186.319
4.697	188.401
4.7	190.373
4.703	191.552
4.707	192.692
4.71	192.564
4.713	189.106
4.717	185.15
4.72	185.687
4.723	193.929
4.727	202.074
4.73	208.71
4.733	226.147
4.737	240.357
4.74	251.846
4.743	259.445
4.747	259.946
4.75	265.76
4.753	264.288
4.757	265.923
4.76	266.957
4.763	269.022
4.767	271.53
4.77	271.788
4.773	268.482
4.777	263.797
4.78	261.732
4.783	258.9
4.787	254.299
4.79	252.076
4.793	255.854
4.797	271.087
4.8	280.324
4.803	283.883
4.807	284.963
4.81	283.165
4.813	269.858
4.817	246.183
4.82	227.487
4.823	220.739
4.827	212.425
4.83	204.259
4.833	199.917
4.837	198.653
4.84	200.87
4.843	204.787
4.847	209.127
4.85	212.897
4.853	214.184
4.857	213.787
4.86	209.204
4.863	204.909
4.867	201.931
4.87	202.952
4.873	208.372
4.877	216.859
4.88	223.079
4.883	228.403
4.887	230.817
4.89	228.229
4.893	218.824
4.897	203.011
4.9	183.926
4.903	176.556
4.907	179.677
4.91	196.573
4.913	236.571
4.917	276.546
4.92	316.167
4.923	335.596
4.927	348.089
4.93	355.693
4.933	330.689
4.937	300.291
4.94	289.685
4.943	279.822
4.947	261.258
4.95	249.828
4.953	229.634
4.957	219.431
4.96	206.562
4.963	199.361
4.967	193.542
4.97	167.355
4.973	144.47
4.977	122.613
4.98	103.649
5.003	182.427
5.007	183.493
5.01	184.137
5.013	185.534
5.017	186.444
5.02	186.434
5.023	190.767
5.027	195.555
5.03	200.24
5.033	200.567
5.037	199.96
5.04	205.93
5.043	223.748
5.047	232.275
5.05	235.168
5.053	233.368
5.057	221.402
5.06	193.779
5.063	175.222
5.067	161.429
5.07	151.007
5.073	145.408
5.077	142.538
5.08	143.242
5.083	144.285
5.087	142.351
5.09	141.842
5.093	138.263
5.097	136.045
5.1	135.85
5.103	133.921
5.107	133.845
5.11	133.525
5.113	135.144
5.117	136.015
5.12	136.617
5.123	136.845
5.127	138.473
5.13	140.443
5.133	142.333
5.137	142.716
5.14	143.95
5.143	146.68
5.147	149.497
5.15	150.346
5.153	150.351
5.157	154.984
5.16	158.993
5.163	169.365
5.167	190.305
5.17	208.023
5.173	221.057
5.177	229.523
5.18	230.557
5.183	230.394
5.187	228.729
5.19	227.219
5.193	219.642
5.197	214.4
5.2	213.076
5.203	213.394
5.207	219.511
5.21	232.224
5.213	263.589
5.217	294.194
5.22	318.696
5.223	335.649
5.227	359.415
5.23	358.745
5.233	341.732
5.237	348.793
5.24	339.886
5.243	328.482
5.247	320.094
5.25	308.567
5.253	297.575
5.257	295.161
5.26	295.152
5.263	293.091
5.267	281.616
5.27	281.819
5.273	283.77
5.277	283.786
5.28	282.016
5.283	278.63
5.287	274.956
5.29	268.62
5.293	265.465
5.297	261.824
5.3	259.214
5.303	258.591
5.307	257.774
5.31	255.021
5.313	253.47
5.317	252.881
5.32	248.504
5.323	232.842
5.327	199.992
5.33	174.187
5.333	156.773
5.337	136.034
5.34	122.057
5.343	121.42
5.347	138.809
5.35	164.063
5.353	182.728
5.357	201.369
5.36	209.857
5.363	215.209
5.367	209.824
5.37	205.716
5.373	205.352
5.377	207.496
5.38	205.802
5.383	201.357
5.387	196.716
5.39	195.52
5.393	197.397
5.397	198.734
5.4	203.707
5.403	211.501
5.407	222.674
5.41	235.725
5.413	240.615
5.417	242.558
5.42	241.583
5.423	240.827
5.427	240.926
5.43	243.408
5.433	255.778
5.437	265.547
5.44	272.27
5.443	279.753
5.447	282.48
5.45	292.418
5.453	296.197
5.457	296.913
5.46	300.192
5.463	297.946
5.467	296.082
5.47	289.894
5.473	282.245
5.477	274.712
5.48	274.55
5.483	271.393
5.487	272.177
5.49	275.359
5.493	275.827
5.497	273.897
5.5	279.755
5.503	283.977
5.507	287.525
5.51	289.039
5.513	289.491
5.517	287.301
5.52	283.826
5.523	278.872
5.527	270.738
5.53	262.765
5.533	256.019
5.537	252.889
5.54	251.158
5.543	251.328
5.547	253.094
5.55	255.09
5.553	263.651
5.557	263.965
5.56	262.894
5.563	261.991
5.567	261.773
5.57	260.632
5.573	256.52
5.577	253.94
5.58	253.236
5.583	252.637
5.587	252.449
5.59	251.826
5.593	252.142
5.597	255.379
5.6	258.812
5.603	259.395
5.607	258.694
5.61	261.104
5.613	264.642
5.617	264.658
5.62	276.373
5.623	281.082
5.627	294.45
5.63	295.229
5.633	306.6
5.637	308.397
5.64	309.455
5.643	308.602
5.647	298.833
5.65	284.698
5.653	293.227
5.657	302.322
5.66	314.529
5.663	352.939
5.667	392.594
5.67	396.339
5.673	394.773
5.677	383.873
5.68	369.217
5.683	354.749
5.687	358.25
5.69	365.53
5.693	364.704
5.697	360.512
5.7	345.264
5.703	324.317
5.707	307.809
5.71	298.83
5.713	288.449
5.717	281.387
5.72	279.652
5.723	269.061
5.727	249.656
5.73	239.397
5.733	226.483
5.737	215.41
5.74	207.542
5.743	205.109
5.747	201.936
5.75	196.579
5.753	197.527
5.757	199.738
5.76	205.976
5.763	205.857
5.767	201.768
5.77	200.659
5.773	203.189
5.777	208.885
5.78	219.991
5.783	240.776
5.787	259.601
5.79	269.984
5.793	273.72
5.797	269.372
5.8	261.066
5.803	258.678
5.807	260.546
5.81	262.942
5.813	270.387
5.817	286.54
5.82	305.337
5.823	322.484
5.827	324.082
5.83	325.623
5.833	325.322
5.837	318.878
5.84	306.941
5.843	301.988
5.847	294.36
5.85	286.224
5.853	285.763
5.857	282.942
5.86	281.141
5.863	281.471
5.867	277.404
5.87	270.531
5.873	270.912
5.877	274.563
5.88	277.004
5.883	276.816
5.887	278.467
5.89	280.313
5.893	284.009
5.897	298.141
5.9	302.75
5.903	318.81
5.907	323.808
5.91	329.102
5.913	332.114
5.917	341.131
5.92	346.334
5.923	345.683
5.927	324.7
5.93	301.691
5.933	283.736
5.937	276.692
5.94	276.259
5.943	277.949
5.947	280.973
5.95	288.009
5.953	296.479
5.957	337.285
5.96	329.269
5.963	323.813
5.967	295.92
5.97	293.698
5.973	277.648
5.977	259.604
5.98	248.148
5.983	231.1
5.987	206.586
5.99	181.985
5.993	147.702
5.997	123.167
6	93.594
6.003	245.949
6.007	250.536
6.01	306.176
6.013	314.523
6.017	314.886
6.02	319.632
6.023	326.208
6.027	327.747
6.03	328.196
6.033	326.937
6.037	319.552
6.04	314.241
6.043	310.63
6.047	308.029
6.05	300.765
6.053	298.93
6.057	295.934
