iceDepth	density	STD	weDepth	N_Ave
2.39	324.098817931055	26.8725054188722	0.755	12
6.32	393.392680579833	23.5311333591872	2.14	12
9.67	444.653371320038	25.4307121703575	3.53	12
12.675	486.400966183575	24.8589336118218	4.915	12
15.445	520.923520923521	25.057112048663	6.305	12
18.045	551.803751803752	26.1521867998275	7.695	12
20.53	573.897812713603	33.2363755928135	9.095	12
23.015	604.166666666667	25.386747752543	10.555	12
25.475	627.057226399332	31.6035718699714	12.06	12
27.855	641.666666666667	34.7931715881991	13.57	12
30.16	665.448343079922	30.3741533501131	15.075	12
32.41	680.555555555555	29.7739939392013	16.58	12
34.605	695.906432748538	26.718811231731	18.09	12
36.755	705.065359477126	41.2318721599482	19.6	12
38.88	721.777892443526	24.8357375602354	21.11	12
41.025	732.699805068225	20.5532308465204	22.67	12
43.18	743.464052287582	32.6933522842262	24.26	12
45.27	753.029684095862	24.6898222553309	25.82	12
47.235	759.374999999998	21.1178488882413	27.305	12
49.135	771.875000000001	26.0833000532303	28.755	12
51.01	781.249999999998	26.7609012055474	30.21	12
52.87	784.375000000004	24.5400395612394	31.665	12
54.715	788.888888888886	32.8671099061178	33.115	12
56.545	802.777777777778	33.9070989326005	34.565	12
58.36	801.388888888889	24.0161339802705	36.025	12
60.165	805.555555555555	18.4256932797459	37.475	12
61.96	810.317460317462	23.1523049933463	38.925	12
63.74	825.396825396824	30.200472365779	40.375	12
65.51	819.841269841269	28.1606269828674	41.835	12
67.275	824.999999999999	39.6090589514513	43.285	12
69.03	834.126984126988	28.9546608681703	44.735	12
70.77	835.317460317459	39.8626863326553	46.19	12
72.51	838.095238095241	26.937401188051	47.64	12
74.225	838.095238095237	26.9374011880566	49.08	12
75.94	847.619047619045	21.2958854999903	50.52	12
77.64	847.61904761905	21.2958855000203	51.96	12
79.34	847.619047619045	21.2958854999903	53.4	12
81.035	852.380952380953	15.7934513826448	54.84	12
82.72	857.142857142864	2.99443087075799E-11	56.28	12
84.4	857.142857142852	2.39177704176898E-11	57.72	12
86.08	857.14285714286	3.0071796728129E-11	59.16	12
87.755	862.637362637364	18.2232131337939	60.6	12
89.425	862.637362637361	18.2232131338253	62.04	12
91.09	868.131868131874	24.5721755769362	63.48	12
92.75	868.131868131859	24.5721755768852	64.92	12
94.41	868.131868131869	24.5721755769281	66.36	12
96.07	873.626373626378	28.5502880368651	67.8	12
97.72	868.13186813186	24.5721755768852	69.24	12
99.375	873.626373626378	28.5502880368651	70.68	12
101.025	873.626373626376	28.5502880368062	72.12	12
102.67	879.120879120878	31.0816167554638	73.56	12
104.315	879.120879120877	31.0816167554657	75	12
105.955	873.626373626378	28.5502880368857	76.44	12
107.6	884.615384615378	32.5059328741654	77.88	12
109.23	879.120879120877	31.081616755445	79.32	12
110.87	879.120879120886	31.0816167554578	80.76	12
112.505	884.615384615387	32.5059328741933	82.2	12
114.135	884.615384615384	32.5059328741414	83.64	12
115.765	884.615384615378	32.5059328741654	85.08	12
117.4	884.615384615386	32.5059328741754	86.52	12
119.025	884.615384615387	32.5059328741933	87.96	12
120.63	885.531135531131	37.6572988918391	89.38	12
122.2	885.53113553114	37.6572988918639	90.77	12
123.77	885.531135531132	37.657298891872	92.16	12
125.335	891.025641025639	37.9235883531773	93.545	12
126.9	885.989010989015	46.5751852027003	94.935	12
128.465	891.02564102564	37.923588353212	96.325	12
130.025	891.02564102564	37.923588353212	97.715	12
131.59	880.494505494507	55.4974521395157	99.105	12
133.155	891.02564102564	37.9235883531936	100.49	12
134.715	891.02564102564	37.923588353212	101.88	12
136.275	891.025641025639	37.9235883531796	103.27	12
137.835	892.399267399267	55.6483529744847	104.655	12
139.39	898.80952380953	62.7857286840157	106.045	12
140.945	891.025641025642	37.9235883532445	107.435	12
142.505	891.02564102564	37.923588353212	108.825	12
144.065	891.86507936507	55.3814304711156	110.215	12
145.615	891.02564102564	37.923588353212	111.6	12
147.175	891.025641025642	37.923588353226	112.99	12
148.73	897.435897435907	47.9699664970898	114.38	12
148.885113402062	892.307692307693	37.6844575812975	114.499762886598	12

