iceDepth	density	weDepth	d18O
17.73	580.645161290324	8	-34.91
18.04	548.387096774189	8.18	-34.64
18.35	580.645161290324	8.35	-33.8
18.66	566.666666666665	8.53	-36.62
18.96	548.387096774196	8.7	-36.89
19.27	600.000000000004	8.87	-34.82
19.57	566.666666666665	9.05	-36.16
19.87	599.999999999998	9.22	-35.25
20.17	566.666666666672	9.4	-34.23
20.47	566.666666666665	9.57	-32.18
20.77	599.999999999998	9.74	-31.74
21.07	586.206896551726	9.92	-36.22
21.36	599.999999999998	10.09	-37.06
21.66	586.206896551726	10.27	-34.99
21.95	586.206896551726	10.44	-33.98
22.24	620.689655172407	10.61	-30.77
22.53	586.206896551732	10.79	-32.98
22.82	620.689655172415	10.96	-35.95
23.11	586.206896551726	11.14	-33.53
23.4	586.206896551718	11.31	-33.09
23.69	642.857142857147	11.48	-33.33
23.97	586.206896551718	11.66	-31.71
24.26	642.857142857147	11.83	-33.16
24.54	607.142857142854	12.01	-35.42
24.82	586.206896551726	12.18	-36.89
25.11	642.857142857139	12.35	-37.19
25.39	607.142857142854	12.53	-35.4
25.67	642.857142857154	12.7	-34.27
25.95	607.142857142854	12.88	-35.19
26.23	629.62962962963	13.05	-36.45
26.5	642.857142857139	13.22	-33.77
26.78	607.142857142862	13.4	-34
27.06	666.666666666667	13.57	-35.18
27.33	629.629629629622	13.75	-34.08
27.6	607.142857142862	13.92	-33.82
27.88	666.666666666667	14.09	-32.27
28.15	629.629629629622	14.27	-34.86
28.42	620.689655172415	14.44	-35.8
28.71	642.857142857154	14.62	-33.43
28.99	678.571428571424	14.8	-35.65
29.27	642.857142857139	14.99	-34.31
29.55	642.857142857147	15.17	-32.68
29.83	642.857142857139	15.35	-32.63
30.11	642.857142857146	15.53	-35.34
30.39	678.571428571424	15.71	-36.62
30.67	642.857142857141	15.9	-35.54
30.95	642.857142857152	16.08	-34.29
31.23	666.666666666667	16.26	-33.29
31.5	642.857142857139	16.44	-34.01
31.78	703.703703703706	16.62	-32.82
32.05	642.857142857139	16.81	-33.66
32.33	666.666666666671	16.99	-36.18
32.6	666.666666666675	17.17	-35.19
32.87	642.857142857139	17.35	-32.85
33.15	703.703703703687	17.53	-32.6
33.42	666.666666666675	17.72	-33.92
33.69	666.666666666658	17.9	-33.27
33.96	666.666666666689	18.08	-30.77
34.23	666.666666666658	18.26	-31.89
34.5	703.703703703687	18.44	-34.3
34.77	692.307692307697	18.63	-35.19
35.03	666.666666666675	18.81	-36.49
35.3	666.666666666671	18.99	-35.49
35.57	692.307692307697	19.17	-35.21
35.83	703.703703703687	19.35	-34.42
36.1	666.666666666675	19.54	-36.52
36.37	692.307692307678	19.72	-34.73
36.63	692.307692307697	19.9	-33.45
36.89	666.666666666689	20.08	-32.99
37.16	692.307692307678	20.26	-31.16
37.42	730.769230769228	20.44	-32.73
37.68	666.666666666658	20.63	-33.14
37.95	692.307692307697	20.81	-32.23
38.21	692.30769230771	20.99	-32.06
38.47	692.307692307697	21.17	-32.91
38.73	730.769230769208	21.35	-34.11
38.99	692.307692307697	21.54	-36.18
39.25	692.307692307697	21.72	-36.04
39.51	692.307692307678	21.9	-34.67
39.77	720.000000000013	22.08	-32.97
40.02	730.769230769228	22.26	-34.23
40.28	692.307692307697	22.45	-35.56
40.54	692.307692307697	22.63	-36.54
40.8	719.999999999999	22.81	-36.15
41.05	692.307692307691	22.99	-34.08
41.31	759.999999999991	23.17	-34.38
41.56	692.307692307697	23.36	-34.43
41.82	719.999999999999	23.54	-33.91
42.07	692.307692307697	23.72	-36.72
42.33	719.999999999999	23.9	-34.77
42.58	730.769230769221	24.08	-33.97
42.84	719.999999999999	24.27	-35.37
43.09	719.999999999999	24.45	-34.82
43.34	719.999999999999	24.63	-34.08
43.59	692.307692307697	24.81	-33.63
43.85	760.000000000005	24.99	-34.72
44.1	719.999999999999	25.18	-36.06
44.35	719.999999999999	25.36	-35.56
44.6	719.999999999999	25.54	-33.6
44.85	719.999999999999	25.72	-33.2
45.1	760.000000000005	25.9	-32.22
45.35	719.999999999999	26.09	-33.55
45.6	719.999999999999	26.27	-34.64
45.85	719.999999999999	26.45	-34.74
46.1	749.999999999993	26.63	-38.16
46.34	719.999999999999	26.81	-35.87
46.59	760.000000000005	26.99	-34.98
46.84	719.999999999999	27.18	-35.64
47.09	750.000000000015	27.36	-35.65
47.33	719.999999999999	27.54	-33.67
47.58	719.999999999999	27.72	-33.29
47.83	791.666666666665	27.9	-33.43
48.07	719.999999999999	28.09	-34.81
48.32	749.999999999993	28.27	-35.5
48.56	719.999999999999	28.45	-33.33
48.81	750.000000000015	28.63	-36.41
49.05	760.000000000005	28.81	-38.05
49.3	749.999999999993	29	-38.06
49.54	749.999999999993	29.18	-36.93
49.78	719.999999999999	29.36	-36.49
50.03	749.999999999993	29.54	-35.04
50.27	791.666666666689	29.72	-33.73
50.51	719.999999999999	29.91	-33.75
50.76	749.999999999993	30.09	-33.69
51	749.999999999993	30.27	-32.74
51.24	750.000000000015	30.45	-33.61
51.48	791.666666666665	30.63	-34.28
51.72	749.999999999993	30.82	-35.2
51.96	749.999999999993	31	-35.69
52.2	750.000000000015	31.18	-35.13
52.44	749.999999999993	31.36	-34.89
52.68	791.666666666665	31.54	-35.3
52.92	750.000000000015	31.73	-36.13
53.16	720.000000000013	31.91	-36.1
53.41	791.666666666651	32.09	-36.44
53.65	759.999999999991	32.28	-35.94
