iceDepth	density	STD	weDepth	N_Ave
5.515	333.098216755458	32.4062524832289	1.895	7
8.485	388.798271399745	16.4788216506639	3.095	7
11.19	430.350853682047	11.6436273105697	4.295	7
13.725	465.740321003479	18.0783670476357	5.505	7
16.13	488.19942391371	17.123960205228	6.705	7
18.42	515.151515151515	14.0275772692808	7.91	7
20.615	542.775101242843	16.3438528221662	9.115	7
22.745	555.769969278034	15.2174735946498	10.315	7
24.8	577.011494252874	12.6809422504481	11.52	7
26.81	596.270232230823	19.6054111854987	12.725	7
28.765	609.299658560742	12.5066986228831	13.93	7
30.735	622.494591706414	15.0734430758185	15.17	7
32.69	639.690358902182	7.75700481528782	16.425	7
34.59	647.95918367347	19.9784695994405	17.68	7
36.46	674.285714285714	18.6627789926334	18.94	7
38.315	674.254317111459	17.4694547175482	20.195	7
40.14	683.150183150184	14.8791912172809	21.45	7
41.935	696.263736263736	9.69028909233436	22.705	7
43.715	702.417582417582	15.7507453777347	23.96	7
45.49	708.42490842491	19.5427338889003	25.22	7
47.23	716.666666666666	22.8868854108546	26.475	7
48.95	722.619047619049	11.8809285236915	27.73	7
50.655	737.142857142856	14.8461497791614	28.99	7
52.34	745.714285714288	10.4978131833577	30.245	7
54.025	748.706004140786	19.9560845224255	31.515	7
55.76	755.714285714285	4.94871659305297	32.83	7
57.505	760.000000000003	1.40651342754695E-11	34.16	7
59.23	769.047619047616	14.3055417960008	35.49	7
60.95	769.04761904762	14.3055417960061	36.82	7
62.595	782.619047619045	14.305541795986	38.105	7
64.15	783.896103896106	22.106932811379	39.325	7
65.685	785.714285714287	20.5342705205669	40.535	7
67.21	790.970933828072	21.234736813111	41.745	7
68.775	796.227581941871	20.6132755875047	42.955	7
70.335	764.958256029688	84.4317762781295	44.165	7
71.835	800.247371675945	17.6496267072694	45.37	7
73.33	807.050092764379	26.7466156157235	46.58	7
74.825	806.74087816945	14.3909415933421	47.79	7
76.27	817.563388991954	16.4320720538956	49	7
77.71	875.386518243664	139.2887338061	50.21	7
79.19	817.872603586888	27.7777299708997	51.42	7
80.655	823.129251700682	21.5120929263298	52.63	7
82.12	829.251700680277	33.2290469165261	53.84	7
83.585	823.129251700681	21.5120929263117	55.05	7
85.035	834.693877551019	21.9644684230754	56.26	7
86.49	828.911564625848	22.4953139643771	57.47	7
87.94	834.693877551023	21.9644684230779	58.68	7
89.38	840.476190476183	19.7981390623624	59.89	7
90.82	840.816326530614	31.3405428565601	61.1	7
92.255	840.816326530615	31.3405428565852	62.31	7
93.695	840.816326530614	31.3405428565583	63.52	7
95.125	846.598639455774	28.6522988961264	64.725	7
96.555	846.598639455791	28.6522988961215	65.935	7
97.98	846.938775510196	37.5107000329835	67.145	7
99.425	852.721088435379	34.2778848635283	68.355	7
100.905	807.006802721088	67.3347065095347	69.565	7
102.325	853.36555674902	42.6430115054106	70.775	7
103.735	858.16326530612	17.2566678829536	71.985	7
105.145	851.020408163261	2.49947932936844	73.19	7
106.56	852.380952380955	24.3476600927694	74.4	7
107.97	858.503401360544	29.5977005684428	75.61	7
109.375	864.285714285715	22.5876975726419	76.82	7
110.7	939.455782312943	197.025405969521	78.03	7
112.11	858.503401360534	29.5977005684438	79.24	7
113.51	864.285714285725	22.5876975726579	80.45	7
114.91	864.285714285706	22.587697572605	81.66	7
116.31	864.285714285715	22.5876975726419	82.87	7
117.7	870.676691729329	23.9305721245816	84.08	7
119.11	858.503401360534	29.597700568461	85.29	7
119.353721881391	867.690058479546	32.4409295815378	85.4651329243354	7

