depth	ECM
0.0463008	
0.0499935	
0.0536862	23.201
0.0573789	21.704
0.0610716	21.606
0.0647642	24.5355
0.068457	27.465
0.0721496	26.611
0.0758352	22.241
0.0795134	18.676
0.0831917	13.11
0.0868701	9.204
0.0905483	11.775
0.0942266	20.385
0.097905	28.344
0.101583	9.138
0.105262	8.129
0.10894	14.314
0.112598	14.037
0.116237	13.012
0.119875	14.314
0.123514	13.11
0.127153	16.674
0.130791	13.728
0.13443	12.817
0.138069	13.3213
0.141707	13.8257
0.145346	14.33
0.148849	19.995
0.152219	9.627
0.155587	6.323
0.158957	4.093
0.162326	4.646
0.165694	4.76
0.169064	2.563
0.172432	0.805
0.175801	1.098
0.179171	1.619
0.182405	2.042
0.185504	4.272
0.188604	3.93
0.191703	5.59
0.194803	4.907
0.197902	5.7615
0.201002	6.616
0.204101	7.4705
0.207201	8.325
0.2103	8.666
0.213498	9.838
0.216794	7.413
0.220089	9.106
0.223385	13.305
0.226681	13.891
0.229977	10.148
0.233273	9.741
0.236568	9.838
0.239864	7.641
0.24316	5.493
0.24658	4.174
0.250124	5.493
0.253668	5.688
0.257212	6.404
0.260756	10.522
0.264299	10.082
0.267843	8.52
0.271387	10.375
0.274931	10.082
0.278475	10.522
0.282143	10.506
0.285935	10.473
0.289727	10.115
0.293519	10.473
0.297311	11.352
0.301103	11.352
0.304895	15.1605
0.308687	18.969
0.312479	30.834
0.316271	31.241
0.319989	19.018
0.323634	24.731
0.327279	24.446
0.330923	24.161
0.333839	23.876
0.356341	23.591
0.359794	23.306
0.363248	23.021
0.366701	22.736
0.370154	12.613
0.373608	11.229
0.377061	7.177
0.380514	5.679
0.383968	7.567
0.387421	9.651
0.390806	6.542
0.394122	6.884
0.397437	3.466
0.400753	6.41733
0.404069	9.36867
0.407384	12.32
0.4107	18.798
0.414016	14.696
0.417331	9.862
0.420647	9.553
0.423957	9.862
0.42726	10.204
0.430563	10.041
0.433866	9.227
0.437169	9.846
0.440473	6.346
0.443776	5.858
0.447079	9.423
0.450382	5.468
0.453685	4.345
0.456982	3.368
0.460273	3.27
0.463564	2.489
0.466854	0.601
0.470145	0
0.473435	0.829
0.476726	0.276
0.480017	0.634
0.483307	2.343
0.486598	4.084
0.489882	7.616
0.49316	1.561
0.496438	0.975
0.499716	7.209
0.502994	7.567
0.506272	8.10967
0.50955	8.65233
0.512828	9.195
0.516106	11.962
0.519384	8.397
0.522656	10.009
0.525921	19.937
0.529187	18.309
0.532452	15.331
0.535718	12.011
0.538983	10.595
0.542249	10.79
0.545514	11.083
0.54878	9.13
0.552045	9.358
0.555304	11.962
0.558558	26.154
0.56181	26.903
0.565064	24.852
0.568317	23.241
0.571569	20.4782
0.574823	17.7155
0.578075	14.9527
0.581329	12.19
0.584581	13.671
0.587832	13.817
0.591079	10.79
0.594326	13.752
0.597573	16.503
0.60082	17.756
0.604068	17.675
0.607315	18.7
0.610562	15.998
0.613809	15.624
0.617056	18.261
0.620303	11.994
0.623549	10.546
0.626795	9.097
0.630041	8.641
0.633287	14.257
0.636534	15.2332
0.63978	16.2093
0.642701	17.1855
0.685212	18.1617
0.688456	19.1378
0.6917	20.114
0.694943	24.427
0.698187	32.76
0.701431	26.412
0.704675	27.877
0.707919	25.924
0.711162	29.733
0.714406	7.662
0.717638	10.787
0.720857	8.80133
0.724077	6.81567
0.727296	4.83
0.730516	3.952
0.733735	5.758
0.736955	1.836
0.740174	3.268
0.743394	6.653
0.746613	11.422
0.749816	14.938
0.753001	13.847
0.756186	14.743
0.759372	14.254
0.762557	14.108
0.765742	7.15
0.768927	11.813
0.772113	12.789
0.775298	17.428
0.778483	22.506
0.781652	11.992
0.784802	10.446
0.787953	8.493
0.791104	3.756
0.794256	3.17
0.797407	4.049
0.800558	4.147
0.803709	1.705
0.806859	1.071
0.81001	3.854
0.813144	5.026
0.816261	5.221
0.819378	6.344
0.822494	3.756
0.825611	3.414
0.828728	2.487
0.831845	1.071
0.834961	8.574
0.838078	14.401
0.841195	20.228
0.844323	24.459
0.847462	23.678
0.850601	23.092
0.853741	18.307
0.85688	19.528
0.860019	20.358
0.863158	20.602
0.866298	19.088
0.869437	21.562
0.872576	31.784
0.875755	15.41
0.878974	10.055
0.882193	8.541
0.885411	9.941
0.88863	8.688
0.891849	5.514
0.895068	5.514
0.898286	6.93
0.901505	7.614
0.904724	5.416
0.907982	4.798
0.91128	4.147
0.914578	4.586
0.917876	6.637
0.921174	2.926
0.924471	10.25
0.927769	6.344
0.931067	3.854
0.934365	5.481
0.937663	11.715
0.941001	12.252
0.944378	13.717
0.947755	14.108
0.951133	21.676
0.95451	22.832
0.957887	26.3965
0.961264	29.961
0.964642	33.102
0.968019	31.8814
0.971396	30.6609
0.974656	29.4403
1.0098	28.2198
1.01343	26.9992
1.01705	25.7787
1.02068	24.5581
1.0243	23.3376
1.02793	22.117
1.03156	27.374
1.03518	28.546
1.03881	31.834
1.04243	30.369
1.04601	21.417
1.04953	19.724
1.05305	18.031
1.05656	14.793
1.06008	15.297
1.0636	12.742
1.06712	11.684
1.07064	12.498
1.07416	12.351
1.07768	17.511
1.08112	19.236
1.08447	9.519
1.08783	20.082
1.09118	18.796
1.09453	16.404
1.09789	12.107
1.10124	10.691
1.10459	13.051
1.10795	5.369
1.1113	6.15
1.11457	5.597
1.11776	3.66
1.12094	2.797
1.12413	4.392
1.12732	1.511
1.1305	2.83
1.13369	3.074
1.13688	9.71875
1.14006	16.3635
1.14325	23.0083
1.14649	29.653
1.14979	27.878
1.15308	24.656
1.15638	23.923
1.15968	26.495
1.16297	23.533
1.16627	23.386
1.16956	20.359
1.17286	23.468
1.17616	22.361
1.17957	23.923
1.18309	23.484
1.18661	20.066
1.19014	18.455
1.19366	13.702
1.19719	12.156
1.20071	14.158
1.20423	20.538
1.20776	15.134
1.21128	9.47
1.21492	2.927
1.21867	4.783
1.22242	13.474
1.22617	14.011
1.22992	14.483
1.23368	16.794
1.23743	18.259
1.24118	10.398
1.24493	11.391
1.24868	12.384
1.25246	13.377
1.25627	11.716
1.26008	10.252
1.26388	10.154
1.26769	8.933
1.2715	11.977
1.2753	12.449
1.27911	16.746
1.28292	20.75
1.28673	18.65
1.2905	17.055
1.29425	21.873
1.298	20.75
1.30175	15.72
1.3055	12.107
1.30924	6.671
1.31299	11.521
