depth	d18O
0.15	-40.0989
0.193	-38.5122
0.236	-36.754
0.279	-35.7964
0.322	-35.1879
0.365	-34.4513
0.407999999999999	-34.2717
0.451	-34.3018
0.494	-33.4029
0.536999999999999	-33.6084
0.58	-34.797
0.623	-37.608
0.665999999999999	-39.56725
0.709	-41.5265
0.752	-40.4255
0.795	-38.7402
0.838	-37.1204
0.881	-36.827
0.923999999999999	-37.0234
0.967	-36.3683
1.01	-35.3466
1.05	-34.5355
1.1	-36.5554
1.14619047619047	-39.8181
1.19238095238095	-42.0256
1.23857142857142	-40.9651
1.2847619047619	-35.0068
1.33095238095238	-34.8747
1.37714285714285	-35.9724
1.42333333333333	-38.5905
1.4695238095238	-40.491
1.51571428571428	-40.4094
1.56190476190476	-39.3253
1.60809523809523	-37.9889
1.65428571428571	-36.4901
1.70047619047619	-33.9423
1.74666666666666	-31.7396
1.79285714285714	-31.329
1.83904761904761	-33.1573
1.88523809523809	-36.1196
1.93142857142857	-36.9815
1.97761904761904	-36.6776
2.02380952380952	-36.2017
2.07	-35.0863
2.12	-36.8844
2.16722222222222	-38.1402
2.21444444444444	-36.7166
2.26166666666666	-35.0401
2.30888888888888	-33.9363
2.35611111111111	-33.857
2.40333333333333	-33.7777
2.45055555555555	-33.1281
2.49777777777777	-33.9354
2.545	-35.6045
2.59222222222222	-37.218
2.63944444444444	-37.9956
2.68666666666666	-37.9236
2.73388888888888	-36.9224
2.78111111111111	-35.2322
2.82833333333333	-33.9815
2.87555555555555	-33.2524
2.92277777777777	-33.1452
2.97	-35.3254
3.01	-35.4352
3.05714285714285	-35.0578
3.10428571428571	-33.9369
3.15142857142857	-32.7324
3.19857142857142	-31.5594
3.24571428571428	-31.7446
3.29285714285714	-32.5668
3.34	-34.4106
3.38714285714285	-36.4273
3.43428571428571	-37.7045
3.48142857142857	-37.9333
3.52857142857142	-35.1366
3.57571428571428	-34.3729
3.62285714285714	-34.1656
3.67	-34.2924
3.71714285714285	-35.155
3.76428571428571	-36.5398
3.81142857142857	-37.1748
3.85857142857142	-37.1426
3.90571428571428	-36.8753
3.95285714285714	-36.2565
4	-32.7175
4.03	-31.4929
4.06592592592592	-31.0679
4.10185185185185	-31.286
4.13777777777777	-31.8038
4.1737037037037	-32.9138
4.20962962962963	-33.9485
4.24555555555555	-34.6657
4.28148148148148	-34.9773
4.3174074074074	-34.9656
4.35333333333333	-34.5405
4.38925925925925	-34.0429
4.42518518518518	-33.7359
4.46111111111111	-34.2107
4.49703703703703	-35.5988
4.53296296296296	-36.8387
4.56888888888888	-38.3928
4.60481481481481	-40.2028
4.64074074074074	-41.2478
