iceDepth	density	weDepth	d18O
21.86	550.000000000008	10.11	-36.1
22.06	611.111111111109	10.22	-37.2
22.24	611.111111111097	10.33	-37
22.42	611.111111111119	10.44	-35.2
22.6	611.111111111109	10.55	-34.6
22.78	588.235294117651	10.66	-34.4
22.95	611.111111111109	10.76	-34.3
23.13	611.111111111119	10.87	-33.1
23.31	314.285714285711	10.98	-31.8
23.66	244.444444444444	11.09	-33
24.11	647.058823529412	11.2	-34.8
24.28	611.111111111109	11.31	-34.9
24.46	588.235294117651	11.42	-33.7
24.63	647.058823529412	11.52	-33
24.8	611.111111111109	11.63	-34.2
24.98	647.058823529416	11.74	-35.1
25.15	647.058823529412	11.85	-35.2
25.32	647.058823529416	11.96	-34.9
25.49	647.058823529402	12.07	-32.9
25.66	647.058823529416	12.18	-32.5
25.83	588.23529411765	12.29	-34.6
26	647.058823529402	12.39	-37
26.17	647.058823529416	12.5	-36.6
26.34	647.058823529412	12.61	-34.8
26.51	647.058823529416	12.72	-34.7
26.68	647.058823529402	12.83	-36.5
26.85	423.076923076931	12.94	-38.3
27.11	624.999999999997	13.05	-35.8
27.27	647.058823529402	13.15	-32.5
27.44	647.058823529416	13.26	-33
27.61	687.500000000007	13.37	-36.6
27.77	647.058823529402	13.48	-37.9
27.94	647.058823529416	13.59	-36.8
28.11	733.333333333331	13.7	-36.5
28.26	588.235294117651	13.81	-37.1
28.43	647.058823529402	13.91	-38.4
28.6	687.500000000007	14.02	-38.7
28.76	611.111111111109	14.13	-37.4
28.94	785.714285714298	14.24	-37
29.08	611.111111111107	14.35	-37.4
29.26	687.499999999996	14.46	-37.2
29.42	625.000000000011	14.57	-36
29.58	687.499999999996	14.67	-35.4
29.74	647.058823529412	14.78	-35.6
29.91	733.333333333337	14.89	-35.4
30.06	647.058823529402	15	-35.5
30.23	733.333333333348	15.11	-35.9
30.38	687.499999999996	15.22	-35.1
30.54	588.235294117639	15.33	-34.5
30.71	733.333333333337	15.43	-36.6
30.86	846.153846153862	15.54	-37.1
30.99	846.153846153825	15.65	-36
31.12	687.499999999996	15.76	-35.6
31.28	687.500000000007	15.87	-35.2
31.44	687.499999999996	15.98	-34.8
31.6	625.000000000008	16.09	-35.2
31.76	687.499999999996	16.19	-36.4
31.92	687.500000000011	16.3	-37.4
32.08	687.499999999981	16.41	-37.6
32.24	733.333333333337	16.52	-37.9
32.39	687.500000000011	16.63	-38.1
32.55	687.500000000003	16.74	-37.9
32.71	733.333333333337	16.85	-37.6
32.86	624.999999999972	16.96	-35.6
33.02	687.500000000033	17.06	-33.8
33.18	687.499999999981	17.17	-35.2
33.34	785.714285714318	17.28	-37.3
33.48	647.058823529402	17.39	-37.7
33.65	733.333333333337	17.5	-37.8
33.8	687.499999999981	17.61	-37.7
33.96	666.666666666683	17.72	-37.6
34.11	687.499999999981	17.82	-37.6
34.27	733.333333333337	17.93	-36.9
34.42	687.500000000011	18.04	-36.3
34.58	733.33333333336	18.15	-38
34.73	687.499999999981	18.26	-38.8
34.89	578.947368421057	18.37	-38.5
35.08	666.666666666659	18.48	-38.6
35.23	687.500000000003	18.58	-37.5
35.39	733.333333333337	18.69	-36.4
35.54	733.333333333337	18.8	-36.7
35.69	687.499999999981	18.91	-37.7
35.85	769.230769230807	19.02	-38.5
35.98	846.153846153825	19.12	-39
36.11	733.333333333337	19.23	-39.1
36.26	733.333333333337	19.34	-37.5
36.41	666.666666666651	19.45	-36.1
36.56	733.333333333337	19.55	-36.3
36.71	785.714285714279	19.66	-37.7
36.85	625.000000000022	19.77	-37.8
37.01	785.714285714279	19.87	-37.7
37.15	733.333333333337	19.98	-38.3
37.3	733.333333333302	20.09	-38.7
37.45	666.666666666683	20.2	-39.2
37.6	733.333333333337	20.3	-38
37.75	785.714285714279	20.41	-37.2
37.89	687.500000000011	20.52	-37.2
38.05	714.285714285722	20.63	-36.8
38.19	733.333333333302	20.73	-36.9
38.34	733.333333333337	20.84	-36.8
38.49	666.666666666683	20.95	-36.5
38.64	785.714285714279	21.05	-36.5
38.78	733.333333333337	21.16	-36
38.93	733.333333333337	21.27	-35.6
39.08	714.285714285722	21.38	-35.5
39.22	733.333333333337	21.48	-35
39.37	846.153846153825	21.59	-34.2
39.5	714.285714285722	21.7	-34
39.64	733.333333333337	21.8	-34.4
39.79	733.333333333337	21.91	-35
39.94	733.333333333302	22.02	-35.7
40.09	714.285714285758	22.13	-35.5
40.23	733.333333333302	22.23	-35.1
40.38	785.714285714279	22.34	-35.2
40.52	714.285714285758	22.45	-34.7
40.66	714.285714285696	22.55	-34.9
40.8	769.230769230765	22.65	-36.1
40.93	1000	22.75	-36.4
41.03	714.285714285696	22.85	-36.7
41.17	769.230769230807	22.95	-36.9
41.3	785.714285714279	23.05	-36.3
41.44	714.285714285722	23.16	-35.2
41.58	769.230769230738	23.26	-33.8
41.71	714.285714285722	23.36	-33.1
41.85	769.23076923078	23.46	-33.7
41.98	714.285714285722	23.56	-34.9
42.12	769.230769230765	23.66	-36.2
42.25	714.285714285696	23.76	-36.8
42.39	769.230769230765	23.86	-36.9
42.52	785.714285714318	23.96	-36.9
42.66	769.230769230765	24.07	-37.2
42.79	769.230769230738	24.17	-36.4
42.92	714.285714285722	24.27	-35.3
43.06	714.285714285696	24.37	-35.8
43.2	769.230769230807	24.47	-37.6
43.33	833.333333333314	24.57	-39.8
43.45	666.666666666659	24.67	-41.5
43.6	769.230769230807	24.77	-41
43.73	714.285714285696	24.87	-39.4
43.87	846.153846153825	24.97	-38.1
44	714.285714285722	25.08	-37.5
44.14	769.230769230765	25.18	-38
44.27	714.285714285732	25.28	-38.6
44.41	526.315789473678	25.38	-37.4
44.6	769.23076923078	25.48	-35.4
44.73	769.230769230765	25.58	-35.1
44.86	833.333333333363	25.68	-36.6
44.98	909.090909090836	25.78	-38
45.09	846.153846153871	25.88	-38.4
45.22	769.230769230765	25.99	-37.9
45.35	714.285714285722	26.09	-37.3
45.49	769.23076923078	26.19	-37.2
45.62	769.230769230765	26.29	-37.6
45.75	769.230769230738	26.39	-38.1
45.88	714.285714285722	26.49	-38.4
46.02	769.230769230807	26.59	-37.5
46.15	769.230769230738	26.69	-36.2
46.28	846.153846153871	26.79	-35.7
46.41	733.333333333325	26.9	-36.5
46.56	785.714285714279	27.01	-36.9
46.7	714.285714285696	27.12	-36.4
46.84	785.714285714318	27.22	-35.5
46.98	733.333333333325	27.33	-35
47.13	785.714285714279	27.44	-35.1
47.27	785.714285714318	27.55	-35.7
47.41	733.333333333302	27.66	-36.7
47.56	785.714285714279	27.77	-36.8
47.7	785.714285714279	27.88	-36.2
47.84	785.714285714344	27.99	-36.8
47.98	733.333333333302	28.1	-38.1
48.13	785.714285714279	28.21	-38.9
48.27	733.333333333337	28.32	-38.5
48.42	550.000000000009	28.43	-38.5
48.62	785.714285714279	28.54	-39
48.76	785.714285714304	28.65	-39
48.9	1000	28.76	-38.4
49.01	785.714285714279	28.87	-37.6
49.15	785.714285714279	28.98	-37.4
49.29	785.714285714279	29.09	-37
49.43	785.714285714279	29.2	-36.5
49.57	785.714285714304	29.31	-37.3
49.71	785.714285714279	29.42	-38.9
49.85	785.714285714279	29.53	-38.9
49.99	785.714285714279	29.64	-37.1
50.13	733.333333333337	29.75	-35.9
50.28	785.714285714279	29.86	-34.7
50.42	846.153846153871	29.97	-34.3
50.55	785.714285714304	30.08	-35.7
50.69	785.714285714279	30.19	-36.5
50.83	733.333333333337	30.3	-36.7
50.98	785.714285714279	30.41	-36.3
51.12	785.714285714279	30.52	-35.8
51.26	846.153846153825	30.63	-35.9
51.39	785.714285714304	30.74	-36.8
51.53	733.333333333337	30.85	-37.9
51.68	785.714285714279	30.96	-38.2
51.82	785.714285714279	31.07	-38
51.96	846.153846153825	31.18	-37.5
52.09	785.714285714318	31.29	-36.7
52.23	785.714285714304	31.4	-36
52.37	578.947368421035	31.51	-35.6
52.56	785.714285714279	31.62	-36.1
52.7	785.714285714279	31.73	-37.4
52.84	846.153846153871	31.84	-37.5
52.97	555.555555555545	31.95	-36.8
53.15	846.153846153825	32.05	-36.6
53.28	769.230769230807	32.16	-36.6
53.41	769.230769230765	32.26	-37.3
53.54	846.153846153825	32.36	-37.5
53.67	833.333333333363	32.47	-37.2
53.79	666.666666666683	32.57	-37.8
53.94	916.666666666627	32.67	-38.2
54.06	769.230769230807	32.78	-37.9
54.19	846.153846153825	32.88	-37.4
54.32	769.230769230765	32.99	-36.7
54.45	769.230769230752	33.09	-37.2
54.58	846.153846153825	33.19	-38.1
54.71	769.230769230765	33.3	-38.1
54.84	769.230769230807	33.4	-38.1
54.97	846.153846153825	33.5	-37.4
55.1	769.230769230807	33.61	-36
55.23	846.153846153825	33.71	-36.3
55.36	769.230769230765	33.82	-37.3
55.49	769.230769230807	33.92	-38.1
55.62	916.666666666627	34.02	-38.5
55.74	769.230769230752	34.13	-38.3
55.87	714.285714285722	34.23	-37.7
56.01	846.153846153825	34.33	-37.4
56.14	769.230769230765	34.44	-37
56.27	916.666666666682	34.54	-36.5
56.39	588.23529411765	34.65	-35.9
56.56	769.230769230807	34.75	-34.9
56.69	785.714285714279	34.85	-34.9
56.83	833.333333333314	34.96	-35.4
56.95	1100.00000000006	35.06	-35.4
57.05	769.230769230765	35.17	-35.4
57.18	846.153846153825	35.27	-36.3
57.31	769.230769230752	35.38	-37.6
57.44	846.15384615388	35.48	-38.2
57.57	769.23076923071	35.59	-38.1
57.7	1000	35.69	-37.1
57.81	666.666666666683	35.8	-35.9
57.96	846.153846153825	35.9	-36.1
58.09	769.230769230807	36.01	-37.4
58.22	846.153846153825	36.11	-38.1
58.35	909.090909090927	36.22	-38.7
58.46	733.333333333337	36.32	-39.5
58.61	769.230769230765	36.43	-39.4
58.74	846.153846153871	36.53	-37.6
58.87	500	36.64	-36.5
59.07	846.153846153825	36.74	-37.3
59.2	769.230769230807	36.85	-38
59.33	846.153846153825	36.95	-38.1
59.46	769.23076923071	37.06	-37.7
59.59	846.153846153926	37.16	-37.5
59.72	846.153846153825	37.27	-38.3
59.85	769.230769230752	37.38	-39
59.98	846.15384615388	37.48	-38.6
60.11	769.23076923071	37.59	-37
60.24	846.153846153871	37.69	-36.3
60.37	769.230769230765	37.8	-37.3
60.5	1222.22222222217	37.9	-37.3
60.59	846.153846153871	38.01	-37.3
60.72	769.230769230765	38.12	-38
60.85	647.058823529402	38.22	-36.3
61.02	846.153846153871	38.33	-33.9
61.15	769.230769230765	38.44	-34.2
61.28	846.153846153871	38.54	-35.5
61.41	833.333333333314	38.65	-37.3
61.53	785.714285714279	38.75	-38.5
61.67	846.153846153871	38.86	-38.1
61.8	833.333333333314	38.97	-37.8
61.92	846.153846153871	39.07	-36.2
62.05	769.230769230765	39.18	-34.2
62.18	846.153846153825	39.28	-34.3
62.31	846.153846153871	39.39	-35.4
62.44	769.230769230765	39.5	-35.6
62.57	846.153846153825	39.6	-35.4
62.7	846.153846153871	39.71	-35
62.83	833.333333333314	39.82	-34.8
62.95	785.714285714279	39.92	-34.8
63.09	769.230769230807	40.03	-35.5
63.22	846.153846153825	40.13	-36.4
63.35	916.666666666682	40.24	-36.4
63.47	769.230769230765	40.35	-37.2
63.6	916.666666666682	40.45	-38.1
63.72	714.285714285671	40.56	-38.1
63.86	846.15384615388	40.66	-38.3
63.99	846.153846153825	40.77	-38.1
64.12	769.230769230752	40.88	-36.9
64.25	846.153846153926	40.98	-36.9
64.38	916.666666666627	41.09	-36.6
64.5	769.230769230752	41.2	-35.5
64.63	846.153846153779	41.3	-36
64.76	769.230769230807	41.41	-36.6
64.89	846.153846153871	41.51	-37.4
65.02	916.666666666627	41.62	-37.8
65.14	769.230769230807	41.73	-37.2
65.27	769.230769230723	41.83	-35.4
65.4	916.666666666736	41.93	-35.2
65.52	769.230769230723	42.04	-35.4
65.65	846.153846153871	42.14	-35
65.78	833.333333333314	42.25	-34.6
65.9	846.153846153871	42.35	-34.3
66.03	769.230769230807	42.46	-34.7
66.16	916.666666666627	42.56	-35.8
66.28	769.230769230807	42.67	-36.2
66.41	916.666666666627	42.77	-35.2
66.53	769.230769230752	42.88	-34.9
66.66	846.153846153833	42.98	-35.7
66.79	833.333333333353	43.09	-37.6
66.91	846.153846153779	43.19	-38.2
67.04	769.230769230807	43.3	-36.1
67.17	916.666666666627	43.4	-35.4
67.29	769.230769230807	43.51	-36.6
67.42	916.666666666627	43.61	-37.2
67.54	769.230769230807	43.72	-36.7
67.67	846.153846153871	43.82	-36.6
67.8	833.333333333314	43.93	-36.8
67.92	846.153846153871	44.03	-37.3
68.05	833.333333333314	44.14	-37.4
68.17	846.153846153871	44.24	-36.5
68.3	769.230769230723	44.35	-35.3
68.43	916.666666666736	44.45	-36.4
68.55	769.230769230668	44.56	-38.3
68.68	916.666666666795	44.66	-37.3
68.8	769.230769230668	44.77	-35.7
68.93	916.666666666736	44.87	-35.7
69.05	769.230769230723	44.98	-37.3
69.18	846.153846153871	45.08	-39.3
69.31	833.333333333314	45.19	-38.8
69.43	846.153846153871	45.29	-38
69.56	833.333333333314	45.4	-37.4
69.68	846.153846153871	45.5	-37
69.81	833.333333333314	45.61	-36.2
69.93	846.153846153871	45.71	-35
70.06	833.333333333314	45.82	-35.1
70.18	846.153846153871	45.92	-35.8
70.31	833.333333333314	46.03	-36.3
70.43	846.153846153871	46.13	-36.6
70.56	833.333333333314	46.24	-36
70.68	846.153846153871	46.34	-36.4
70.81	833.333333333255	46.45	-37
70.93	846.153846153871	46.55	-36.8
71.06	833.333333333314	46.66	-37.3
71.18	846.153846153871	46.76	-37.6
71.31	833.333333333314	46.87	-37.2
71.43	785.714285714358	46.97	-36.3
71.57	833.333333333314	47.08	-35.9
71.69	846.153846153871	47.18	-37.2
71.82	833.333333333314	47.29	-38.5
71.94	846.153846153871	47.39	-39.4
72.07	833.333333333314	47.5	-38.9
72.19	846.153846153871	47.6	-37.1
72.32	833.333333333314	47.71	-36
72.44	916.666666666627	47.81	-36.4
72.56	769.230769230807	47.92	-37.3
72.69	916.666666666627	48.02	-37.2
72.81	769.230769230752	48.13	-35.7
72.94	687.500000000056	48.23	-34.3
73.1	833.333333333255	48.34	-35.6
73.22	846.153846153871	48.44	-37
73.35	833.333333333314	48.55	-37.5
73.47	846.153846153871	48.65	-37.7
73.6	833.333333333314	48.76	-37.1
73.72	916.666666666627	48.86	-37.5
73.84	769.230769230807	48.97	-38.8
73.97	916.666666666627	49.07	-37.6
74.09	769.230769230807	49.18	-35.9
74.22	916.666666666627	49.28	-36.2
74.34	769.230769230807	49.39	-35.8
74.47	916.666666666627	49.49	-35.1
74.59	833.333333333412	49.6	-35.1
74.71	846.153846153779	49.7	-34.9
74.84	833.333333333353	49.81	-35.4
74.96	846.153846153833	49.91	-36.8
75.09	833.333333333353	50.02	-36.8
75.21	916.666666666627	50.12	-36.1
75.33	769.230769230807	50.23	-36.1
75.46	916.666666666627	50.33	-36.9
75.58	833.333333333314	50.44	-37.9
75.7	846.153846153871	50.54	-37.9
75.83	833.333333333314	50.65	-37.9
75.95	916.666666666736	50.75	-38.2
76.07	769.230769230723	50.86	-38
76.2	916.666666666736	50.96	-37.5
76.32	833.333333333314	51.07	-36.2
76.44	785.714285714279	51.17	-35.8
76.58	833.333333333314	51.28	-36.8
76.7	846.153846153871	51.38	-37
76.83	833.333333333314	51.49	-36.3
76.95	916.666666666736	51.59	-35.8
77.07	769.230769230668	51.7	-35.4
77.2	916.666666666736	51.8	-35.2
77.32	833.333333333314	51.91	-35.1
77.44	846.153846153871	52.01	-35.1
77.57	833.333333333314	52.12	-35.7
77.69	916.666666666627	52.22	-35.9
77.81	769.230769230807	52.33	-36.1
77.94	714.285714285722	52.43	-36.3
78.08	846.153846153871	52.53	-36.1
78.21	833.333333333314	52.64	-35.8
78.33	916.666666666627	52.74	-36
78.45	769.230769230807	52.85	-36.3
78.58	916.666666666627	52.95	-36.3
78.7	833.333333333353	53.06	-36.9
78.82	916.666666666686	53.16	-36.8
78.94	714.285714285671	53.27	-36.4
79.08	916.666666666627	53.37	-36
79.2	769.230769230807	53.48	-35.5
79.33	916.666666666627	53.58	-35.7
79.45	833.333333333412	53.69	-36.6
79.57	916.666666666627	53.79	-36.4
79.69	769.230769230807	53.9	-35
79.82	916.666666666627	54	-34.2
79.94	833.333333333314	54.11	-35.5
80.06	916.666666666627	54.21	-38
80.18	769.230769230807	54.32	-39.1
80.31	833.333333333314	54.42	-38.8
80.43	1000	54.52	-37.4
80.54	833.333333333353	54.63	-36
80.66	833.333333333314	54.73	-35.6
80.78	833.333333333314	54.83	-37.1
80.9	769.230769230807	54.93	-38.6
81.03	833.333333333314	55.03	-38
81.15	909.090909090862	55.13	-37.1
81.26	833.333333333412	55.23	-36.9
81.38	833.333333333314	55.33	-37.5
81.5	833.333333333314	55.43	-38.6
81.62	909.090909090927	55.53	-39.5
81.73	833.333333333353	55.63	-38.7
81.85	916.666666666686	55.73	-37.4
81.97	833.333333333255	55.84	-37.1
82.09	909.090909090927	55.94	-37
82.2	833.333333333412	56.04	-36.7
82.32	833.333333333314	56.14	-36.7
82.44	833.333333333314	56.24	-36.6
82.56	909.090909090862	56.34	-37
82.67	833.333333333314	56.44	-38.1
82.79	833.333333333412	56.54	-38.4
82.91	833.333333333314	56.64	-38.1
83.03	909.090909090927	56.74	-37.9
83.14	833.333333333255	56.84	-36.8
83.26	833.333333333412	56.94	-35.9
83.38	1000	57.04	-35.4
83.49	833.333333333314	57.15	-35.2
83.61	833.333333333314	57.25	-35.4
83.73	833.333333333412	57.35	-36.3
83.85	909.090909090862	57.45	-36.9
83.96	833.333333333314	57.55	-36.6
84.08	833.333333333314	57.65	-36.5
84.2	909.090909090927	57.75	-36.4
84.31	833.333333333314	57.85	-36.7
84.43	909.090909090862	57.95	-37.2
84.54	833.333333333412	58.05	-37.2
84.66	833.333333333314	58.15	-36.7
84.78	916.666666666627	58.25	-36.7
84.9	909.090909090927	58.36	-37
85.01	833.333333333412	58.46	-36.9
85.13	833.333333333255	58.56	-37.1
85.25	833.333333333314	58.66	-37
85.37	909.090909090927	58.76	-38
85.48	909.090909090927	58.86	-39
85.59	833.333333333412	58.96	-36.5
85.71	833.333333333255	59.06	-33.4
85.83	909.090909090927	59.16	-33.5
85.94	833.333333333314	59.26	-34.6
86.06	833.333333333314	59.36	-34.8
86.18	909.090909090927	59.46	-35.9
86.29	916.666666666736	59.56	-36.6
86.41	833.333333333314	59.67	-37.1
86.53	909.090909090862	59.77	-36.8
86.64	833.333333333314	59.87	-35.9
86.76	833.333333333412	59.97	-35.4
86.88	909.090909090927	60.07	-35.2
86.99	833.333333333314	60.17	-35.2
87.11	833.333333333255	60.27	-34.9
87.23	909.090909090927	60.37	-33.8
87.34	833.333333333412	60.47	-32.7
87.46	833.333333333314	60.57	-32.8
87.58	909.090909090927	60.67	-34.4
87.69	833.333333333255	60.77	-35.3
87.81	916.666666666627	60.87	-35.6
87.93	909.090909090927	60.98	-35.9
88.04	833.333333333412	61.08	-35.9
88.16	833.333333333314	61.18	-36.2
88.28	909.090909090927	61.28	-36.7
88.39	833.333333333255	61.38	-36.4
88.51	909.090909090927	61.48	-35.8
88.62	833.333333333412	61.58	-36.1
88.74	833.333333333314	61.68	-36.8
88.86	909.090909090927	61.78	-36.8
88.97	833.333333333255	61.88	-36.6
89.09	909.090909090927	61.98	-37.1
89.2	916.666666666736	62.08	-38
89.32	833.333333333314	62.19	-38.5
89.44	909.090909090927	62.29	-38.6
89.55	833.333333333314	62.39	-39
89.67	833.333333333314	62.49	-38.6
89.79	909.090909090862	62.59	-36.8
89.9	833.333333333412	62.69	-35.3
90.02	909.090909090927	62.79	-34.9
90.13	833.333333333314	62.89	-35.4
90.25	833.333333333314	62.99	-36.2
90.37	909.090909090862	63.09	-36.4
90.48	833.333333333412	63.19	-37.1
90.6	833.333333333314	63.29	-38.5
90.72	1000	63.39	-38.7
90.83	833.333333333314	63.5	-38
90.95	909.090909090927	63.6	-37.6
91.06	833.333333333255	63.7	-38
91.18	833.333333333412	63.8	-38.9
91.3	909.090909090927	63.9	-38.2
91.41	833.333333333255	64	-37.4
91.53	909.090909090991	64.1	-37.9
91.64	833.333333333255	64.2	-38
91.76	833.333333333471	64.3	-37.6
91.88	909.090909090862	64.4	-37.8
91.99	833.333333333255	64.5	-38.3
92.11	1000	64.6	-38.1
92.22	833.333333333373	64.71	-37.7
92.34	909.090909090862	64.81	-37.5
92.45	833.333333333471	64.91	-37.9
92.57	833.333333333255	65.01	-38.4
92.69	909.090909090862	65.11	-37.9
92.8	833.333333333373	65.21	-37.2
92.92	909.090909090862	65.31	-36.7
93.03	833.333333333373	65.41	-36.5
93.15	909.090909090862	65.51	-36.6
93.26	833.333333333353	65.61	-36.4
93.38	833.333333333373	65.71	-35.8
93.5	909.090909090862	65.81	-35.7
93.61	916.666666666627	65.91	-35.9
93.73	909.090909090991	66.02	-36.2
93.84	833.333333333353	66.12	-36.9
93.96	909.090909090862	66.22	-36.9
94.07	833.333333333373	66.32	-37.3
94.19	833.333333333255	66.42	-37.6
94.31	909.090909090991	66.52	-37.3
94.42	833.333333333255	66.62	-37.5
94.54	909.090909090862	66.72	-37.8
94.65	833.333333333471	66.82	-37.1
94.77	909.090909090862	66.92	-36.8
94.88	833.333333333373	67.02	-37.5
95	1000	67.12	-36.8
95.11	833.333333333255	67.23	-35.9
95.23	833.333333333471	67.33	-36.1
95.35	909.090909090862	67.43	-36.5
95.46	833.333333333255	67.53	-36.6
95.58	909.090909090991	67.63	-36.8
95.69	833.333333333255	67.73	-36.7
95.81	909.090909090991	67.83	-35.9
95.92	833.333333333255	67.93	-35.6
96.04	909.090909090862	68.03	-36.4
96.15	833.333333333471	68.13	-37.5
96.27	909.090909090862	68.23	-37.5
96.38	833.333333333373	68.33	-38
96.5	1000	68.43	-39.2
96.61	833.333333333255	68.54	-39.5
96.73	833.333333333353	68.64	-38.4
96.85	909.090909090991	68.74	-37.1
96.96	833.333333333255	68.84	-36.5
97.08	909.090909090991	68.94	-36.4
97.19	833.333333333255	69.04	-36.6
97.31	909.090909090862	69.14	-37.2
97.42	833.333333333373	69.24	-37.5
97.54	909.090909090862	69.34	-37.4
97.65	833.333333333471	69.44	-37.3
97.77	909.090909090862	69.54	-36.7
97.88	833.333333333255	69.64	-35.8
98	1000	69.74	-35.3
98.11	833.333333333373	69.85	-35.2
98.23	909.090909090862	69.95	-36.1
98.34	833.333333333471	70.05	-36.7
98.46	909.090909090862	70.15	-36.2
98.57	833.333333333255	70.25	-35.8
98.69	909.090909090991	70.35	-36.4
98.8	833.333333333255	70.45	-37.5
98.92	909.090909090991	70.55	-37.7
99.03	833.333333333255	70.65	-37.5
99.15	909.090909090862	70.75	-37.3
99.26	833.333333333471	70.85	-37.1
99.38	1000	70.95	-36.9
99.49	833.333333333255	71.06	-37.6
99.61	909.090909090991	71.16	-38
99.72	833.333333333255	71.26	-37.7
99.84	909.090909090862	71.36	-36.9
99.95	833.333333333471	71.46	-36.3
100.07	909.090909090745	71.56	-36.2
100.18	833.333333333471	71.66	-36.7
100.3	909.090909090862	71.76	-37.3
100.41	833.333333333255	71.86	-36.6
100.53	909.090909090991	71.96	-36.1
100.64	833.333333333255	72.06	-36.9
100.76	909.090909090991	72.16	-38.1
100.87	916.666666666736	72.26	-37.9
100.99	909.090909090862	72.37	-36.9
101.1	833.333333333255	72.47	-37.3
101.22	909.090909090991	72.57	-38.2
101.33	833.333333333255	72.67	-37.8
101.45	909.090909090991	72.77	-36.6
101.56	833.333333333255	72.87	-37.1
101.68	909.090909090862	72.97	-38.1
101.79	833.333333333471	73.07	-38.4
101.91	909.090909090862	73.17	-38.2
102.02	833.333333333373	73.27	-37.3
102.14	909.090909090862	73.37	-36.4
102.25	916.666666666627	73.47	-36
102.37	909.090909090991	73.58	-36.6
102.48	833.333333333353	73.68	-37.4
102.6	909.090909090862	73.78	-36.9
102.71	833.333333333373	73.88	-36.1
102.83	909.090909090862	73.98	-35.3
102.94	909.090909090991	74.08	-35.5
