depth	d18O
0.12	-32.8206
0.18	-29.5094
0.24	-30.8454
0.3	-31.6142
0.36	-32.383
0.46	-33.3835
0.52	-33.2459
0.58	-35.3318
0.64	-34.1811
0.7	-33.0304
0.76	-31.8797
0.82	-30.729
0.87	-32.7936
0.94	-33.72015
1	-34.6467
1.06	-36.6855
1.12	-35.0208
1.2	-31.9899
1.3	-38.0333
1.375	-36.4647
1.45	-30.2858
1.51	-28.1769
1.58	-36.6948
1.65	-32.3035
1.72	-31.9102
1.79	-30.9475
1.85	-33.6367
2	-36.3259
2.06	-33.8596
2.12	-30.914
2.18	-29.92
2.24	-29.8995
2.3	-30.4456
2.36	-30.9236
2.44	-33.4064
2.5	-34.2049
2.56	-34.9396
2.62	-33.4649
2.68	-31.4284
2.74	-29.8509
2.8	-30.12145
3	-30.392
3.07	-31.8397
3.12	-34.1468
3.16999999999999	-36.3809
3.25	-37.0204
3.29999999999999	-37.5948
3.34999999999999	-36.8073
3.39999999999999	-35.6936
3.44999999999999	-33.4585
3.49999999999999	-32.8631
3.54999999999999	-33.0636
3.59999999999999	-33.5697
3.64999999999999	-33.1598
3.69999999999999	-32.7499
3.74999999999999	-32.4055
4	-32.0611
4.05	-30.8621
4.1	-31.4061
4.14999999999999	-31.473
4.19999999999999	-31.7228
4.24999999999999	-31.9726
4.29999999999999	-32.6174
4.34999999999999	-33.6085
4.39999999999999	-36.3982
4.44999999999999	-33.3716
4.49999999999999	-33.7261
4.56499999999999	-34.6043
4.61499999999999	-36.4905
4.66499999999999	-37.1169
4.71499999999999	-36.4333
4.76499999999999	-34.7377
4.85499999999999	-34.71705
5	-34.6964
5.04	-35.5998
5.08	-35.6731
5.12	-35.3999
5.16	-35.483
5.2	-35.2498
5.24	-34.833
5.28	-34.3741
5.32	-33.0794
5.36	-33.3234
5.4	-33.9459
5.45	-33.8377
5.49	-33.6662
5.53	-33.3929
5.57	-33.2774
5.61	-33.4013
5.65	-33.729
5.69	-33.9909
5.73	-34.4883
5.77	-35.0911
5.81	-35.415
5.88	-34.79185
6	-34.1687
6.04	-33.7479
6.08	-32.8691
6.12	-32.8254
6.16	-32.1121
6.2	-31.6546
6.24	-31.9952
6.28	-31.1229
6.32	-31.0818
6.36	-31.3813
6.4	-31.8956
6.45	-32.7051
6.51	-33.9996
6.55	-34.4882
6.59	-34.2151
6.63	-33.4108
6.67	-32.9642
6.71	-32.4174
6.75	-32.4177
6.79	-32.4688
6.83	-32.4276
6.87	-32.2524
6.92	-32.5509
6.97	-34.1073
7	-35.6637
7.04	-36.7627
7.08	-37.3624
7.12	-37.405
7.16	-36.648
7.2	-35.5427
7.24	-34.4685
7.28	-33.4395
7.32	-32.86
7.36	-33.088
7.4	-33.088
7.46	-34.3294
7.5	-34.5386
7.54	-34.265
7.58	-29.6456
7.62	-32.9498
7.66	-32.3801
7.7	-32.0084
7.74	-31.8944
7.78	-33.7208
7.82	-32.3467
7.865	-32.41595
8	-32.4852
8.03999999999999	-32.8683
8.07999999999999	-33.1781
