iceDepth	density	STD	weDepth	N_Ave
2.705	376.958158492766	21.0294369392847	0.985	11
7.245	432.626654995076	21.4202420923021	2.805	11
11.25	480.583142347848	19.4118176461941	4.615	11
14.91	515.856882609082	16.5082084989134	6.435	11
18.295	558.969321371991	19.2513097230467	8.245	11
21.5	574.22749664129	18.6703207922349	10.055	11
24.615	595.752268166061	21.7757351761655	11.875	11
27.66	627.572299986093	21.3560703729723	13.73	11
30.735	647.484699208837	18.7450643128833	15.685	11
33.785	663.419913419913	10.2671352602885	17.685	11
36.75	685.055685055685	14.4947615432664	19.68	11
39.64	699.357679357679	12.8957266721703	21.68	11
42.47	716.923076923077	12.2901973559789	23.68	11
45.24	727.482517482517	19.6584359839545	25.68	11
47.97	740.909090909092	16.2114131819356	27.68	11
50.65	751.969696969696	15.6479285397445	29.675	11
53.305	758.484848484849	15.8982647146352	31.685	11
55.945	771.080368906455	19.500342708319	33.7	11
58.55	784.25559947299	30.2394145219326	35.72	11
61.065	786.514210427256	22.0814544305756	37.695	11
63.47	793.781975600154	26.3983913583245	39.595	11
65.83	804.60448642267	23.6225874828207	41.475	11
68.17	803.817394726486	23.2991107683975	43.365	11
70.5	818.181818181818	18.3664099009608	45.25	11
72.805	817.532467532467	17.0570461513854	47.135	11
75.1	825.757575757579	28.9088692072154	49.02	11
77.385	828.787878787876	28.6336721976726	50.905	11
79.65	833.333333333335	34.9189951077691	52.79	11
81.91	835.930735930737	20.061093698232	54.675	11
84.155	844.372294372295	31.9159495677077	56.56	11
86.39	843.506493506489	25.1380625817275	58.445	11
88.62	851.731601731603	27.3756047684182	60.33	11
90.835	850.865800865799	19.3768284132678	62.215	11
93.04	859.09090909091	19.2847303960062	64.1	11
95.24	854.545454545458	14.3739893644051	65.985	11
97.435	863.157894736843	21.5257835008498	67.87	11
99.63	863.636363636359	22.2680885707563	69.765	11
101.825	867.7033492823	23.4596185112555	71.66	11
104.01	867.464114832534	31.0820703711432	73.56	11
106.19	871.770334928229	23.9114802616528	75.455	11
108.365	871.531100478468	31.4554639500283	77.35	11
110.535	875.837320574164	23.66607976462	79.245	11
112.705	880.14354066986	30.8807104511668	81.145	11
114.865	875.837320574152	37.6837925623491	83.04	11
117.02	880.143540669861	30.8807104511841	84.935	11
119.175	884.210526315795	29.5607054375907	86.83	11
121.325	879.186602870812	37.7278112664418	88.73	11
123.43	889.154704944177	26.4617179473563	90.585	11
125.505	884.104199893675	19.9202487987246	92.425	11
127.575	889.420520999474	34.2995425320847	94.255	11
129.64	889.154704944165	26.4617179473603	96.095	11
131.71	884.635832004261	36.8037663770304	97.93	11
133.775	893.673577884097	30.9010449713801	99.765	11
135.835	889.154704944175	40.6203115255336	101.605	11
137.895	893.939393939396	37.7982579433627	103.435	11
139.955	897.926634768751	26.4029081166299	105.275	11
142.005	889.154704944176	40.6203115255513	107.11	11
144.06	898.458266879315	40.4983649533856	108.945	11
146.11	893.673577884112	43.6424308676271	110.785	11
148.16	898.458266879315	40.4983649533856	112.615	11
150.21	893.40776182881	37.8244197901305	114.455	11
152.26	902.71132376396	36.6286422303838	116.285	11
154.3	897.926634768744	26.4029081166181	118.125	11
156.345	897.66081871344	34.2809972251674	119.96	11
158.39	902.445507708671	29.5378934249761	121.795	11
160.43	897.660818713453	34.2809972252174	123.635	11
162.47	902.977139819236	42.5521609198698	125.465	11
164.51	902.71132376396	36.6286422304036	127.305	11
166.545	897.660818713446	34.2809972252099	129.14	11
168.585	902.711323763963	36.6286422304679	130.975	11
170.625	901.91387559809	29.7238931387206	132.815	11
172.655	902.711323763947	36.6286422303988	134.645	11
172.873485607009	907.685881370088	35.9425643513794	134.816038798498	11

