iceDepth	density	STD	weDepth	N_Ave
2.33	331.2823053777	22.89846945186	0.745	12
6.195	394.868612587374	21.9584633807235	2.125	12
9.515	442.846289512956	24.702306070205	3.505	12
12.515	482.626811594203	18.8784718594472	4.88	12
15.285	517.127799736495	26.1852528515844	6.26	12
17.885	547.637085137086	21.7548545157155	7.64	12
20.355	571.09440267335	24.968879136198	9.02	12
22.71	593.201754385965	25.1601136191465	10.39	12
24.98	616.959064327485	15.0520908493999	11.76	12
27.17	634.330925352597	25.1444693730052	13.13	12
29.305	654.411764705883	31.2065837496458	14.5	12
31.39	668.572984749456	32.963321149387	15.875	12
33.42	681.678921568627	25.535743031942	17.245	12
35.415	696.384803921569	42.3847348977708	18.615	12
37.38	709.252450980392	24.8199585595407	19.995	12
39.35	714.154411764706	29.9478187213219	21.4	12
41.325	733.76225490196	23.4189701516983	22.825	12
43.25	742.116013071894	46.0446129606323	24.245	12
45.12	751.388888888892	23.032116599695	25.635	12
46.96	754.513888888887	35.4149645560577	27.025	12
48.78	768.055555555558	32.2449632395753	28.405	12
50.58	771.428571428571	40.9634536525782	29.795	12
52.365	786.11111111111	43.0093563856696	31.175	12
54.13	790.476190476192	39.9829895803483	32.565	12
55.88	793.253968253969	26.1152117202808	33.95	12
57.6	794.841269841265	40.6140664493212	35.32	12
59.29	809.523809523809	33.6717514850675	36.67	12
60.965	808.608058608062	32.4930311340833	38.03	12
62.635	814.560439560438	34.2489618222731	39.38	12
64.295	819.139194139196	43.7528691150278	40.74	12
65.945	831.043956043957	58.2402463692287	42.09	12
67.58	824.175824175825	43.0889756630806	43.45	12
69.22	835.164835164838	40.2513937286368	44.805	12
70.85	835.16483516483	40.2513937286422	46.165	12
72.48	841.575091575096	47.0432217547155	47.53	12
74.1	840.659340659339	46.837772353649	48.895	12
75.72	852.106227106226	48.7567494005718	50.255	12
77.33	846.153846153846	52.028837770474	51.625	12
78.935	858.058608058609	59.5097193804914	52.985	12
80.53	850.732600732598	39.9271599937139	54.355	12
82.13	862.637362637367	48.1618820230817	55.715	12
83.715	856.227106227104	44.6845161126514	57.085	12
85.305	860.805860805861	28.1360650104888	58.445	12
86.885	868.131868131867	50.9045498523132	59.805	12
88.46	866.300366300362	32.9161186000213	61.175	12
90.03	867.673992673997	42.7053250064946	62.535	12
91.605	871.79487179487	36.2618862146985	63.905	12
93.17	873.168498168504	45.1675050977129	65.265	12
94.735	871.794871794871	36.2618862147062	66.635	12
96.295	871.794871794871	36.2618862147061	67.995	12
97.85	884.081196581193	37.9649506650422	69.36	12
99.405	871.794871794869	36.2618862146715	70.725	12
99.5647615262321	891.025641025653	36.7123617007344	70.8393402225755	12

