iceDepth	density	STD	weDepth	N_Ave
11.015	466.228070175439	18.4471410919414	4.145	12
13.31	491.471734892787	23.0375938015081	5.24	12
15.475	516.884531590414	18.2360229224221	6.33	12
17.58	545.51334422658	21.8450022386335	7.445	12
19.665	567.538126361656	22.4570023181814	8.6	12
21.705	585.78431372549	36.1882918142986	9.775	12
23.675	606.617647058824	32.780431066412	10.95	12
25.585	628.472222222221	34.8954014622211	12.12	12
27.445	637.152777777778	44.5677001840051	13.295	12
29.26	653.968253968255	33.7464946436061	14.47	12
31.035	671.031746031747	31.0717073108772	15.64	12
32.775	678.968253968253	38.6594299532993	16.81	12
34.46	693.681318681319	46.9517738294621	17.97	12
36.115	708.791208791209	51.7379007026575	19.12	12
37.735	712.912087912088	37.1387522928463	20.27	12
39.32	719.780219780219	35.466880459762	21.41	12
40.88	736.111111111113	46.9478045784643	22.54	12
42.425	736.874236874236	53.3673221317608	23.68	12
43.995	753.663003663004	27.4572607153298	24.845	12
45.565	756.410256410261	28.6675381730743	26.03	12
47.12	761.217948717946	21.4408464106636	27.21	12
48.655	770.299145299147	35.1916006239394	28.385	12
50.15	781.517094017094	46.9933687617258	29.54	12
51.605	775.106837606836	53.0838859891861	30.68	12
53.065	793.269230769228	40.3833434883073	31.82	12
54.515	793.803418803425	49.0872008874431	32.965	12
55.925	802.398989898987	30.5323290134646	34.09	12
57.275	806.818181818179	25.4098633806813	35.175	12
58.615	806.818181818183	25.4098633806735	36.255	12
59.95	812.5	18.8444590361146	37.335	12
61.28	812.5	18.8444590361146	38.415	12
62.605	825.757575757578	25.1259453814849	39.5	12
63.92	825.000000000002	22.6133508433382	40.585	12
65.23	824.999999999996	22.6133508432992	41.665	12
66.535	831.818181818182	30.4918360568089	42.745	12
67.835	838.636363636359	35.428311973	43.825	12
69.125	831.818181818189	30.4918360568186	44.905	12
70.42	848.106060606049	62.6123874739821	45.99	12
71.705	845.454545454543	38.5694607919976	47.075	12
72.985	845.45454545455	38.5694607920029	48.155	12
74.265	852.272727272729	40.336907612058	49.235	12
75.535	852.272727272728	40.3369076120349	50.315	12
76.805	852.272727272729	40.336907612058	51.395	12
78.07	867.424242424242	55.8503427895981	52.48	12
79.33	859.090909090903	40.9090909090597	53.565	12
80.59	859.090909090913	40.9090909090591	54.645	12
81.845	859.090909090908	40.9090909090657	55.725	12
83.1	865.90909090909	40.3369076120446	56.805	12
84.35	873.484848484845	39.1821228514438	57.885	12
85.6	872.727272727281	38.5694607919971	58.975	12
86.84	865.90909090909	40.3369076120446	60.055	12
88.085	872.727272727265	38.5694607919972	61.135	12
89.325	872.727272727275	38.569460791993	62.215	12
90.565	879.545454545456	35.4283119729925	63.295	12
91.795	881.060606060608	52.0195890912284	64.38	12
93.035	879.545454545453	35.4283119730528	65.465	12
94.265	879.54545454545	35.4283119730018	66.545	12
95.495	880.303030303037	35.9509409627237	67.63	12
96.77	878.787878787883	56.6917785874766	68.75	12
98.075	885.606060606055	53.8412027613002	69.9	12
99.375	885.606060606068	53.8412027612894	71.05	12
100.68	893.181818181818	50.0860141699193	72.2	12
101.975	885.606060606059	53.8412027613238	73.355	12
103.275	886.363636363631	65.6079851351758	74.505	12
104.575	893.939393939404	72.6641139895838	75.655	12
105.865	884.848484848492	38.6289357090441	76.805	12
107.16	893.18181818181	62.3379441732572	77.955	12
108.45	892.424242424241	49.9080881575586	79.11	12
109.74	892.424242424242	49.908088157598	80.26	12
111.03	892.424242424241	49.9080881575645	81.41	12
112.32	899.242424242428	44.6069972728071	82.56	12
113.6	901.515151515154	69.0184362056078	83.71	12
114.89	900.757575757567	68.9810064221522	84.865	12
116.17	893.939393939393	72.6641139895816	86.015	12
117.455	900.000000000004	58.091786402083	87.165	12
118.735	900.757575757569	68.9810064221681	88.315	12
120.015	900.757575757592	68.9810064221996	89.47	12
121.295	900.757575757568	68.9810064221694	90.62	12
122.58	898.484848484853	24.5716283942714	91.77	12
123.855	900.000000000004	58.0917864020661	92.92	12
125.135	899.99999999999	58.0917864020102	94.07	12
126.415	916.666666666671	78.3642457029801	95.22	12
127.685	899.242424242425	44.6069972727694	96.375	12
128.965	908.333333333331	74.2694755911947	97.525	12
130.235	900.757575757571	68.9810064221839	98.675	12
131.515	906.8181818182	52.6337990687282	99.825	12
132.785	899.999999999993	58.09178640204	100.98	12
134.06	909.090909090902	82.9882662886464	102.13	12
135.33	909.090909090914	82.9882662887185	103.28	12
136.6	909.09090909092	82.9882662887046	104.43	12
137.875	916.666666666655	78.3642457029235	105.58	12
139.145	909.090909090894	82.9882662885634	106.735	12
140.41	908.333333333347	74.2694755911697	107.885	12
141.68	907.575757575745	64.3716538977691	109.035	12
142.95	906.060606060619	37.3600848663923	110.185	12
144.22	906.060606060592	37.3600848664981	111.335	12
145.49	909.090909090917	82.9882662887692	112.49	12
146.76	914.393939393948	58.6179596832057	113.64	12
148.02	906.818181818172	52.6337990687508	114.79	12
149.29	908.33333333335	74.2694755911817	115.94	12
149.406708333333			116.0341	12

