iceDepth	density	STD	weDepth	N_Ave
18.04	569.892473118279	15.2065974448747	8.175	3
18.965	571.684587813622	21.3675391552538	8.7	3
19.87	577.777777777778	15.7134840263658	9.225	3
20.77	584.291187739463	13.6755312625092	9.745	3
21.655	590.80459770115	6.50213132125379	10.265	3
22.53	609.195402298851	16.255328303134	10.785	3
23.4	605.090311986864	26.7051822123029	11.31	3
24.255	612.06896551724	23.3882094141982	11.835	3
25.105	612.06896551724	23.388209414192	12.355	3
25.95	626.543209876546	14.7427279517694	12.875	3
26.78	638.888888888889	24.4619603292396	13.395	3
27.605	634.47971781305	24.5413052029541	13.92	3
28.43	631.05880921973	9.10608929192812	14.445	3
29.27	654.761904761903	16.8358757425345	14.985	3
30.11	654.761904761903	16.8358757425349	15.53	3
30.95	650.793650793653	11.2239171616895	16.08	3
31.775	663.139329805995	28.683343857658	16.625	3
32.6	658.730158730162	11.223917161696	17.17	3
33.42	679.012345679007	17.4594266959564	17.715	3
34.23	679.012345679011	17.4594266959533	18.26	3
35.035	675.213675213681	12.0872954048971	18.81	3
35.835	687.55935422602	15.4886100952425	19.355	3
36.63	683.760683760688	12.0872954048854	19.9	3
37.42	696.581196581188	26.3436495853403	20.445	3
38.21	692.307692307701	6.43737908060348E-12	20.99	3
38.99	705.1282051282	18.1309431073345	21.535	3
39.765	714.358974358973	16.2005835886546	22.08	3
40.54	701.538461538464	13.0542790372876	22.63	3
41.305	714.871794871793	31.9104598689263	23.175	3
42.075	710.769230769231	13.0542790372876	23.72	3
42.835	723.58974358974	5.07666407005333	24.265	3
43.595	724.102564102567	27.7871121726039	24.81	3
44.35	719.999999999999	0	25.36	3
45.1	733.333333333334	18.8561808316442	25.905	3
45.85	729.999999999997	14.142135623728	26.45	3
46.59	733.333333333334	18.8561808316442	26.995	3
47.335	730.000000000004	14.1421356237385	27.54	3
48.075	753.888888888886	29.386735900974	28.085	3
48.805	743.33333333334	16.9967317119801	28.63	3
49.54	739.999999999995	14.142135623728	29.18	3
50.27	753.888888888893	29.386735900984	29.725	3
51	750	1.04673484782065E-11	30.27	3
51.72	763.888888888883	19.6418550329626	30.815	3
52.44	763.888888888891	19.6418550329573	31.36	3
53.165	753.888888888893	29.3867359009612	31.91	3
53.895	756.666666666668	4.71404520791624	32.465	3
54.635	767.222222222219	17.7604081812622	33.03	3
55.365	767.222222222221	17.760408181283	33.59	3
56.09	767.777777777784	33.7839906566961	34.15	3
56.82	777.777777777772	19.6418550329451	34.71	3
57.54	777.777777777774	19.6418550329626	35.27	3
58.26	791.666666666668	1.27633806485072E-11	35.83	3
58.98	777.777777777782	19.6418550329521	36.395	3
59.7	777.777777777772	19.6418550329611	36.955	3
60.415	789.251207729471	31.1092919623132	37.515	3
61.13	789.251207729471	31.1092919623037	38.075	3
61.84	789.25120772946	31.1092919622915	38.635	3
62.545	788.647342995171	4.26996848543791	39.195	3
63.255	800.724637681168	35.8677352775899	39.755	3
63.955	789.94949494948	23.7836428491728	40.315	3
64.665	800.724637681178	35.8677352776124	40.875	3
65.365	800.724637681159	35.8677352775674	41.435	3
65.623449197861	826.086956521715	0	41.6168181818182	3

