fDCT,fNDCT,fFFT,lDCT,lNDCT,lFFT,lMean,lStd,depth
4.105104934756416135e+00,-1.000000000000000000e+00,4.646558883082295921e+00,2.435991322739078369e-01,-1.000000000000000000e+00,2.152130264916926605e-01,2.294060793828002487e-01,1.419305289110758816e-02,2.878825000000000500e+02
4.076746546621455636e+00,-1.000000000000000000e+00,5.191094046509864945e+00,2.452936400544045159e-01,-1.000000000000000000e+00,1.926376195538840874e-01,2.189656298041443017e-01,2.632801025026021424e-02,2.918909999999999627e+02
3.927682171746710083e+00,-1.000000000000000000e+00,5.293832492354261454e+00,2.546030855534530679e-01,-1.000000000000000000e+00,1.888990634751425979e-01,2.217510745142978190e-01,3.285201103915523502e-02,2.958820000000000050e+02
3.773650832474929384e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.649953703703304964e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.649953703703304964e-01,0.000000000000000000e+00,2.998894999999999982e+02
3.735610310748533447e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.676938751139762429e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.676938751139762429e-01,0.000000000000000000e+00,3.038894999999999982e+02
3.978018825245114076e+00,-1.000000000000000000e+00,5.103560906174383405e+00,2.513814147016719680e-01,-1.000000000000000000e+00,1.959416216215194573e-01,2.236615181615957126e-01,2.771989654007625536e-02,3.078835000000000264e+02
4.258202410594986276e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.348408796894821404e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.348408796894821404e-01,0.000000000000000000e+00,3.118930000000000291e+02
4.250413087022556269e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.352712499999634055e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.352712499999634055e-01,0.000000000000000000e+00,3.158854999999999791e+02
4.275953273086156692e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.338659793815410226e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.338659793815410226e-01,0.000000000000000000e+00,3.198820000000000050e+02
4.078138217084450012e+00,-1.000000000000000000e+00,5.054904745398316912e+00,2.452099332510906948e-01,-1.000000000000000000e+00,1.978276644896899694e-01,2.215187988703903321e-01,2.369113438070036270e-02,3.238935000000000173e+02
4.040347869115520574e+00,-1.000000000000000000e+00,5.167886809333804621e+00,2.475034408903289962e-01,-1.000000000000000000e+00,1.935026901506208818e-01,2.205030655204749390e-01,2.700037536985405717e-02,3.278890000000000100e+02
4.038736656758888266e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.476021798367280258e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.476021798367280258e-01,0.000000000000000000e+00,3.318880000000000337e+02
3.897163817283704645e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.565968604052659141e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.565968604052659141e-01,0.000000000000000000e+00,3.358914999999999509e+02
3.936535767500461080e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.540304620768018551e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.540304620768018551e-01,0.000000000000000000e+00,3.398880000000000337e+02
3.991672837223929626e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.505215333968766611e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.505215333968766611e-01,0.000000000000000000e+00,3.438890000000000100e+02
3.803223107745145715e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.629348769898697258e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.629348769898697258e-01,0.000000000000000000e+00,3.478840000000000146e+02
3.870561843716677775e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.583604242426359443e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.583604242426359443e-01,0.000000000000000000e+00,3.518835000000000264e+02
3.748720150604329060e+00,-1.000000000000000000e+00,5.190959033803057565e+00,2.667577092514603065e-01,-1.000000000000000000e+00,1.926426299048191459e-01,2.297001695781397124e-01,3.705753967332058030e-02,3.558865000000000123e+02
3.732828238268049326e+00,-1.000000000000000000e+00,5.131947563129999779e+00,2.678933870431654540e-01,-1.000000000000000000e+00,1.948577976876472995e-01,2.313755923654063906e-01,3.651779467775907728e-02,3.598940000000000055e+02
4.020124841829226803e+00,-1.000000000000000000e+00,5.439317265387071387e+00,2.487484939758693170e-01,-1.000000000000000000e+00,1.838466026542465714e-01,2.162975483150579303e-01,3.245094566081137277e-02,3.638840000000000146e+02
4.064550940335019291e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.460296388652408739e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.460296388652408739e-01,0.000000000000000000e+00,3.678894999999999982e+02
3.943078685345871026e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.536089385475410740e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.536089385475410740e-01,0.000000000000000000e+00,3.718980000000000246e+02
4.114004114012310254e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.430721925128847272e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.430721925128847272e-01,0.000000000000000000e+00,3.758904999999999745e+02
4.071498987717023788e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.456097872102680491e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.456097872102680491e-01,0.000000000000000000e+00,3.798864999999999554e+02
3.927668907638825591e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.546039453720563839e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.546039453720563839e-01,0.000000000000000000e+00,3.838865000000000123e+02
3.763175444098091571e+00,-1.000000000000000000e+00,5.288339060208331333e+00,2.657330264971652922e-01,-1.000000000000000000e+00,1.890952884478261098e-01,2.274141574724957149e-01,3.831886902466959122e-02,3.878904999999999745e+02
3.825920612156206602e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.613749999993913997e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.613749999993913997e-01,0.000000000000000000e+00,3.918880000000000337e+02
4.089649902086856414e+00,-1.000000000000000000e+00,5.253856808520341204e+00,2.445197080292184633e-01,-1.000000000000000000e+00,1.903363636363802625e-01,2.174280358327993490e-01,2.709167219641910040e-02,3.958894999999999982e+02
3.893206806907448581e+00,-1.000000000000000000e+00,5.472018783902173666e+00,2.568576624868139091e-01,-1.000000000000000000e+00,1.827479106873397541e-01,2.198027865870768316e-01,3.705487589973707752e-02,3.998840000000000146e+02
