depth,data,idxPeaks,sigma
64.72411240847266,2.9382681419403114,17,0.07157333839572876
64.73715757184034,2.2885784316440536,48,NaN
64.75020273520802,1.4428746547353222,65,NaN
64.7632478985757,0.5106620029818143,94,NaN
64.77629306194338,-0.39946205343540026,117,NaN
64.78933822531104,-1.1918685228723105,137,NaN
64.80238338867872,-1.7831638575499664,155,NaN
64.8154285520464,-2.1263525626945654,167,NaN
64.82847371541408,-2.2034510661988933,199,NaN
64.84151887878176,-2.0279938515735396,220,NaN
64.85456404214943,-1.6375596292521772,245,NaN
64.8676092055171,-1.088393396935607,270,NaN
64.88065436888478,-0.4502496046013299,294,NaN
64.89369953225246,0.2034018790410175,313,NaN
64.90674469562013,0.7975568280891725,365,NaN
64.91978985898781,1.2699738104635894,391,NaN
64.93283502235549,1.5696338245022785,414,NaN
64.94588018572315,1.6723454994208444,431,NaN
64.95892534909083,1.5749558933859769,455,NaN
64.97197051245851,1.300992665872472,484,NaN
64.98501567582619,0.8932851822364101,508,NaN
64.99806083919387,0.4032397505353799,532,NaN
65.01110600256155,-0.11294450940888295,550,NaN
65.02415116592921,-0.6117921303509188,576,NaN
65.03719632929689,-1.0601890314196099,598,NaN
65.05024149266457,-1.4426711091881932,622,NaN
65.06328665603225,-1.7562770254615245,636,NaN
65.07633181939993,-2.0025937924101087,658,NaN
65.0893769827676,-2.1856131950517166,676,NaN
65.10242214613527,-2.3021420436501043,693,NaN
65.11546730950295,-2.343974067406515,705,NaN
65.12851247287063,-2.30236516461052,731,NaN
65.1415576362383,-2.1694661095547203,756,NaN
65.15460279960598,-1.9522908059824342,NaN,NaN
65.16764796297366,-1.6688959588896632,NaN,NaN
65.18069312634132,-1.3494288992143688,NaN,NaN
65.193738289709,-1.0308797232601066,NaN,NaN
65.20678345307668,-0.7361551642327476,NaN,NaN
65.21982861644436,-0.4761075116602273,NaN,NaN
65.23287377981204,-0.2306986391971473,NaN,NaN
65.24591894317972,0.041042311180892445,NaN,NaN
65.25896410654738,0.38695640882101423,NaN,NaN
65.27200926991506,0.8557957606645908,NaN,NaN
65.28505443328274,1.4563478392839755,NaN,NaN
65.29809959665042,2.1665389286824066,NaN,NaN
65.3111447600181,2.9092363769727148,NaN,NaN
65.32418992338577,3.5708866924580818,NaN,NaN
65.33723508675344,4.026621680981503,NaN,NaN
65.35028025012112,4.149513982993536,NaN,NaN
65.3633254134888,3.8684988001646037,NaN,NaN
65.37637057685647,3.155701971523645,NaN,NaN
65.38941574022415,2.067194148189112,NaN,NaN
65.40246090359183,0.7160584091867978,NaN,NaN
65.4155060669595,-0.7392248294520152,NaN,NaN
65.42855123032717,-2.1146101301903224,NaN,NaN
65.44159639369485,-3.2547525258163414,NaN,NaN
