fDCT,fNDCT,fFFT,lDCT,lNDCT,lFFT,lMean,lStd,depth
1.500053216965568259e+00,1.437211546756383296e+00,1.505042307487626685e+00,6.666430155210644193e-01,6.957917936694023586e-01,6.644331491712708315e-01,6.756226527872458698e-01,1.429024283125132112e-02,4.656000000000000583e+00
1.392129223170908148e+00,1.567062240068836765e+00,1.582759983630241063e+00,7.183241206030143156e-01,6.381367468570187107e-01,6.318077348066291066e-01,6.627562007555539703e-01,3.937731483577671526e-02,6.163500000000000867e+00
1.746111751152071623e+00,1.706008592833964777e+00,1.677707373271887459e+00,5.727010309278357525e-01,5.861635188711642463e-01,5.960515021459233953e-01,5.849720173149745017e-01,9.569948919943333313e-03,7.676000000000000156e+00
1.794344046622794897e+00,1.634133354701239993e+00,1.651098093320975124e+00,5.573067226890735526e-01,6.119451617110065467e-01,6.056575342465730927e-01,5.916364728822177677e-01,2.441013964217378721e-02,9.157500000000000639e+00
1.872154149811410484e+00,1.875129118892677083e+00,1.860428758476474931e+00,5.341440501043859257e-01,5.332966087106212338e-01,5.375105042016823376e-01,5.349837210055631287e-01,1.819892710960204591e-03,1.066450000000000031e+01
1.954047391824025981e+00,1.958933750748123703e+00,1.941960500740578466e+00,5.117583146571176300e-01,5.104817861339601137e-01,5.149435323831993427e-01,5.123945443914257325e-01,1.876234900763293009e-03,1.215749999999999886e+01
1.948158913346686116e+00,1.918697439817201644e+00,1.910614094888184678e+00,5.133051483372723656e-01,5.211869152727238719e-01,5.233919307281794664e-01,5.192946647793919013e-01,4.329838618818235285e-03,1.367299999999999827e+01
1.875190053045943994e+00,1.880635098989538845e+00,1.866743251005196447e+00,5.332792792792715453e-01,5.317352635486266577e-01,5.356923076922999183e-01,5.335689501733994478e-01,1.628390106602903764e-03,1.517500000000000071e+01
1.833496708451105572e+00,1.851584667917087756e+00,1.839915016648717483e+00,5.454059423126951245e-01,5.400779220779220458e-01,5.435033634441623906e-01,5.429957426115932240e-01,2.204572382992754827e-03,1.664649999999999963e+01
1.760739859402322693e+00,1.791933100883055241e+00,1.793426861742712264e+00,5.679430693069257297e-01,5.580565477066109503e-01,5.575917375455601288e-01,5.611971181863656399e-01,4.773880637538245597e-03,1.818249999999999744e+01
1.798970958705859768e+00,1.791907514450866490e+00,1.785727000727657110e+00,5.558733425687861773e-01,5.580645161290324063e-01,5.599960126001986005e-01,5.579779570993390614e-01,1.684185539302329509e-03,1.967099999999999937e+01
2.036950231102674369e+00,1.817456771165881779e+00,1.808178282901078182e+00,4.909300113133662768e-01,5.502194142194145599e-01,5.530428107982690022e-01,5.313974121103499648e-01,2.863797929915397680e-02,2.116749999999999687e+01
1.908030230071409816e+00,1.862868817979688396e+00,1.865076942901555901e+00,5.241007109004630626e-01,5.368064516129033015e-01,5.361709090908979292e-01,5.323593572014214681e-01,5.845505830269337628e-03,2.264600000000000080e+01
1.874284282851342631e+00,1.924558301532886873e+00,1.919016604637770795e+00,5.335369928401166861e-01,5.195997435897433681e-01,5.211002331002537735e-01,5.247456565100380166e-01,6.246522394858851357e-03,2.416000000000000014e+01
2.016129032257993003e+00,1.987040446035768237e+00,1.990608411596499261e+00,4.960000000000175935e-01,5.032610191680010336e-01,5.023589743589922385e-01,5.005399978423369367e-01,3.231316193706343202e-03,2.568200000000000216e+01
2.007456266131388833e+00,2.023311175695939212e+00,2.023645429567932474e+00,4.981428571428462848e-01,4.942393498400163288e-01,4.941577142857034310e-01,4.955133070895219594e-01,1.859671333530963288e-03,2.715899999999999892e+01
