,secs0,lMean0,lStd0,secs1,lMean1,lStd1,secs2,lMean2,lStd2,secs3,lMean3,lStd3,secs4,lMean4,lStd4,secs5,lMean5,lStd5,secs6,lMean6,lStd6,secs7,lMean7,lStd7,secs8,lMean8,lStd8,secs9,lMean9,lStd9
41,44.650999999999996,0.3928742010848936,0.0017350637204797395,62.894999999999996,0.3267479862682074,0.002199853931628122,81.1155,0.3156633561585112,0.0002849003574266664,99.326,0.3185575812802612,0.00996110623797615,117.5415,0.30994808227623594,0.001425236046131731,,,,,,,,,,,,,,,
42,45.661,0.38468472504861095,0.0008427239091616999,64.3195,0.31554907393369297,0.000836753989154396,82.996,0.3093687684331401,0.0029834529774497576,101.6695,0.32269184141664775,0.014892401543032204,120.3315,0.3032426975714566,0.002057603564973986,,,,,,,,,,,,,,,
43,46.641000000000005,0.39296382489778187,0.003406296100853637,65.775,0.31612360257168287,0.010663880894447851,84.8845,0.30945723921792495,0.00018824751094698245,104.0015,0.31723694826250987,0.00530865475451685,123.0945,0.2911810240606656,0.006095605031641047,,,,,,,,,,,,,,,
44,47.66,0.3846188981383323,0.002919263449453427,67.2015,0.31959814820263854,0.0013285020160221368,86.76199999999999,0.3039278171380176,0.001231809977968578,106.342,0.30767294075413726,0.03507720609943491,125.88449999999999,0.28805376713659075,0.02179152705058343,,,,,,,,,,,,,,,
45,48.6505,0.40360833547500663,0.003770045771152542,68.67849999999999,0.3262653182744919,0.0031567079700450537,88.66749999999999,0.296578753140733,0.0017448770575004464,108.655,0.3104505076228969,0.038863180194516116,,,,,,,,,,,,,,,,,,
46,49.657,0.40281910880203475,0.002560965879131687,70.10650000000001,0.3143134171361137,0.0012824936495753425,90.5445,0.29488631169896573,0.010266101522291314,110.99549999999999,0.2911817084636987,0.02070685743705746,,,,,,,,,,,,,,,,,,
47,50.65700000000001,0.3984235862613686,0.003013221714285244,71.54599999999999,0.3094108967714594,0.0013692032275583962,92.43099999999998,0.2982363170144391,0.03145467010999908,113.327,0.28603941945876316,0.029188166861366924,,,,,,,,,,,,,,,,,,
48,51.6515,0.37234718346555046,0.003308507102805164,72.9965,0.30455096721544467,0.0007311461393034861,94.3275,0.29461750826763566,0.022087698816252645,115.6515,0.271922618963659,0.03866308354225046,,,,,,,,,,,,,,,,,,
49,52.661500000000004,0.3881692492941553,0.0071623308636501425,74.4385,0.30587648499819253,0.0021168951094997918,96.21549999999999,0.29384267345260834,0.02725718713432436,117.986,0.27758345089085756,0.047305436059848285,,,,,,,,,,,,,,,,,,
50,53.644,0.39080458336884044,0.0031661272673735837,75.87299999999999,0.3064607004597055,0.0008794918765696757,98.095,0.289997304113957,0.035857565081125774,120.3315,0.2675995316604512,0.05137602201953911,,,,,,,,,,,,,,,,,,
51,54.6635,0.36186813546791613,0.02473001921527422,77.3195,0.3126598810381129,0.003660782987526472,99.9865,0.28462480069152896,0.036922091330842365,122.67,0.2631622570164351,0.04766838295960223,,,,,,,,,,,,,,,,,,
52,55.6565,0.3397791116927111,0.0019336710338314462,78.778,0.31879603201561646,0.0018163758300873223,101.8885,0.28860683012780447,0.03920392428721654,124.985,0.2949890474763701,0.017850619283185487,,,,,,,,,,,,,,,,,,
53,56.665,0.3510942830487811,0.0036941166948084546,80.21000000000001,0.3114536500268213,0.01485029375245708,103.765,0.313686373737627,0.0044412858368725605,,,,,,,,,,,,,,,,,,,,,
54,57.6675,0.3436306720071672,0.0014622678389684454,81.654,0.30972450708244365,0.0011231879515981832,105.65350000000001,0.2899677896854547,0.044013878231050865,,,,,,,,,,,,,,,,,,,,,
55,58.6445,0.3389523379892527,0.0028291832399216957,83.09150000000002,0.3068155016658247,0.001483504844448847,107.5535,0.289045086098144,0.05649656260169005,,,,,,,,,,,,,,,,,,,,,
56,59.658500000000004,0.3373367166806757,0.000830050710027436,84.54150000000001,0.3090844968031594,0.00297411176325665,109.43,0.3248101080163064,0.015349527103432209,,,,,,,,,,,,,,,,,,,,,
57,60.6655,0.3290970069901599,0.003409365099464516,86.00450000000001,0.3028929395012338,0.0016704369791095202,111.3365,0.30552593091278646,0.0017261352028971333,,,,,,,,,,,,,,,,,,,,,
58,61.669,0.33410430246251704,0.0018696371096754314,87.44200000000001,0.29965967660316833,0.0024700173170028065,113.22,0.30539730388859243,0.0030685080771460926,,,,,,,,,,,,,,,,,,,,,
59,62.667,0.32844174903350737,0.0030043182434716514,88.893,0.3006377490573902,0.0014043089174374855,115.116,0.3026540625370543,0.002941394981178541,,,,,,,,,,,,,,,,,,,,,
60,63.66,0.32610623116531307,0.003356813444514821,90.3195,0.2906110384364462,0.000818215350360772,116.989,0.27045883395662834,0.05177203013585575,,,,,,,,,,,,,,,,,,,,,
61,64.6485,0.31609461587111837,0.003845524176436668,91.7595,0.2953224308030829,0.00014118669876710146,118.8755,0.312950261835498,0.003222794024322212,,,,,,,,,,,,,,,,,,,,,
62,65.67349999999999,0.323105938390567,0.0015438432117317574,93.213,0.30699379434849683,0.00418619114177541,120.7575,0.29492806740075106,0.002869243871282262,,,,,,,,,,,,,,,,,,,,,
63,66.6725,0.32631356343024903,0.0021969188815557663,94.661,0.31263505822982623,0.00109114263264884,122.67,0.2631622570164351,0.04766838295960223,,,,,,,,,,,,,,,,,,,,,
64,67.66749999999999,0.32068944966188173,0.0013016549328239214,96.1045,0.31304919743030474,0.002667788650673499,124.5435,0.3096137785132874,0.0016717806615188235,,,,,,,,,,,,,,,,,,,,,
65,68.67849999999999,0.3262653182744919,0.0031567079700450537,97.543,0.3091024013297434,0.011417141193186885,,,,,,,,,,,,,,,,,,,,,,,,
66,69.6645,0.3149645128111134,0.001977659453443364,98.996,0.31286437855484334,0.006603896725957453,,,,,,,,,,,,,,,,,,,,,,,,
67,70.66699999999999,0.30808085815163,0.0023212785515618244,100.444,0.3178482882594765,0.011616510014722168,,,,,,,,,,,,,,,,,,,,,,,,
68,71.66499999999999,0.3115655624038074,0.0019689574351399986,101.8885,0.32074213406289315,0.014700298069675937,,,,,,,,,,,,,,,,,,,,,,,,
69,72.67899999999999,0.30555153910184507,0.0016797012719581778,103.32849999999999,0.3064815117648401,0.02845852012737577,,,,,,,,,,,,,,,,,,,,,,,,
70,73.669,0.30750773146534854,0.0023820796863867812,104.783,0.3014661432243043,0.019948861116515774,,,,,,,,,,,,,,,,,,,,,,,,
71,74.675,0.30651293726918954,0.0009122104203475619,106.215,0.2785773541426804,0.03242132641149756,,,,,,,,,,,,,,,,,,,,,,,,
72,75.65799999999999,0.3015586693840995,0.0021533643625483868,107.662,0.2832872398722424,0.03401506897393592,,,,,,,,,,,,,,,,,,,,,,,,
73,76.65549999999999,0.30780905437859635,0.002567713234863766,109.106,0.2694330700377259,0.048969285059615925,,,,,,,,,,,,,,,,,,,,,,,,
74,77.6705,0.3156401356079522,0.0022828073745528215,110.54599999999999,0.27261063976116146,0.029349233427244548,,,,,,,,,,,,,,,,,,,,,,,,
75,78.66149999999999,0.3222569193216993,0.0030220808826151566,111.983,0.27713555035368703,0.03194273528981596,,,,,,,,,,,,,,,,,,,,,,,,
76,79.66899999999998,0.3233442590458129,0.0017074102007091185,113.4345,0.26332047228270355,0.042402696816087035,,,,,,,,,,,,,,,,,,,,,,,,
77,80.65299999999999,0.3147755362049176,0.0009196761858611373,114.8835,0.25833098222845213,0.041742402433383466,,,,,,,,,,,,,,,,,,,,,,,,
78,81.654,0.31134738249124494,0.0013139854786382553,116.3295,0.2606667597508654,0.04576116457633998,,,,,,,,,,,,,,,,,,,,,,,,
79,82.66999999999999,0.30618264760994157,0.001471722380538534,117.77250000000001,0.24899456018619195,0.05000843306773579,,,,,,,,,,,,,,,,,,,,,,,,
80,83.6645,0.3079221434385872,0.0008133315436053672,119.213,0.30884845870626865,0.0,,,,,,,,,,,,,,,,,,,,,,,,
81,84.656,0.30554268377829347,0.0025964243292004568,120.65100000000001,0.24716478016783652,0.04199819404607772,,,,,,,,,,,,,,,,,,,,,,,,
82,85.6635,0.30022472904659875,0.002712051503901003,122.1035,0.2985150662739319,0.0,,,,,,,,,,,,,,,,,,,,,,,,
83,86.64850000000001,0.30317050604172335,0.001765528892186241,123.55449999999999,0.2605312327796143,0.02712279707113184,,,,,,,,,,,,,,,,,,,,,,,,
84,87.6685,0.3027111247402922,0.0011680310092001224,124.985,0.2580716871492165,0.019270741522755763,,,,,,,,,,,,,,,,,,,,,,,,
85,88.66749999999999,0.296578753140733,0.0017448770575004464,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,89.6635,0.3054486492454658,0.0007094132519453068,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,90.6565,0.3148822991282013,0.0008390664352952504,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,91.648,0.3249320797148443,0.00014283718649404022,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,92.6545,0.3271249961363189,0.0027157392475081255,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,93.65899999999999,0.3180846859039762,0.00183666329681026,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,94.661,0.31561750128312666,0.0031677186922370263,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,95.661,0.3141134570829365,0.0029413106374364855,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,96.6585,0.311810254129041,0.01074742008434558,,,,,,,,,,,,,,,,,,,,,,,,,,,
