fDCT,fNDCT,fFFT,lDCT,lNDCT,lFFT,lMean,lStd,depth
1.358190086375170136e+00,1.332427591879641771e+00,1.359836377388958351e+00,7.362739649122810315e-01,7.505098258955372748e-01,7.353825920734041732e-01,7.407221276270741228e-01,6.930508130978023720e-03,4.730000000000000426e+00
1.462556697213736046e+00,1.554779353660983965e+00,1.553272239192815762e+00,6.837341772151902530e-01,6.431780803143130054e-01,6.438021454112042852e-01,6.569048009802358479e-01,1.897294452949324986e-02,8.769500000000000739e+00
1.736834966246173506e+00,1.696778543430811581e+00,1.690438677949237523e+00,5.757599423284890383e-01,5.893521012931033365e-01,5.915624228458580269e-01,5.855581554891501339e-01,6.986898033603429134e-03,1.273849999999999838e+01
1.705491555374352819e+00,1.695022934404131876e+00,1.688500356815206160e+00,5.863412204233995340e-01,5.899625189151437299e-01,5.922415094339494868e-01,5.895150829241642132e-01,2.429472072491192531e-03,1.676099999999999923e+01
1.584381703459345481e+00,1.614686673280422813e+00,1.615318026818384212e+00,6.311610376568953518e-01,6.193152000000001767e-01,6.190731381668864719e-01,6.231831252745939631e-01,5.642101438738378154e-03,2.075399999999999778e+01
1.728369533947105019e+00,1.777411165570845109e+00,1.780063291139281079e+00,5.785799739921844154e-01,5.626160223196490229e-01,5.617777777777649417e-01,5.676579246965327563e-01,7.730633181936336432e-03,2.475000000000000000e+01
1.649158632956273296e+00,1.812431815795422230e+00,1.815480029177715782e+00,6.063698058005524416e-01,5.517448939512960004e-01,5.508185074626953392e-01,5.696444024048479271e-01,2.597153555869045546e-02,2.874849999999999994e+01
1.661343116798416286e+00,2.179665216758657209e+00,2.170623893674121341e+00,6.019226190475966964e-01,4.587860522392896989e-01,4.606970387243564113e-01,5.071352366704142689e-01,6.702934114139952326e-02,3.274799999999999756e+01
2.229901011665646138e+00,2.223965922383894345e+00,2.237383900966537720e+00,4.484503997121560004e-01,4.496471775647032376e-01,4.469505655994062687e-01,4.483493809587551504e-01,1.103202191878922649e-03,3.675150000000000006e+01
2.108545129543439867e+00,2.132561872961699301e+00,2.139364303178666660e+00,4.742606577344296581e-01,4.689195716564140137e-01,4.674285714285315585e-01,4.702029336064583731e-01,2.933100094203674058e-03,4.073349999999999937e+01
2.486368941974126834e+00,2.199977867150728628e+00,2.203887583078888213e+00,4.021929260450060606e-01,4.545500274942022023e-01,4.537436517533140479e-01,4.368288684308407888e-01,2.449352212558821712e-02,4.474649999999999750e+01
2.464608399860370280e+00,2.149936855249527046e+00,2.140106096940778801e+00,4.057439713573376960e-01,4.651299397739462882e-01,4.672665534804427701e-01,4.460468215372422329e-01,2.851176457769168809e-02,4.874399999999999977e+01
2.409718460875520663e+00,2.424755712027591326e+00,2.418008776681284999e+00,4.149862385320611247e-01,4.124126793638092647e-01,4.135634285713797875e-01,4.136541154890833738e-01,1.052606221371580990e-03,5.273149999999999693e+01
2.306173547806672275e+00,2.369285504386884789e+00,2.358127394941240240e+00,4.336187105047094037e-01,4.220681712475915504e-01,4.240652995021577110e-01,4.265840604181528328e-01,5.040625404088518689e-03,5.675499999999999545e+01
2.405409293626926903e+00,2.401254174143442999e+00,2.393900158250721333e+00,4.157296650717512421e-01,4.164490418248673609e-01,4.177283653845961786e-01,4.166356907604049642e-01,8.265708697159978918e-04,6.075549999999999784e+01
2.536283777331971745e+00,2.568914328853423523e+00,2.578305047015578388e+00,3.942776470588570947e-01,3.892695014264361264e-01,3.878517017051620885e-01,3.904662833968184366e-01,2.756496415819996697e-03,6.473699999999999477e+01
2.573933400219694967e+00,2.580567964548611481e+00,2.567961396970925403e+00,3.885104408352780814e-01,3.875115919200052272e-01,3.894139534883834242e-01,3.884786620812222258e-01,7.769608746552575515e-04,6.874649999999999750e+01
2.693509893950700729e+00,2.671977474740514058e+00,2.655926034965341742e+00,3.712627906976988523e-01,3.742546520146521338e-01,3.765165094339870677e-01,3.740113173821126846e-01,2.151712333243966345e-03,7.274649999999999750e+01
2.547798576983877794e+00,2.577086428467193269e+00,2.566555376323636395e+00,3.924957055215153590e-01,3.880351038885346271e-01,3.896272838002862726e-01,3.900526977367788084e-01,1.845711153830073992e-03,7.674299999999999500e+01
2.667243367935915099e+00,2.640039497733787321e+00,2.648437891781254994e+00,3.749189189188478211e-01,3.787822117276658518e-01,3.775810650886858855e-01,3.770940652450665009e-01,1.614338764000138645e-03,8.074000000000000909e+01
2.659782778966624406e+00,2.629098435091368646e+00,2.636938018901880287e+00,3.759705521473143963e-01,3.803585239155365394e-01,3.792277227723530042e-01,3.785189329450679985e-01,1.860172272331372294e-03,8.474200000000000443e+01
2.701652146658422904e+00,2.669354733388915157e+00,2.672107955504199772e+00,3.701438770482959328e-01,3.746223712763858127e-01,3.742363769173802091e-01,3.730008750806872997e-01,2.026339265623638801e-03,8.875350000000000250e+01
2.952974745697293457e+00,2.950775721949967956e+00,2.697050267736861073e+00,3.386415686273901438e-01,3.388939364524687359e-01,3.707754401029819680e-01,3.494369817276135604e-01,1.508892036689569484e-02,9.275900000000000034e+01
