fDCT,fNDCT,fFFT,lDCT,lNDCT,lFFT,lMean,lStd,depth
2.317930527593846435e+00,2.352550207986978226e+00,2.338187098996039825e+00,4.314193148135725964e-01,4.250706304184158069e-01,4.276817712446431274e-01,4.280572388255438621e-01,2.605402120666137824e-03,5.722599999999999909e+01
2.325313355424246442e+00,2.316948479172941333e+00,2.308024780290980793e+00,4.300495662949275766e-01,4.316021737164221772e-01,4.332709113608071982e-01,4.316408837907189100e-01,1.315393441967280469e-03,5.873449999999999704e+01
2.341219946959101961e+00,2.376881817426839572e+00,2.372975088039928515e+00,4.271277464976547256e-01,4.207192771084337091e-01,4.214119250725035792e-01,4.230863162261973009e-01,2.871678867819500627e-03,6.025199999999999534e+01
2.520477080040203877e+00,2.467025543033232182e+00,2.462997557120244707e+00,3.967502850627188105e-01,4.053464313833127775e-01,4.060093348891533060e-01,4.027020171117283165e-01,4.217202552397257900e-03,6.173749999999999716e+01
2.455606920873421029e+00,2.497845363528900187e+00,2.496147601170859875e+00,4.072313005390600371e-01,4.003450392090014409e-01,4.006173351010706152e-01,4.027312249497107532e-01,3.183975135539722154e-03,6.325300000000000011e+01
2.533299914064565339e+00,2.568914328853418194e+00,2.572090136541407723e+00,3.947420494699915294e-01,3.892695014264369591e-01,3.887888631090752334e-01,3.909334713351679258e-01,2.700210344253636645e-03,6.473700000000000898e+01
2.713387118541173759e+00,2.530370278976396214e+00,2.524081040503417306e+00,3.685430630840616506e-01,3.951990775059716632e-01,3.961837928153662536e-01,3.866419778017998188e-01,1.280417774348433652e-02,6.623099999999999454e+01
2.547724989234965154e+00,2.530025252546204140e+00,2.520812401320511320e+00,3.925070422535210657e-01,3.952529718798676872e-01,3.966975088967971130e-01,3.948191743433953071e-01,1.738032968442475984e-03,6.775549999999998363e+01
2.612395863257368944e+00,2.623383080077311469e+00,2.609403428133362457e+00,3.827903780069191186e-01,3.811871806272875141e-01,3.832293577982114896e-01,3.824023054774727259e-01,8.777137405190695843e-04,6.922999999999998977e+01
2.601921050110042266e+00,2.609445492832773716e+00,2.613897671744610740e+00,3.843314154200440647e-01,3.832231800766282559e-01,3.825704467354161809e-01,3.833750140773628523e-01,7.268850665198342683e-04,7.073499999999999943e+01
2.717030585244185392e+00,2.672430545927307222e+00,2.662810462700509806e+00,3.680488565093307241e-01,3.741912026578074202e-01,3.755430639948147964e-01,3.725943743873176284e-01,3.261204465934623101e-03,7.222999999999998977e+01
2.594170441642520863e+00,2.623927233218312782e+00,2.635048278904766672e+00,3.854796831956968650e-01,3.811081295777683509e-01,3.794996881103220865e-01,3.820291669612624896e-01,2.526699784517589219e-03,7.375650000000000261e+01
2.560303109877264838e+00,2.577005091311895146e+00,2.575933775993731523e+00,3.905787545787646198e-01,3.880473513115655360e-01,3.882087378640876607e-01,3.889449479181392721e-01,1.157152988462504173e-03,7.523400000000000887e+01
2.547798576983877794e+00,2.564651753299679537e+00,2.566555376323636395e+00,3.924957055215153590e-01,3.899164862104184670e-01,3.896272838002862726e-01,3.906798251774066810e-01,1.289438011072189128e-03,7.674299999999999500e+01
