depth,data,idxPeaks,sigma
60.542628648104916,2.432598108687009,12,0.08738699091943632
60.562748071117326,-1.132237544823457,22,NaN
60.58286749412974,-4.626616968849399,38,NaN
60.602986917142154,-7.1963888077551825,51,NaN
60.623106340154564,-8.148433169877007,66,NaN
60.643225763166974,-7.537303159452362,77,NaN
60.663345186179384,-5.689344290263243,89,NaN
60.6834646091918,-3.182627945063684,101,NaN
60.70358403220421,-0.6232852154271645,117,NaN
60.72370345521662,1.5811473351100884,129,NaN
60.74382287822903,3.1335141689909123,141,NaN
60.76394230124145,3.9787563180419787,155,NaN
60.78406172425386,4.157706509264782,168,NaN
60.80418114726627,3.836380909200829,182,NaN
60.82430057027868,3.2205553396687354,192,NaN
60.8444199932911,2.539289867297428,204,NaN
60.86453941630351,2.006866710036712,221,NaN
60.88465883931592,1.747347506826863,234,NaN
60.90477826232833,1.8291460253633274,247,NaN
60.924897685340746,2.1876273781465487,260,NaN
60.945017108353156,2.7069612309284086,276,NaN
60.965136531365566,3.2042799666636643,289,NaN
60.985255954377976,3.486922529434903,298,NaN
61.00537537739039,3.393646478127191,313,NaN
61.025494800402804,2.8024615429522495,327,NaN
61.045614223415214,1.7177344496118903,338,NaN
61.065733646427624,0.21435451131926758,350,NaN
61.08585306944004,-1.47880726355932,364,NaN
61.10597249245245,-3.0904355344234404,373,NaN
61.12609191546486,-4.333523846196715,400,NaN
61.14621133847727,-4.9615049962763385,414,NaN
61.16633076148969,-4.900140782824491,426,NaN
61.1864501845021,-4.165643865251863,437,NaN
61.20656960751451,-2.960546170211265,NaN,NaN
61.22668903052692,-1.5378289864162893,NaN,NaN
61.24680845353934,-0.17230795629322365,NaN,NaN
61.26692787655175,0.8895715772099957,NaN,NaN
61.28704729956416,1.5265905993984243,NaN,NaN
61.30716672257657,1.6767775780576852,NaN,NaN
61.327286145588985,1.3887620188002627,NaN,NaN
61.347405568601395,0.7457723286170088,NaN,NaN
61.367524991613806,-0.13575587766369066,NaN,NaN
61.387644414626216,-1.1218935487991855,NaN,NaN
61.40776383763863,-2.043030333553922,NaN,NaN
61.42788326065104,-2.719657776514006,NaN,NaN
61.448002683663454,-2.965533970197332,NaN,NaN
61.468122106675864,-2.6397738330832055,NaN,NaN
61.48824152968828,-1.7649656252264856,NaN,NaN
61.50836095270069,-0.46640880919934724,NaN,NaN
61.5284803757131,0.8996767646190308,NaN,NaN
61.54859979872552,1.947641231047718,NaN,NaN
61.56871922173793,2.360550621172401,NaN,NaN
61.58883864475034,1.949245100227465,NaN,NaN
61.60895806776275,0.9039188947874466,NaN,NaN
61.62907749077517,-0.46786018249377087,NaN,NaN
61.64919691378758,-1.7329012670045556,NaN,NaN
61.66931633679999,-2.5276027946316724,NaN,NaN
61.6894357598124,-2.7999779096891104,NaN,NaN
61.709555182824815,-2.61211986696049,NaN,NaN
61.729674605837225,-2.1891138941632264,NaN,NaN
61.749794028849635,-1.7321747248102866,NaN,NaN
61.769913451862045,-1.2627536470342848,NaN,NaN
61.79003287487446,-0.7592822359073554,NaN,NaN
