fDCT,fNDCT,fFFT,lDCT,lNDCT,lFFT,lMean,lStd,depth
3.234358430541157681e+00,3.268852886652826584e+00,3.253072172665793182e+00,3.091803278688208811e-01,3.059177132391416865e-01,3.074017257909560930e-01,3.074999222996395165e-01,1.333765464437030928e-03,8.266100000000000136e+01
3.310524600847481125e+00,3.256885120489617425e+00,3.261648745520008497e+00,3.020669291338309304e-01,3.070418399804248910e-01,3.065934065933788588e-01,3.052340585692115416e-01,2.246969035685659425e-03,8.417050000000000409e+01
3.304752342220394823e+00,3.280717779731761929e+00,3.276425893572791459e+00,3.025945355191489439e-01,3.048113453031494613e-01,3.052106266043289051e-01,3.042055024755423998e-01,1.150729418039321333e-03,8.565450000000001296e+01
3.307924636846814259e+00,3.332307373728334188e+00,3.337342938953159699e+00,3.023043478261408512e-01,3.000923647932139393e-01,2.996395690500044395e-01,3.006787605564530952e-01,1.164232644218320904e-03,8.715049999999999386e+01
3.284061528819592013e+00,3.292380673972910454e+00,3.290590478181062206e+00,3.045009940357102374e-01,3.037315848392773132e-01,3.038968253967505029e-01,3.040431347572460363e-01,3.307087838923589347e-04,8.867799999999999727e+01
3.223934699837778250e+00,3.394751308867670403e+00,3.393443905491533741e+00,3.101799797776046419e-01,2.945723880826937591e-01,2.946858789625850239e-01,2.998127489409611601e-01,7.330885642728466461e-03,9.016200000000000614e+01
3.053263355639254328e+00,3.466538428019588114e+00,3.336216640752374563e+00,3.275184232480438662e-01,2.884722096016958948e-01,2.997407266017600991e-01,3.052437864838332682e-01,1.640862478654290385e-02,9.165850000000000364e+01
3.100212996720811187e+00,3.460658023909788383e+00,3.289688606636308688e+00,3.225584826132043559e-01,2.889623860811934009e-01,3.039801390267437564e-01,3.051670025737138747e-01,1.374120104785590650e-02,9.316849999999999454e+01
3.140531444448296128e+00,3.360722545684522888e+00,3.192710575404861473e+00,3.184174454829163947e-01,2.975550603795282245e-01,3.132134831461169666e-01,3.097286630028538434e-01,8.866331696317531277e-03,9.467249999999999943e+01
3.039927928760295384e+00,3.284447200933878097e+00,3.095857338705019224e+00,3.289551671732583449e-01,3.044652383864372980e-01,3.230123001786299186e-01,3.188109019127752242e-01,1.043001960807159526e-02,9.615350000000000819e+01
3.069929065043028427e+00,3.294174835382364552e+00,3.069929065043028427e+00,3.257404255319443220e-01,3.035661584379528155e-01,3.257404255319443220e-01,3.183490031672804865e-01,1.045304975333541039e-02,9.764750000000000796e+01
3.076258094899043893e+00,3.335035706581783277e+00,3.040220992615881190e+00,3.250702539095042254e-01,2.998468646157139705e-01,3.289234573502419212e-01,3.179468586251534279e-01,1.289493780637024183e-02,9.917300000000000182e+01
3.072400079402648920e+00,3.324104588187201781e+00,3.029909440006655075e+00,3.254784449147732350e-01,3.008328930304053350e-01,3.300428675511184462e-01,3.187847351654323202e-01,1.282991206858652596e-02,1.006580000000000013e+02
2.996420923557449711e+00,3.269546028101771196e+00,3.052153041391668875e+00,3.337314834969070665e-01,3.058528588999796516e-01,3.276375681161902143e-01,3.224073035043590330e-01,1.196721015348278447e-02,1.021564999999999941e+02
3.038370465338604998e+00,3.715241373087826648e+00,3.080888028362719133e+00,3.291237890204271044e-01,2.691615159229549525e-01,3.245817409766207917e-01,3.076223486400009310e-01,2.725905708903016145e-02,1.036504999999999939e+02
3.072620794011188483e+00,3.671745525086703044e+00,3.098854482754080042e+00,3.254550649234324577e-01,2.723500289351851178e-01,3.226998897706415126e-01,3.068349945430863812e-01,2.441048118144113765e-02,1.051585000000000036e+02
3.084841667518174013e+00,3.604733335230941194e+00,3.078024337866200000e+00,3.241657458564228267e-01,2.774130308687408064e-01,3.248837209303019891e-01,3.088208325518218555e-01,2.221060372846703213e-02,1.066624999999999943e+02
2.945437646931017728e+00,3.548939904533070955e+00,2.979607457220240452e+00,3.395081206495558779e-01,2.817742838425348340e-01,3.356146788989876062e-01,3.189656944636927727e-01,2.634628993691460336e-02,1.081450000000000102e+02
3.250360231369564534e+00,3.567842560452090250e+00,3.229701162102385226e+00,3.076582067270255405e-01,2.802814258354739407e-01,3.096261696698422994e-01,2.991886007441139639e-01,1.339351004045128378e-02,1.096595000000000084e+02
3.313045200865502693e+00,3.489740944912368192e+00,3.265228053636516137e+00,3.018371134021229918e-01,2.865542215842360463e-01,3.062573221757942110e-01,2.982162190540511015e-01,8.441413789178099647e-03,1.111525000000000034e+02
3.293611587789933015e+00,3.484646884129199762e+00,3.269520384953434000e+00,3.036180719387789884e-01,2.869731233183175911e-01,3.058552577320121091e-01,2.988154843297028962e-01,8.423474572540128394e-03,1.126599999999999966e+02
3.297442337649721722e+00,3.393183332655875351e+00,3.294011076112104863e+00,3.032653485952260808e-01,2.947085087846670892e-01,3.035812500000127923e-01,3.005183691266353208e-01,4.110215429817758170e-03,1.141645000000000039e+02
3.269918799296128498e+00,3.297474098716590696e+00,3.290441302220581399e+00,3.058179916318584102e-01,3.032624275621178533e-01,3.039106029106617979e-01,3.043303407015460205e-01,1.084700200811113471e-03,1.156475000000000080e+02
3.238634485949539066e+00,3.266816947030894980e+00,3.272905750351121412e+00,3.087721088435235184e-01,3.061083667111705875e-01,3.055388930441149120e-01,3.068064561996030615e-01,1.409235679787980032e-03,1.171634999999999991e+02
3.214234466924995814e+00,3.229190718674606497e+00,3.231404522838056792e+00,3.111160714285673423e-01,3.096751127819546423e-01,3.094629573402114531e-01,3.100847138502444977e-01,7.344051214592267228e-04,1.186585000000000036e+02
3.425806142494639328e+00,3.292645881018687604e+00,3.288910792145203210e+00,2.919020979020749418e-01,3.037071206972968840e-01,3.040520291362924232e-01,2.998870825785547312e-01,5.647992308218062300e-03,1.201504999999999939e+02
3.315844381679748043e+00,3.353632670153662509e+00,3.360421400254553159e+00,3.015823075187315516e-01,2.981841180459934848e-01,2.975817258883810545e-01,2.991160504843686785e-01,1.761161907670886822e-03,1.216574999999999989e+02
3.280772621952423584e+00,3.288004543925313605e+00,3.294442507877225257e+00,3.048062500000042752e-01,3.041358327340300538e-01,3.035414937759379206e-01,3.041611921699907684e-01,5.166458505416318464e-04,1.231444999999999936e+02
3.128508447657504021e+00,3.191036435717292452e+00,3.196965962923532523e+00,3.196411378555675808e-01,3.133778069115705778e-01,3.127965738757909619e-01,3.152718395476430402e-01,3.098659251804946821e-03,1.246640000000000015e+02
