,secs0,lMean0,lStd0,secs1,lMean1,lStd1,secs2,lMean2,lStd2,secs3,lMean3,lStd3,secs4,lMean4,lStd4,secs5,lMean5,lStd5,secs6,lMean6,lStd6,secs7,lMean7,lStd7,secs8,lMean8,lStd8,secs9,lMean9,lStd9,secs10,lMean10,lStd10,secs11,lMean11,lStd11,secs12,lMean12,lStd12,secs13,lMean13,lStd13,secs14,lMean14,lStd14,secs15,lMean15,lStd15,secs16,lMean16,lStd16,secs17,lMean17,lStd17,secs18,lMean18,lStd18,secs19,lMean19,lStd19
18,19.6375,0.3809673018260427,0.002705384800915822,20.2735,0.4278350899702614,0.002728005401441049,20.9025,0.45166639214385756,0.03455665496804939,21.552,0.4613944835180083,0.038078397436292655,22.168,0.5075094678605759,0.003176555976976916,22.8045,0.4848220761079838,0.035537928542400316,23.433999999999997,0.5075627631772396,0.002143740937302243,24.0575,0.45840421078396415,0.03488418340870007,24.7,0.5013472956883592,0.0030652376413121195,25.3365,0.5046846523929333,0.0009592079365469534,25.966500000000003,0.5067784814704731,0.00218354265934351,26.5905,0.5055005902967166,0.002577977514523393,27.2335,0.5033350318981772,0.0032794242544567213,27.869999999999997,0.43937654339413457,0.047963705532792486,28.500500000000002,0.4385390040069992,0.04680971389707135,29.125500000000002,0.4066066177824097,0.0004961420133028258,29.744999999999997,0.40654746597593716,0.00046478976566755975,30.382000000000005,0.4074071737496143,0.0003026945959248903,31.014000000000003,0.40764604950533045,0.00016573433177083225,31.640500000000003,0.4243206396467545,0.0009716063585279727
19,20.6385,0.3974717457644965,0.0,21.269,0.3969601792025821,0.010728344163744467,21.92,0.45546369026661243,0.04239097203481863,22.5375,0.4632838006056507,0.03363860403777175,23.174999999999997,0.5117510694390117,0.0005278005436067632,23.806000000000004,0.4839635422099396,0.03763202472165278,24.430500000000002,0.5055833996182378,0.001205729839420083,25.0745,0.4527305045110536,0.03837753227743367,25.712,0.5024528080588869,0.002307726740988218,26.3435,0.5065677724889308,0.0010427928238274501,26.9685,0.5047810601298838,0.0012155139511987071,27.588,0.5044443996852142,0.004408686586840606,28.226,0.5100948300197956,0.0011210315270140095,28.858,0.43646816517683185,0.04975477600236857,29.483999999999998,0.43796302696125083,0.049648819066445984,30.1285,0.40570564767836986,0.001198016303076641,30.767000000000003,0.405645954617899,0.0014221406726220203,31.4,0.40726401720595384,0.0007723278441414182,32.0275,0.42015747376713275,0.00485726502868533,32.6495,0.4164840642851735,0.005222011106037027
20,21.6575,,,22.283,0.4179026287675723,0.004655120703748528,22.9015,0.4697013541790633,0.03746129773025225,23.5405,0.46053769579228726,0.043772243500725554,24.173000000000002,0.5130846712738407,0.0037878924072196796,24.799,0.48537647658050115,0.030822098990377432,25.4445,0.5023133368738633,0.004016892504100083,26.083,0.44908169660455494,0.04104039699631015,26.6905,0.5072597517326037,0.0016210910714855994,27.342000000000002,0.5057889811457071,0.0019184715097500622,27.962500000000002,0.505804574713527,0.0019317660220662199,28.602,0.5097951444909815,0.0008593174173158887,29.235,0.5071589603959504,0.0014302025877644656,29.862000000000002,0.4396393244305979,0.04766617831332789,30.484,0.40599341856844356,0.0012158085982515254,31.1235,0.40767772833763294,0.000323981463149672,31.758,0.4091038571550611,0.0006613848744755902,32.3865,0.40967687906746303,0.000772614496213122,33.010000000000005,0.4148145321365008,0.005856005765460214,33.65100000000001,0.40954255624069597,0.00039026811548448134
21,22.6685,0.4295158771473194,0.0,23.2885,0.4354186169369895,0.004505593127344584,23.929000000000002,0.48074251287804576,0.026153750238849836,24.563000000000002,0.4634007173559584,0.035671966372547735,25.189999999999998,0.5009323082046729,0.00682676399438927,25.837000000000003,0.4781370537340128,0.036588910094623305,26.4515,0.49818408626393174,0.003025709353327887,27.0855,0.43492964824027314,0.05051148907880963,27.713499999999996,0.5049593560766749,0.0014619880073021905,28.36,0.5030955858681078,0.0029915077402309473,28.976,0.5047658560422578,0.003908847638687274,29.610500000000002,0.5072964422797642,0.0015838031496829758,30.238999999999997,0.5054304905309756,0.0002525033016969038,30.886000000000003,0.4395896526237848,0.04626609415746229,31.503,0.40699745799579223,0.0002881180158693693,32.13850000000001,0.4087867876921081,0.0010866264385876252,32.7685,0.40947367809305923,0.0010356006344696567,33.416000000000004,0.4159986111360756,0.005596144600237525,34.035,0.4096217463321577,0.0006792099149167278,34.6715,0.4095352770982867,0.0005872735252430197
22,23.671,0.4307196436414294,0.017028029574703563,24.286,0.45843829744876663,0.0009759065303296348,24.921,0.4954560407352349,0.01678053908409699,25.549500000000002,0.4637700249137122,0.047240759220555276,26.197499999999998,0.5039571075888348,0.006086305987569828,26.813499999999998,0.46262244113245304,0.03275489700353721,27.4485,0.49973627238873597,0.005145201729304832,28.0775,0.4434030921869554,0.04674807952877874,28.701,0.4699289719409379,0.04246850650426561,29.3425,0.47230331174571943,0.04401484857485604,29.978499999999997,0.4057182209842683,0.0010778666850755664,30.607999999999997,0.4076041991541852,0.0003770769235214334,31.232,0.4077407829943174,0.0006452867919729059,31.874499999999998,0.4081153842861584,0.00065587616803387,32.51050000000001,0.4090547155833894,0.0006163844193061009,33.1415,0.4097694669295449,0.000515446838916962,33.766999999999996,0.4102126332352964,0.0005270418708424378,34.387,0.4101320179280978,0.00037733069721867965,35.025,0.4100875735965182,0.0001243555767236233,35.658,0.40921944631223717,0.0005107880488675158
23,24.665,0.46710230179028134,0.0,25.3015,0.47138043596505974,0.01054377021473919,25.9315,0.496425484284219,0.02311399388177439,26.555,0.441258698774033,0.0482001293844153,27.198,0.4756087536007223,0.004204243215633194,27.8345,0.4696376375869631,0.043964755745432856,28.465,0.43983802849332293,0.05018123614394657,29.089000000000002,0.4070617976634982,0.002438961383287926,29.732,0.40559410574260085,0.0015966705587039216,30.369,0.4043160213727808,0.0025005487841152567,31.0,0.4061001965401472,0.0019156907212375483,31.625,0.40729556506631326,0.0004893141148261448,32.2445,0.4075010443812122,0.0006659581906414656,32.882000000000005,0.4081045507023666,0.0008794564189247564,33.5145,0.409218448528517,0.0006353372201020392,34.141000000000005,0.4102390571205612,0.0003244231994144745,34.7855,0.4103797791228545,0.00022179295054164134,35.4015,0.40956129233613986,0.00042807350665063747,36.035,0.4092159354657902,0.00039911636266427966,36.664,0.40817719151275544,0.0005371608156795964
24,25.651,0.42841022606427903,0.020793243227799296,26.281999999999996,0.4408486031622456,0.0030609707853579988,26.906999999999996,0.522487090992461,0.048814027416535725,27.551499999999997,0.4314735911761111,0.02432300827537303,28.1895,0.4132008018839248,0.0018301744813766286,28.820999999999998,0.42601704018258374,0.02705441892253312,29.4465,0.4257125908547528,0.026526767984742974,30.066000000000003,0.40280657022429184,0.002916193275558843,30.704,0.40292513043627415,0.0018025789822387827,31.3365,0.4028422257119682,0.002421785633276365,31.963,0.40826651388484986,0.0018180868509407495,32.6075,0.40796660100341836,0.0012812791407640182,33.2225,0.4085293987444702,0.0015892998661120213,33.856,0.4102368195647273,0.0012022195918649165,34.507,0.41064985082393407,0.0006172946680588922,35.129,0.41061565949528855,0.0008650533724878377,35.769,0.4101161944960586,0.0003273218045887173,36.3815,0.41004811088152787,0.0006840850167216308,37.0335,0.40478401280325166,0.004331689009137833,37.658,0.40866555423573203,0.0011265480956246696
25,26.656,0.4330941415411158,0.03920346972119798,27.282,0.4317989375826621,0.03811039070440985,27.9275,0.5415799205169957,0.09114533277226074,28.5415,0.4037091948743246,0.0026539995751175566,29.174500000000002,0.4016952618612281,0.0033024455710328163,29.826,0.4008011374695486,0.0027972905317969064,30.447000000000003,0.4027367307114784,0.0021544683093025633,31.0865,0.400417080941785,0.001959249865396404,31.719499999999996,0.402758221913133,0.0016875670703978129,32.347,0.40307235579938094,0.0022353764194064257,32.969,0.40422160391922607,0.0013478094602141165,33.609,0.40851097921969787,0.001637877611221177,34.2435,0.40927247656099636,0.002084814774735117,34.8725,0.41029398798244765,0.001159775727126714,35.496,0.41086602964669844,0.0013046656825434321,36.137,0.4101491478232642,0.0008912891648774037,36.772999999999996,0.40602689778436135,0.005038931695217018,37.4035,0.4044557223788414,0.0048412568728265284,38.029,0.4044114355648308,0.004428373253907665,38.65,0.4045328779714605,0.004211187028454901
26,27.652,0.4891562824506756,0.0,28.299,0.4046108166884487,0.06390493082368737,28.914,0.5011322467737107,0.13154767835442124,29.548499999999997,0.3988017776755019,0.0033932584779956393,30.176499999999997,0.401089537633511,0.004003191928061486,30.823,0.40341192209057675,0.0019113338633220773,31.439500000000002,0.4005274840945929,0.0019574836426335886,32.074,0.40283538971158456,0.0013739078997572851,32.702999999999996,0.4032398107559763,0.001961667579961405,33.35,0.40856368932204434,0.0021577505563097014,33.9675,0.4060092115656507,0.0017787281236887513,34.603,0.410469116922497,0.0015339741694763583,35.233,0.4107301032535611,0.0009399236180427918,35.8805,0.41269448969508127,0.0008424770583794834,36.50000000000001,0.41090165779454013,0.0011306406743943256,37.137,0.40617266687578835,0.005356775661160425,37.769,0.4053881524183867,0.005350759691901492,38.3955,0.40456415634922344,0.004572931042417286,39.0175,0.3973585336428502,0.0001446560199501619,39.6565,0.3975835813049804,0.0003360394845965042
27,28.666,0.47866820536565635,0.035371235668692186,29.2825,0.42715261525003695,0.004555295500447809,29.918,0.4929394676750422,0.12347670404171943,30.547,0.4001740407542489,0.0031416876537470988,31.1705,0.40500336766834466,0.002286175425507447,31.8125,0.40267224473446755,0.002002182293834722,32.448499999999996,0.40112558414838934,0.001401354469352024,33.0785,0.4041369762035662,0.000789045381489558,33.7025,0.40437226222939754,0.0014475564107807402,34.345,0.40582990545606074,0.0017055687026777116,34.9815,0.4107332271124296,0.0019432536129184788,35.613,0.4088715312236368,0.0017521753960897614,36.2385,0.41290111967213555,0.001380091351658179,36.858999999999995,0.4121888364405222,0.001166037759773062,37.497,0.40640108998051677,0.005391827778398094,38.13000000000001,0.4056911142339208,0.005395618935332324,38.7575,0.4077586164133777,0.0006527617183461581,39.403,0.39750851817156985,0.0002931506090788873,40.021,0.39733388441147355,0.00012016214367091133,40.656000000000006,0.3972934307142549,0.00038158047016455796
