fDCT,fNDCT,fFFT,lDCT,lNDCT,lFFT,lMean,lStd,depth
2.661873807170513917e+00,2.676334014858473331e+00,2.664612360470072439e+00,3.756752094356297644e-01,3.736454397874851008e-01,3.752891095287071987e-01,3.748699195839406695e-01,8.800686956055725095e-04,5.012449999999999761e+01
2.639823008849822905e+00,2.588720496894409973e+00,2.586578171091705514e+00,3.788132752262441949e-01,3.862912203923374865e-01,3.866111649654626614e-01,3.839052201946814846e-01,3.602917225773502943e-03,5.237600000000001188e+01
2.457050423917920057e+00,2.701693473400994971e+00,2.691320838911229085e+00,4.069920544835370912e-01,3.701382151029745660e-01,3.715647668393742831e-01,3.828983454752952764e-01,1.704677628946363668e-02,5.457699999999999818e+01
2.724105163129640239e+00,2.772197007230267740e+00,2.750021597028336373e+00,3.670930232558022310e-01,3.607247238893425134e-01,3.636335078533916021e-01,3.638170849995121525e-01,2.603085941934575251e-03,5.675050000000000239e+01
2.651638658054037201e+00,2.674981497858825996e+00,2.660304143864671289e+00,3.771252907942863608e-01,3.738343613966841894e-01,3.758968696516339358e-01,3.756188406142014213e-01,1.357824039715076593e-03,5.891899999999999693e+01
2.796334614247776518e+00,2.784757118927972730e+00,2.793378657995928993e+00,3.576109936574966564e-01,3.590977443609023045e-01,3.579894179894093642e-01,3.582327186692694787e-01,6.308741708320708382e-04,6.104250000000000398e+01
2.864341044752962695e+00,2.937431245749901887e+00,2.936024240867739721e+00,3.491204379561742566e-01,3.404335000000002776e-01,3.405966429297773157e-01,3.433835269619839869e-01,4.057155384447767681e-03,6.314350000000000307e+01
2.898218110773710610e+00,2.976800476288073316e+00,2.965892239248629547e+00,3.450395939086307040e-01,3.359311475409839098e-01,3.371666666666679468e-01,3.393791360387608536e-01,4.034204948513102698e-03,6.524299999999999500e+01
2.856657134357522665e+00,3.089578837214904894e+00,2.868800204004100962e+00,3.500595111582774366e-01,3.236687110730755990e-01,3.485777777777132602e-01,3.407686666696887468e-01,1.210661649697872093e-02,6.730250000000000909e+01
2.688689859852395170e+00,3.057738572574169922e+00,2.771371666476557749e+00,3.719283562347717176e-01,3.270390768423822037e-01,3.608321511316348595e-01,3.532665280695962973e-01,1.909085017016684538e-02,6.934299999999998931e+01
2.913215654860235482e+00,2.959675981637480024e+00,2.974482019841523606e+00,3.432632933753667070e-01,3.378748235294110613e-01,3.361929886714455917e-01,3.391103685254077682e-01,3.015762007566431813e-03,7.136599999999999966e+01
3.106628977842334383e+00,3.056857580615864212e+00,3.054545454545174898e+00,3.218923170846542670e-01,3.271333301038285013e-01,3.273809523809823596e-01,3.254688665231550426e-01,2.531022008671052984e-03,7.337250000000000227e+01
2.926945447251845245e+00,2.981810984819984522e+00,2.980219614921311599e+00,3.416531049251073648e-01,3.353666631087185435e-01,3.355457413249740006e-01,3.375218364529333215e-01,2.922162628804092412e-03,7.536300000000001376e+01
3.062374749498320892e+00,2.970281648568449118e+00,2.999749498997332786e+00,3.265439672802358251e-01,3.366684100418416148e-01,3.333611691023701251e-01,3.321911821414825217e-01,4.215268866453892455e-03,7.733899999999999864e+01
3.086980744079740102e+00,3.099078695923942472e+00,3.121665920979512343e+00,3.239411201115574013e-01,3.226765429723511547e-01,3.203417743325401301e-01,3.223198124721495805e-01,1.490920296676501470e-03,7.930100000000000193e+01
3.153124999999560973e+00,3.137158335385372698e+00,3.165624999999558931e+00,3.171456888008370445e-01,3.187598116169544915e-01,3.158933859822750101e-01,3.172662954666888857e-01,1.173316796002635103e-03,8.125000000000000000e+01
3.156438631791043115e+00,3.136771874784802350e+00,3.112424547283996645e+00,3.168127490039540639e-01,3.187990838730039300e-01,3.212929292928988767e-01,3.189682540566189384e-01,1.832933490088254182e-03,8.316799999999999216e+01
3.181102566261619025e+00,3.124854594575811273e+00,3.116314326622889208e+00,3.143564154786697151e-01,3.200148902082743940e-01,3.208918918919477226e-01,3.184210658596306476e-01,2.896356334877280090e-03,8.509350000000000591e+01
3.139694804531756755e+00,3.124561030865994571e+00,3.110382301169945851e+00,3.185022947315213626e-01,3.200449567544029761e-01,3.215038870378917335e-01,3.200170461746053019e-01,1.225553845890074885e-03,8.700799999999998136e+01
3.109485066673581599e+00,3.102229332787142635e+00,3.112734267370210084e+00,3.215966562173476206e-01,3.223488313488312440e-01,3.212609603340309539e-01,3.217354826334032913e-01,4.548409367070324442e-04,8.889300000000000068e+01
3.068955906848939374e+00,3.124322130556769217e+00,3.120807326605626653e+00,3.258437170010543560e-01,3.200694288913785157e-01,3.204299065420545545e-01,3.221143508114958087e-01,2.641163274774464224e-03,9.078749999999999432e+01
3.187019199690448890e+00,3.129617259209771962e+00,3.122373779818431672e+00,3.137728194725430964e-01,3.195278902099676910e-01,3.202691511386412948e-01,3.178566202737173607e-01,2.903496590761810766e-03,9.267300000000000182e+01
3.110090223708103174e+00,3.086245835289903372e+00,3.087197866646108846e+00,3.215340803868121933e-01,3.240182582234464315e-01,3.239183373388330178e-01,3.231568919830305475e-01,1.148225922430208285e-03,9.453149999999999409e+01
2.915997859818711291e+00,2.990820626003213523e+00,2.989566613162761399e+00,3.429357798164400783e-01,3.343563941299786957e-01,3.344966442952301278e-01,3.372629394138830228e-01,4.011712535553572587e-03,9.640000000000000568e+01
2.942237453217775300e+00,2.985605118180208795e+00,2.984783712274317047e+00,3.398773946359601172e-01,3.349404761904755112e-01,3.350326510720703088e-01,3.366168406328353124e-01,2.305866916898305710e-03,9.824250000000000682e+01
3.157837350262968190e+00,3.101774661286715418e+00,3.097174519628247413e+00,3.166724213698736690e-01,3.223960826300540927e-01,3.228749279908287306e-01,3.206478106635854974e-01,2.817813957343862780e-03,1.000960000000000036e+02
3.052279411764963868e+00,3.091229385307346700e+00,3.075784313725749897e+00,3.276240032762123278e-01,3.234958896136964079e-01,3.251203263952806011e-01,3.254134064283964456e-01,1.697989503701566576e-03,1.019429999999999978e+02
