fDCT,fNDCT,fFFT,lDCT,lNDCT,lFFT,lMean,lStd,depth
1.944082273428768604e+00,1.905611089544513082e+00,1.907495609600340147e+00,5.143815226689479880e-01,5.247660477453581773e-01,5.242476024411509838e-01,5.211317242851524201e-01,4.777803733789542755e-03,4.656000000000000583e+00
2.056520183408392821e+00,1.987774303477586102e+00,1.995654563630386402e+00,4.862582959641274516e-01,5.030752224991099641e-01,5.010887245841055826e-01,4.968074143491143513e-01,7.503308937481309795e-03,8.637499999999999289e+00
2.141213217162576843e+00,2.161621781874947246e+00,2.180256452408343204e+00,4.670249520153567091e-01,4.626156196171469781e-01,4.586616399623013596e-01,4.627674038649350341e-01,3.415994337193067627e-03,1.267699999999999960e+01
2.188643095385625514e+00,2.196317644730690688e+00,2.184364223253884241e+00,4.569040983010553836e-01,4.553075473391366423e-01,4.577991112262289053e-01,4.566702522888070326e-01,1.030529190577649445e-03,1.664649999999999963e+01
2.352346062083678024e+00,2.356530419356551054e+00,2.356726594787744489e+00,4.251075197304144959e-01,4.243526804432464217e-01,4.243173570543356532e-01,4.245925190759988754e-01,3.644458725128124047e-04,2.067050000000000054e+01
2.328652145430765152e+00,2.376272621481873237e+00,2.387490780786644784e+00,4.294329670329594117e-01,4.208271353041923013e-01,4.188497849070286216e-01,4.230366290813933894e-01,4.594368512376368480e-03,2.464300000000000068e+01
2.903829803050762770e+00,2.435137619736015946e+00,2.441540098405081238e+00,3.443727999999863232e-01,4.106544089727487967e-01,4.095775451950360857e-01,3.882015847225903649e-01,3.099474887347013208e-02,2.864450000000000074e+01
2.752514315961585911e+00,2.787405833461096272e+00,2.771762667821457082e+00,3.633041958042103059e-01,3.587565140302189648e-01,3.607812500000144307e-01,3.609473199448145486e-01,1.860293310080912612e-03,3.267350000000000421e+01
2.712683279376861378e+00,2.688227171431305518e+00,2.695357747483031474e+00,3.686386861313618035e-01,3.719923712650985981e-01,3.710082644627846205e-01,3.705464406197483407e-01,1.407542051606130952e-03,3.665399999999999636e+01
2.516813208014964776e+00,3.015559573658162851e+00,3.005188666243741036e+00,3.973278576317985089e-01,3.316134122287970887e-01,3.327578102608527710e-01,3.538996933738161044e-01,3.071190322798493869e-02,4.063899999999999579e+01
3.353202188237238257e+00,3.317912332006966114e+00,3.315914792974870018e+00,2.982223987291667266e-01,3.013943407585792933e-01,3.015759036144746164e-01,3.003975477007402306e-01,1.539847623211056549e-03,4.465449999999999875e+01
3.454016504059711501e+00,3.434623071080228573e+00,3.420831397535518903e+00,2.895180144115236387e-01,2.911527638709677790e-01,2.923265966046831310e-01,2.909991249623914977e-01,1.151734104037479981e-03,4.865399999999999636e+01
3.555275166035400058e+00,3.551350186727949776e+00,3.541376514096246542e+00,2.812721809983365073e-01,2.815830451576373239e-01,2.823760749582986396e-01,2.817437670380908421e-01,4.647717080120096966e-04,5.264399999999999835e+01
3.796769768574049575e+00,3.596573127021595706e+00,3.603469180052422338e+00,2.633817852947057392e-01,2.780424489319706649e-01,2.775103518397380453e-01,2.729781953554714646e-01,6.789162754943355721e-03,5.666949999999999932e+01
3.698590739143509776e+00,3.680731720338442425e+00,3.698590739143509776e+00,2.703732503887608107e-01,2.716851093695169528e-01,2.703732503887608107e-01,2.708105367156795062e-01,6.184162541687603619e-04,6.067199999999999704e+01
3.785438144330011134e+00,3.792956722020147886e+00,3.803336197021879084e+00,2.641702127659494859e-01,2.636465621119438718e-01,2.629270588235214645e-01,2.635812779004715889e-01,5.096106045104435147e-04,6.465500000000000114e+01
