depth,data,idxPeaks,sigma
81.51871641479796,-8.200157553052929,5,0.07269526748776435
81.53729256985503,-4.708134683005333,28,NaN
81.55586872491209,-0.6686446894974615,48,NaN
81.57444487996915,3.061251989022631,63,NaN
81.59302103502621,5.629118712199151,84,NaN
81.61159719008329,6.5993150576876785,98,NaN
81.63017334514035,6.2789651265732225,118,NaN
81.64874950019741,5.097353788916679,136,NaN
81.66732565525447,3.562365970592243,167,NaN
81.68590181031153,2.0281994802823307,191,NaN
81.7044779653686,0.5651358272775053,211,NaN
81.72305412042567,-0.8085474811047753,230,NaN
81.74163027548273,-2.11404883067166,250,NaN
81.7602064305398,-3.288801371389134,272,NaN
81.77878258559686,-4.119301149653395,287,NaN
81.79735874065392,-4.409860985334941,312,NaN
81.81593489571098,-4.022572157847103,334,NaN
81.83451105076806,-2.958245154924102,356,NaN
81.85308720582512,-1.444021324493203,374,NaN
81.87166336088218,0.23744944138837923,390,NaN
81.89023951593924,1.7485858111661101,419,NaN
81.9088156709963,2.865089900963978,434,NaN
81.92739182605338,3.561954602011545,452,NaN
81.94596798111044,3.9257743345019103,472,NaN
81.9645441361675,4.1955067996051065,493,NaN
81.98312029122457,4.539651578562625,513,NaN
82.00169644628163,4.9855765770370954,532,NaN
82.02027260133869,5.420543856473428,549,NaN
82.03884875639577,5.525837613410065,566,NaN
82.05742491145283,5.033292451956731,584,NaN
82.07600106650989,3.790106681752167,604,NaN
82.09457722156695,1.8531083098819316,621,NaN
82.11315337662401,-0.40098634864429455,652,NaN
82.13172953168107,-2.534976956573758,NaN,NaN
82.15030568673815,-4.064219141627661,NaN,NaN
82.16888184179521,-4.689667589178981,NaN,NaN
82.18745799685227,-4.414272118646715,NaN,NaN
82.20603415190934,-3.417453567692842,NaN,NaN
82.2246103069664,-2.1122284782607377,NaN,NaN
82.24318646202347,-0.8680775957204877,NaN,NaN
82.26176261708054,0.04734267173082071,NaN,NaN
82.2803387721376,0.5312048999910961,NaN,NaN
82.29891492719466,0.7217206555946093,NaN,NaN
82.31749108225172,0.8146396811759059,NaN,NaN
82.33606723730878,1.0600984182655606,NaN,NaN
82.35464339236586,1.5902529285915556,NaN,NaN
82.37321954742292,2.349513645116469,NaN,NaN
82.39179570247998,3.157709891515683,NaN,NaN
82.41037185753704,3.6723221600500757,NaN,NaN
82.4289480125941,3.6165066309329887,NaN,NaN
82.44752416765118,2.83480716137447,NaN,NaN
82.46610032270824,1.3659859086477733,NaN,NaN
82.4846764777653,-0.477682040928376,NaN,NaN
82.50325263282237,-2.322128249076269,NaN,NaN
82.52182878787943,-3.737830742196278,NaN,NaN
82.54040494293649,-4.43895318090355,NaN,NaN
82.55898109799357,-4.357733005705429,NaN,NaN
82.57755725305063,-3.5642944020360634,NaN,NaN
82.59613340810769,-2.3027798784285887,NaN,NaN
82.61470956316475,-0.8136803245094298,NaN,NaN
82.63328571822181,0.687826206471732,NaN,NaN
82.65186187327888,2.0205541472392707,NaN,NaN
82.67043802833595,3.04863728022012,NaN,NaN
82.68901418339301,3.6288033641122888,NaN,NaN
82.70759033845007,3.6038937384886807,NaN,NaN
82.72616649350714,2.8809260360326463,NaN,NaN
82.7447426485642,1.4612823216077104,NaN,NaN
82.76331880362126,-0.5058583840691506,NaN,NaN
82.78189495867834,-2.67565658857444,NaN,NaN
82.8004711137354,-4.6763546502388476,NaN,NaN
82.81904726879246,-6.122750688072052,NaN,NaN
82.83762342384952,-6.79421661019136,NaN,NaN
82.85619957890658,-6.698975748993935,NaN,NaN
82.87477573396366,-5.978198475563702,NaN,NaN
82.89335188902072,-4.929415046980519,NaN,NaN
82.91192804407778,-3.7980068303413397,NaN,NaN
82.93050419913484,-2.742065623372999,NaN,NaN
82.9490803541919,-1.8203748789757377,NaN,NaN
