diffLens	deltas
0.09428248235050718	0.01
0.0942853885239748	0.0102
0.09425719730582219	0.010400000000000001
0.09422409988034645	0.010600000000000002
0.09421286754336337	0.010800000000000002
0.09423297310274226	0.011000000000000003
0.09429558575179556	0.011200000000000003
0.09432707348864655	0.011400000000000004
0.09420629224766176	0.011600000000000004
0.094226288702601	0.011800000000000005
0.09420159715253991	0.012000000000000005
0.09432658893082418	0.012200000000000006
0.0942266030519096	0.012400000000000007
0.09424245320286732	0.012600000000000007
0.09423489725243431	0.012800000000000008
0.0942506897079585	0.013000000000000008
0.09419543502878527	0.013200000000000009
0.09437497885923962	0.013400000000000009
0.09445093097191434	0.01360000000000001
0.0944830338286994	0.01380000000000001
0.09438014412325005	0.01400000000000001
0.09428863715406635	0.014200000000000011
0.09427847079958897	0.014400000000000012
0.09440145231809599	0.014600000000000012
0.09431559533838312	0.014800000000000013
0.09438530433017889	0.015000000000000013
0.09432686162207404	0.015200000000000014
0.09427845163297038	0.015400000000000014
0.09430350449893754	0.015600000000000015
0.0942461705769239	0.015800000000000015
0.09424068509627263	0.016000000000000014
0.09421879148136952	0.016200000000000016
0.0944460816777138	0.01640000000000002
0.09429619793806354	0.016600000000000018
0.09421652009736878	0.016800000000000016
0.09424684710826857	0.01700000000000002
0.09445479952756447	0.01720000000000002
0.09450612217214088	0.01740000000000002
0.0942180427818386	0.01760000000000002
0.09424767962683124	0.01780000000000002
0.09462124674607197	0.018000000000000023
0.09450044804278893	0.01820000000000002
0.0943707645500837	0.01840000000000002
0.09440135930691045	0.018600000000000023
0.09457337484721226	0.018800000000000025
0.09438378402058165	0.019000000000000024
0.0945038598685352	0.019200000000000023
0.09430973066043238	0.019400000000000025
0.09433743924860041	0.019600000000000027
0.09453657125149054	0.019800000000000026
0.09436657046925406	0.020000000000000025
0.09444829117532949	0.020200000000000027
0.09443702774148563	0.02040000000000003
0.094276884328836	0.020600000000000028
0.09425487638477366	0.020800000000000027
0.09451133912455421	0.02100000000000003
0.09427167975369971	0.02120000000000003
0.09448701372396331	0.02140000000000003
0.09422732900854329	0.02160000000000003
0.09420164668958765	0.02180000000000003
0.09479707504648846	0.022000000000000033
0.0948855383510528	0.022200000000000032
0.0942464096846817	0.02240000000000003
0.09429879032101611	0.022600000000000033
0.09441556789007166	0.022800000000000036
0.09423952618640047	0.023000000000000034
0.09505958516176921	0.023200000000000033
0.09442280094165484	0.023400000000000035
0.09517382077898962	0.023600000000000038
0.0942060680596916	0.023800000000000036
0.09422687951501589	0.024000000000000035
0.09504538702804727	0.024200000000000037
0.09470002939950806	0.02440000000000004
0.09510429104816298	0.02460000000000004
0.09424302250173074	0.024800000000000037
0.09424145827096087	0.02500000000000004
0.09452111421179156	0.025200000000000042
0.09436276474993807	0.02540000000000004
0.09446490111787001	0.02560000000000004
0.09430289535809436	0.025800000000000045
0.09484140919547658	0.026000000000000044
0.09488382363718134	0.026200000000000043
0.09463307064984125	0.02640000000000004
0.09466731882680339	0.026600000000000047
0.09438132225562015	0.026800000000000046
0.09453062200013676	0.027000000000000045
0.09463085067484661	0.027200000000000044
0.094478914346808	0.02740000000000005
0.09446738839175682	0.027600000000000048
0.09458396546568852	0.027800000000000047
0.09466530717004222	0.028000000000000046
0.09465011273536961	0.02820000000000005
0.09461608522597831	0.02840000000000005
0.09468185625996571	0.02860000000000005
0.09482826489050074	0.028800000000000048
0.09454492555026096	0.029000000000000054
0.094692925233656	0.029200000000000052
0.09476394705500586	0.02940000000000005
0.09459832391727847	0.02960000000000005
0.09492459623169285	0.029800000000000056
0.09445767141904812	0.030000000000000054
0.09431268955607097	0.030200000000000053
0.09438506687086205	0.030400000000000052
0.09523538381818811	0.030600000000000058
0.09440646550644319	0.030800000000000056
0.09505469228167218	0.031000000000000055
0.09544397186514121	0.031200000000000054
0.09542143857132776	0.03140000000000006
0.0951209583229212	0.03160000000000006
0.09424596217487138	0.03180000000000006
0.09529263288740197	0.032000000000000056
0.09457811847355348	0.03220000000000006
0.09429779790368059	0.03240000000000006
0.09497651586335285	0.03260000000000006
0.09516537050742788	0.03280000000000006
0.0949828386123119	0.033000000000000064
0.09467795398112515	0.03320000000000006
0.09444577543091158	0.03340000000000006
0.09522992175098638	0.03360000000000006
0.0955726959931491	0.033800000000000066
0.09514539112363142	0.034000000000000065
0.09433722559388859	0.034200000000000064
0.09475189792949837	0.03440000000000006
0.0947860524806021	0.03460000000000007
0.0955116742572574	0.03480000000000007
0.09485955355715137	0.035000000000000066
0.09478456642504912	0.035200000000000065
0.09471598052445929	0.03540000000000007
0.09434640469987074	0.03560000000000007
0.09619560444753748	0.03580000000000007
0.09472498293992263	0.03600000000000007
0.09489139559704941	0.03620000000000007
0.09453253377255183	0.03640000000000007
0.09564722228821498	0.03660000000000007
0.09634400316540284	0.03680000000000007
0.0960086570217101	0.037000000000000074
0.09639843317706268	0.03720000000000007
0.09582238112602512	0.03740000000000007
0.09457037569049877	0.03760000000000007
0.09466065683428332	0.03780000000000008
0.09525826764319223	0.038000000000000075
0.09487450243000072	0.038200000000000074
0.09444550994809847	0.03840000000000007
0.09537360028389973	0.03860000000000008
0.0964456202744333	0.03880000000000008
0.09675636081051212	0.039000000000000076
0.09620759981710594	0.039200000000000075
0.09557389496851844	0.03940000000000008
0.09454331147510689	0.03960000000000008
0.09485271180074793	0.03980000000000008
0.09610447156269233	0.04000000000000008
0.0944118670842437	0.04020000000000008
0.0957828997636972	0.04040000000000008
0.09551938080255074	0.04060000000000008
0.09499944989595692	0.04080000000000008
0.09478255052145702	0.041000000000000085
0.09529370479311923	0.041200000000000084
0.09548168878097218	0.04140000000000008
0.09524624589856845	0.04160000000000009
-1.0	0.04180000000000009
0.09455302797284108	0.042000000000000086
-1.0	0.042200000000000085
0.09566436802994593	0.04240000000000008
-1.0	0.04260000000000009
0.09645852784652395	0.04280000000000009
0.09492019930880646	0.04300000000000009
0.09523130822952966	0.04320000000000009
-1.0	0.04340000000000009
-1.0	0.04360000000000009
0.09519281059529763	0.04380000000000009
-1.0	0.04400000000000009
-1.0	0.04420000000000009
0.09522783370714766	0.04440000000000009
-1.0	0.04460000000000009
-1.0	0.0448000000000001
-1.0	0.045000000000000095
