,depth,d18O
202,49.4800000000024,-34.3649
203,49.5000000000024,-34.8209
204,49.5200000000025,-34.7674
205,49.5400000000025,-34.7763
206,49.5600000000025,-34.8576
207,49.5800000000025,-34.8374
208,49.6000000000025,-35.1677
209,49.6200000000025,-35.011
210,49.6400000000025,-34.8774
211,49.6600000000025,-34.8888
212,49.6800000000025,-35.3043
213,49.7000000000025,-34.7829
214,49.7200000000025,-34.877
215,49.7400000000025,-34.9993
216,49.7600000000025,-35.1503
217,49.7800000000025,-34.8575
218,49.8000000000025,-35.2882
219,49.8200000000025,-34.8895
220,49.8400000000025,-34.7585
221,49.8600000000025,-35.2277
222,49.8800000000025,-35.1335
223,49.9000000000025,-34.8737
224,49.9200000000025,-34.6883
225,49.9400000000025,-34.3655
226,49.9600000000025,-33.8394
227,49.9800000000025,-33.8488
228,50.0000000000025,-33.3908
229,50.0200000000025,-33.1402
230,50.0400000000025,-32.7434
231,50.0600000000025,-32.3971
232,50.0800000000025,-32.2975
233,50.1000000000025,-32.1802
234,50.1200000000025,-31.9483
235,50.1400000000025,-31.8747
236,50.1600000000026,-31.8899
237,50.1800000000026,-31.7044
238,50.2000000000026,-31.8779
239,50.2200000000026,-32.2307
240,50.2400000000026,-32.3557
241,50.2600000000026,-32.3859
242,50.2800000000026,-32.4801
243,50.3000000000026,-33.0044
244,50.3200000000026,-33.2419
245,50.3400000000026,-33.3127
246,50.3600000000026,-33.4056
247,50.3800000000026,-33.7443
248,50.4000000000026,-33.8957
249,50.4200000000026,-33.9984
250,50.4400000000026,-33.8175
251,50.4600000000026,-33.8373
252,50.4800000000026,-34.0236
253,50.5000000000026,-34.0605
254,50.5200000000026,-33.9603
255,50.5400000000026,-33.9623
256,50.5600000000026,-33.8693
257,50.5800000000026,-33.636
258,50.6000000000026,-33.6066
259,50.6200000000026,-33.4504
260,50.6400000000026,-33.3817
261,50.6600000000026,-33.0476
262,50.6800000000026,-32.7277
263,50.7000000000026,-32.6715
264,50.7200000000026,-32.9635
265,50.7400000000026,-32.6751
266,50.7600000000026,-32.8117
267,50.7800000000026,-32.7605
268,50.8000000000027,-32.3822
269,50.8200000000027,-32.4167
270,50.8400000000027,-31.7786
271,50.8600000000027,-31.5911
272,50.8800000000027,-31.9897
273,50.9000000000027,-31.4295
274,50.9200000000027,-30.8713
275,50.9400000000027,-30.8605
276,50.9600000000027,-30.8489
277,50.9800000000027,-30.4825
278,51.0000000000027,-30.444
279,51.0200000000027,-30.1724
280,51.0400000000027,-30.3626
281,51.0600000000027,-30.5743
282,51.0800000000027,-30.6397
283,51.1000000000027,-30.8953
284,51.1200000000027,-31.1148
285,51.1400000000027,-31.3077
286,51.1600000000027,-31.1443
287,51.1800000000027,-31.8075
288,51.2000000000027,-32.2042
289,51.2200000000027,-32.4448
290,51.2400000000027,-32.7997
291,51.2600000000027,-33.0812
292,51.2800000000027,-33.3596
293,51.3000000000027,-33.4154
294,51.3200000000027,-33.5192
295,51.3400000000027,-34.1342
296,51.3600000000027,-34.2928
297,51.3800000000027,-34.4382
298,51.4000000000027,-34.6438
299,51.4200000000028,-35.2296
300,51.4400000000027,-35.1149
301,51.4600000000028,-35.4487
302,51.4800000000028,-35.1005
303,51.5000000000028,-35.0867
304,51.5200000000028,-35.429
305,51.5400000000028,-35.4047
306,51.5600000000028,-35.4638
307,51.5800000000028,-35.3798
308,51.6000000000028,-35.3698
309,51.6200000000028,-35.383
310,51.6400000000028,-35.4354
311,51.6600000000028,-35.3436
312,51.6800000000028,-35.567
313,51.7000000000028,-35.5003
314,51.7200000000028,-35.5298
315,51.7400000000028,-35.9207
316,51.7600000000028,-35.978
317,51.7800000000028,-36.1622
318,51.8000000000028,-36.0835
319,51.8200000000028,-36.6096
320,51.8400000000028,-36.7312
321,51.8600000000028,-36.3875
322,51.8800000000028,-36.3622
323,51.9000000000028,-36.3991
324,51.9200000000028,-36.3191
325,51.9400000000028,-36.681
326,51.9600000000028,-36.6956
327,51.9800000000028,-36.4411
328,52.0000000000028,-36.4626
329,52.0200000000028,-36.6823
330,52.0400000000028,-36.633
