Run_ID	Bag	sample	Depth	d17	d18	dD
HKDS2004_Fast_IsoWater_20180828_073415	1601	1	880.025	-18.7768	-35.3555	-274.3110
HKDS2004_Fast_IsoWater_20180828_073415	1601	2	880.050	-18.8442	-35.4561	-275.2328
HKDS2004_Fast_IsoWater_20180828_073415	1601	3	880.075	-18.7576	-35.2593	-272.4752
HKDS2004_Fast_IsoWater_20180828_073415	1601	4	880.100	-18.4913	-34.8191	-268.5449
HKDS2004_Fast_IsoWater_20180828_073415	1601	5	880.125	-18.2621	-34.4214	-265.1064
HKDS2004_Fast_IsoWater_20180828_073415	1601	6	880.150	-18.1566	-34.2082	-263.8870
HKDS2004_Fast_IsoWater_20180828_073415	1601	7	880.175	-18.1643	-34.1002	-263.6205
HKDS2004_Fast_IsoWater_20180828_073415	1601	8	880.200	-18.0224	-33.9358	-262.9832
HKDS2004_Fast_IsoWater_20180828_073415	1601	9	880.225	-17.9993	-33.8468	-262.8247
HKDS2004_Fast_IsoWater_20180828_073415	1601	10	880.250	-17.9591	-33.7442	-262.6180
HKDS2004_Fast_IsoWater_20180828_073415	1601	11	880.275	-18.0038	-33.7989	-262.5980
HKDS2004_Fast_IsoWater_20180828_073415	1601	12	880.300	-18.0623	-33.9124	-263.2782
HKDS2004_Fast_IsoWater_20180828_073415	1601	13	880.325	-18.2043	-34.2275	-265.4849
HKDS2004_Fast_IsoWater_20180828_073415	1601	14	880.350	-18.3868	-34.6079	-269.5239
HKDS2004_Fast_IsoWater_20180828_073415	1601	15	880.375	-18.5402	-34.9008	-271.9189
HKDS2004_Fast_IsoWater_20180828_073415	1601	16	880.400	-18.5402	-34.8291	-270.9742
HKDS2004_Fast_IsoWater_20180828_073415	1601	17	880.425	-18.5079	-34.7687	-269.4677
HKDS2004_Fast_IsoWater_20180828_073415	1601	18	880.450	-18.5108	-34.8330	-269.6849
HKDS2004_Fast_IsoWater_20180828_073415	1601	19	880.475	-18.6147	-35.0156	-271.9989
HKDS2004_Fast_IsoWater_20180828_073415	1601	20	880.500	-18.7640	-35.3552	-274.5876
HKDS2004_Fast_IsoWater_20180828_073415	1601	21	880.525	-18.9366	-35.6362	-276.5196
HKDS2004_Fast_IsoWater_20180828_073415	1601	22	880.550	-19.0491	-35.8095	-277.8092
HKDS2004_Fast_IsoWater_20180828_073415	1602	1	880.575	-19.0328	-35.8208	-278.1921
HKDS2004_Fast_IsoWater_20180828_073415	1602	2	880.600	-19.0162	-35.8028	-278.0308
HKDS2004_Fast_IsoWater_20180828_073415	1602	3	880.625	-19.0980	-35.9028	-277.8930
HKDS2004_Fast_IsoWater_20180828_073415	1602	4	880.650	-19.0715	-35.8825	-278.1610
HKDS2004_Fast_IsoWater_20180828_073415	1602	5	880.675	-19.0667	-35.8995	-278.6872
HKDS2004_Fast_IsoWater_20180828_073415	1602	6	880.700	-19.1150	-35.9767	-278.6170
HKDS2004_Fast_IsoWater_20180828_073415	1602	7	880.725	-19.1482	-36.0269	-278.1264
HKDS2004_Fast_IsoWater_20180828_073415	1602	8	880.750	-19.1102	-35.8844	-277.4649
HKDS2004_Fast_IsoWater_20180828_073415	1602	9	880.775	-18.9801	-35.6873	-275.5974
HKDS2004_Fast_IsoWater_20180828_073415	1602	10	880.800	-18.7164	-35.2359	-271.0703
HKDS2004_Fast_IsoWater_20180828_073415	1602	11	880.825	-18.4472	-34.6883	-266.8920
HKDS2004_Fast_IsoWater_20180828_073415	1602	12	880.850	-18.2736	-34.3815	-265.1045
HKDS2004_Fast_IsoWater_20180828_073415	1602	13	880.875	-18.2864	-34.3825	-266.7557
HKDS2004_Fast_IsoWater_20180828_073415	1602	14	880.900	-18.3625	-34.5732	-268.3251
HKDS2004_Fast_IsoWater_20180828_073415	1602	15	880.925	-18.2730	-34.4596	-268.3489
HKDS2004_Fast_IsoWater_20180828_073415	1602	16	880.950	-18.4840	-34.8230	-269.7668
HKDS2004_Fast_IsoWater_20180828_073415	1602	17	880.975	-18.6527	-35.0738	-270.9903
HKDS2004_Fast_IsoWater_20180828_073415	1602	18	881.000	-18.8183	-35.3494	-273.2313
HKDS2004_Fast_IsoWater_20180828_073415	1602	19	881.025	-19.0594	-35.9256	-278.7390
HKDS2004_Fast_IsoWater_20180828_073415	1602	20	881.050	-19.4641	-36.5725	-284.7715
HKDS2004_Fast_IsoWater_20180828_073415	1602	21	881.075	-19.5616	-36.8073	-286.3564
HKDS2004_Fast_IsoWater_20180828_073415	1602	22	881.100	-19.4276	-36.6626	-284.4823
HKDS2004_Fast_IsoWater_20180828_073415	1603	1	881.125	-19.4254	-36.4954	-282.9520
HKDS2004_Fast_IsoWater_20180828_073415	1603	2	881.150	-19.2569	-36.3542	-281.9152
HKDS2004_Fast_IsoWater_20180828_073415	1603	3	881.175	-19.3557	-36.4002	-281.9713
HKDS2004_Fast_IsoWater_20180828_073415	1603	4	881.200	-19.3515	-36.4008	-281.4722
HKDS2004_Fast_IsoWater_20180828_073415	1603	5	881.225	-19.3464	-36.3484	-280.9260
HKDS2004_Fast_IsoWater_20180828_073415	1603	6	881.250	-19.3081	-36.2330	-279.9597
HKDS2004_Fast_IsoWater_20180828_073415	1603	7	881.275	-19.0958	-35.9854	-278.2610
HKDS2004_Fast_IsoWater_20180828_073415	1603	8	881.300	-18.9328	-35.6433	-275.1830
HKDS2004_Fast_IsoWater_20180828_073415	1603	9	881.325	-18.7071	-35.2285	-271.8185
HKDS2004_Fast_IsoWater_20180829_074506	1603	10	881.350	-18.5654	-34.9270	-269.4603
HKDS2004_Fast_IsoWater_20180829_074506	1603	11	881.375	-18.3531	-34.6508	-269.4498
HKDS2004_Fast_IsoWater_20180829_074506	1603	12	881.400	-18.3744	-34.6454	-269.5072
HKDS2004_Fast_IsoWater_20180829_074506	1603	13	881.425	-18.3264	-34.5247	-268.9985
HKDS2004_Fast_IsoWater_20180829_074506	1603	14	881.450	-18.3779	-34.5256	-268.4203
HKDS2004_Fast_IsoWater_20180829_074506	1603	15	881.475	-18.4394	-34.7690	-269.4872
HKDS2004_Fast_IsoWater_20180829_074506	1603	16	881.500	-18.6271	-35.0735	-272.8853
HKDS2004_Fast_IsoWater_20180829_074506	1603	17	881.525	-18.8766	-35.5637	-277.2878
HKDS2004_Fast_IsoWater_20180829_074506	1603	18	881.550	-19.0799	-35.8653	-279.6468
HKDS2004_Fast_IsoWater_20180829_074506	1603	19	881.575	-19.1665	-36.0471	-281.2777
HKDS2004_Fast_IsoWater_20180829_074506	1603	20	881.600	-19.1617	-36.1369	-281.6094
HKDS2004_Fast_IsoWater_20180829_074506	1603	21	881.625	-19.1703	-36.0632	-281.5462
HKDS2004_Fast_IsoWater_20180829_074506	1603	22	881.650	-19.1881	-36.1257	-281.2108
HKDS2004_Fast_IsoWater_20180829_074506	1604	1	881.675	-19.0332	-35.7906	-278.3716
HKDS2004_Fast_IsoWater_20180829_074506	1604	2	881.700	-18.9390	-35.6776	-277.3986
HKDS2004_Fast_IsoWater_20180829_074506	1604	3	881.725	-18.9224	-35.6110	-276.2373
HKDS2004_Fast_IsoWater_20180829_074506	1604	4	881.750	-18.9628	-35.6309	-276.5331
HKDS2004_Fast_IsoWater_20180829_074506	1604	5	881.775	-19.1115	-35.9763	-279.7449
HKDS2004_Fast_IsoWater_20180829_074506	1604	6	881.800	-19.3864	-36.5051	-284.0864
HKDS2004_Fast_IsoWater_20180829_074506	1604	7	881.825	-19.5624	-36.8569	-287.6682
HKDS2004_Fast_IsoWater_20180829_074506	1604	8	881.850	-19.7594	-37.0932	-288.7435
HKDS2004_Fast_IsoWater_20180829_074506	1604	9	881.875	-19.7536	-37.1218	-288.7508
HKDS2004_Fast_IsoWater_20180829_074506	1604	10	881.900	-19.7514	-37.1112	-289.0428
HKDS2004_Fast_IsoWater_20180829_074506	1604	11	881.925	-19.6235	-36.9503	-287.8824
HKDS2004_Fast_IsoWater_20180829_074506	1604	12	881.950	-19.3298	-36.3133	-283.5231
HKDS2004_Fast_IsoWater_20180829_074506	1604	13	881.975	-18.9823	-35.6522	-277.2726
